"japanese","english","context","notes"
"やってみなきゃ判らないわよ。/探すのは私が行くから。","Won't know until we try.  /I'll go search.","Portrait: !p0000!e00",""
"やっぱ、全部売りてェよな！/意地みてェなもんでよ！","I really wanna sell it all! /I'm stubborn like that!","Portrait: !p1000!e00",""
"やっぱ、練習するしかないでしょう。/口で言ってて上達するなら、/下手な人なんているはず無いですよ。","Gotta practice. /If talking made you better,  /there'd be no bad players.","Portrait: !p0000!e00",""
"やっぱり……、キャンプファイアーに/一緒にいく２人って……、/特別な関係なのかな……？","After all...  /two going to campfire... /is that special...?","Portrait: !p0502!e00",""
"やっぱり……。","After all...","Portrait: !p0000!e00",""
"やっぱり……ダメよ……。/私、困るもの……。","After all... no...  /I'm troubled ...","Portrait: !p2903!e00",""
"やっぱり、!0に/一番に話してよかったよ！","I'm glad I told !0 first!","Portrait: !p0602!e00",""
"やっぱり、/キャンプファイアーかな。/学園祭の最後のイベントだしな！","After all, the campfire.  /It's the festival's last event!","Portrait: !p0000!e00",""
"やっぱり、/キャンプファイアーかな。/学園祭の最後のイベントだしね！","After all, the campfire.  /It's the festival's last event!","Portrait: !p0000!e00",""
"やっぱり、/ミーが自分で考えるコトにするヨ！/それじゃネ！","After all, Mee will decide for herself! /Well then !","Portrait: !p0803!e00",""
"やっぱり、/ワシには、ウソはつけんわい……。","After all, I can't lie…","Portrait: !p1203!e00",""
"やっぱり、/男の子は好きなんじゃないかなぁ、/ああいう子。","After all, boys probably like those kinds of girls.","Portrait: !p0000!e00",""
"やっぱり、/祭りってのはいいもんだな。/心が躍るよ。","After all, festivals are great. /My heart races.","Portrait: !p0600!e00",""
"やっぱり、/適当に回ってみることにしますよ。/それでは先輩、失礼します。","After all, I'll just wander around. /Well then, senpai, excuse me.","Portrait: !p1500!e00",""
"やっぱり、「大食い」なところかな？/他には、思いつかないよ。","Maybe the 'big eater' part? /Can't think of anything else.","Portrait: !p0000!e00",""
"やっぱり、「大食い」なところじゃない？/他には、思いつかないよ。","Isn't it the 'big eater' part?  /Can't think of anything else.","Portrait: !p0000!e00",""
"やっぱり、お化け屋敷は/リアルな方がいいですもんねぇ！/ふふふ……。","After all, haunted houses are better when realistic ! /Hehehe ...","Portrait: !p2401!e00",""
