"japanese","english","context","notes"
"「燃えろ！　ジャスティス学園」のファイルに/　　　ＥＤＩＴキャラのデータがありません。/　　　　　何かボタンを押してください。","'Burn ! Justice Academy' file has,  /no EDIT character data.  /Please press any button.","Portrait: !pffff!e00",""
"「燃えろ！　ジャスティス学園」のファイルに/「燃えろ！　熱血青春日記」のデータがありません。/　　　　　何かボタンを押してください。","'Burn ! Justice Academy' file has,  /no 'Burn! Hot-Blooded Youth Diary' data. /Please press any button.","Portrait: !pffff!e00",""
"「聖女」っていっても、/「聖純女学院」の意味だよ。/勘違いした？","'Saint' just means  /'Seijun Girls' Academy'. /Misunderstood?","Portrait: !p0000!e00",""
"「試合」なら、奴らに分があるかもな。/だが「戦い」なら絶対に負ける事はねぇ！/それだけは間違いないぜ。","In a 'match', they might have an advantage. /But in a 'battle', I'll never lose!  /That's for sure.","Portrait: !p2000!e00",""
"「３回まわって、ニャア〜ン」って/いったら、考えてもいいわよ？","If you say 'spin three times, nyaaan~', /I might consider it.","Portrait: !p2101!e00",""
"『ただいまより、/　「ミス・ジャスティス」コンテストの/　参加受付を開始いたします』","'We will now begin, /accepting applications for the,  /'Miss Justice' contest.'","Portrait: !pffff!e00",""
"『なお、飛び入り参加も歓迎しますので、/　多数の参加をお待ちしております』","'Walk-ins are also welcome, /we look forward to many participants.'","Portrait: !pffff!e00",""
"『アメリカン晴れ』？/そんなのはないんじゃないか？","'American clear'? /That doesn't exist, does it?","Portrait: !p0000!e00",""
"『アメリカン晴れ』？/そんなのはないんじゃない？","'American clear'? /That doesn't exist, does it?","Portrait: !p0000!e00",""
"『キャンプファイアーで１人たたずむ/　謎の女たち！』の特集ページに/　載せてあげるから！","I'll put you in a feature:  /'Mysterious women alone  /at the campfire !'","Portrait: !p2101!e00",""
"『キャンプファイアーに１人できた/　さみしい男たち！』の特集ページに/　載せてあげるから！","I'll put you in a special feature,  /'Lonely men who came alone,  /to the campfire !'","Portrait: !p2101!e00",""
