"japanese","english","context","notes"
"……やっぱり、ミーは/!0のコトがダイスキね！！","…After all, Mee, /really likes  !0! !","Portrait: !p0802!e00",""
"……よく指導に来てるから、別にな……。/２つ学校に通っているみたいで……/大変だ……。","…He coaches often, so it's fine…  /Like going to two schools... /Tough...","Portrait: !p2200!e00",""
"……わかった、ありがとう。/やっぱり、恋人を作るのは/やめにする……。","…Got it, thanks. /I'll give up on, /making a lover ...","Portrait: !p2200!e00",""
"……わかった。/奴の動き、引き続き監視しろ。","…Understood. /Keep monitoring him.","Portrait: !p1603!e00",""
"……わかったよ。/そこまで言うんなら、一旦戻る。/だけど、あんまり無理すんなよ？","…Got it. /If you insist, I'll go back. /But don't overdo it, okay?","Portrait: !p0102!e00",""
"……わかったわ。/雹クン、いくわよ！！","…Got it. /Hail-kun, let's go! !","Portrait: !p0000!e00",""
"……わかりました。/雹さん、いきます！！","…Understood. /Hail-san, let's go! !","Portrait: !p0000!e00",""
"……アリガト。/参考にしとくよ……。","…Thanks. /I'll keep that in mind ...","Portrait: !p0000!e00",""
"……アリガト。/参考になったわ……。","…Thanks. /That was helpful ...","Portrait: !p0000!e00",""
"……アリガトよ、!0。","…Thanks, !0.","Portrait: !p0102!e00",""
"……キミの横顔も、/いつもと違う色だな。","…Your profile  /looks different today.","Portrait: !p0300!e00",""
"……キャンプファイアーに/誘いに来たんだ……。/オマエが喜ぶと思ってな……。","…I came to invite you, /to the campfire... /I thought you'd be happy ...","Portrait: !p2200!e00",""
"……ゴク。","…Gulp.","Portrait: !p0000!e00",""
"……スゥ……","…Sigh…","Portrait: !p0302!e00",""
"……ダメだ、こりゃ完全に気絶してる。/すみません、ちょっと保健室に/運んで来ます。","…No good, he's completely out. /Sorry, I'll take him to, /the nurse's office.","Portrait: !p1302!e00",""
"……チークならいつでも/お相手させてもらうんだけど、ネ。","…I'd be happy to spar anytime, /you know.","Portrait: !p0700!e00",""
"……ネコが、/パンをくわえてたみたいに見えたぞ。","…I thought I saw /a cat with bread.","Portrait: !p0000!e00",""
"……ネコが、/パンをくわえてたみたいに見えたわよ。","…I thought I saw /a cat with bread.","Portrait: !p0000!e00",""
"……バツ！/どうしたのよ、これは！/看板がメチャクチャじゃない！","…Batsu ! /What happened here!  /The sign is a mess!","Portrait: !p0000!e00",""
"……バツ！/どうしたんだよ、これは！/看板がメチャクチャじゃないか！","…Batsu ! /What happened here!  /The sign is a mess!","Portrait: !p0000!e00",""
"……パンの耳だ。/さっき……もらってきた……。/エサがいるからな……。","…Bread crust.  /I got it earlier ... /Need it for food ...","Portrait: !p2200!e00",""
"……プールサイドで飲食させるなんて、/考えられない……。/汚されては困るからな……。","…I can't imagine eating, /by the poolside... /Can't have it getting dirty...","Portrait: !p2203!e00",""
"……ホントにな。","…Really.","Portrait: !p0400!e00",""
"……ミーのパパ、いつも忙しいから、/こういうイベントに/来たコトないデス……","…Mee's Papa is always busy,  /so he's never come to  /events like this ...","Portrait: !p0803!e00",""
"……一般の生徒が、五輪高校の水泳部員に/かなうはずがない……。/……だから、そんなことはやらない……。","…A regular student can't match,  /Gorin High's swim team members ... /…So I won't do that…","Portrait: !p2200!e00",""
"……人を支配する事なく、/導いていく力、か……/私に、それができるだろうか？","…The power to guide  /without controlling... /Can I do that?","Portrait: !p1602!e00",""
"……今も世界には、/飢えや病気に苦しむ人々が沢山おられます。","…Even now, many suffer /from hunger and disease.","Portrait: !p0900!e00",""
"……今夜？/何かあったのか？　ロイ。","…Tonight?  /Something happen, Roy?","Portrait: !p0000!e00",""
