"japanese","english","context","notes"
"そうか……。そうじゃな。/本当に、!0の/いうとおりじゃ！","I see... Right./Truly, what!0 says/is correct!","Portrait: !p1200!e00",""
"そうか……それもなんだか/寂しい話だな。","I see... that's also, /a sad story.","Portrait: !p0702!e00",""
"そうか……アメリカに帰っちゃうんだ。","I see... going back to America.","Portrait: !p0000!e00",""
"そうか……！！/ホットケーキ用の材料って揃ってたよな？/じゃ、なんとかなるかもしれない。","I see...！！/We have pancake ingredients, right?/Well, maybe we can manage.","Portrait: !p0000!e00",""
"そうか……！！/ホットケーキ用の材料って揃ってたわね？/じゃ、なんとかなるかもしれない。","I see...！！/We have pancake ingredients, right?/Well, maybe we can manage.","Portrait: !p0000!e00",""
"そうか、/仮眠をとっていたところを/見られてたのか……","I see,/you saw me taking a nap...","Portrait: !p0302!e00",""
"そうか。/アキラも転校して、いろいろあるだろう。/お前も力になってやってくれ。","I see./Akira transferred, so there's a lot /going on. Help him out too.","Portrait: !p1901!e00",""
"そうかぁ、/夏がやりたくないなら仕方ないな。","I see,/If you don't want to, Natsu, okay.","Portrait: !p0000!e00",""
"そうかな。/優しいかなぁ。","Maybe./Am I kind?","Portrait: !p0000!e00",""
"そうかな？/まぁそういうモンかもな。","Maybe?/Well, maybe so.","Portrait: !p0400!e00",""
"そうかな？/よく、俺の手のケガの経過を心配して、/リハビリに付き合ってくれてはいたけどな。","Maybe?/She often worried about my hand injury/and, accompanied me to rehab.","Portrait: !p0600!e00",""
"そうかもな……/じゃあ、行こうかボーマン。/勧めたからにはつきあってもらうぜ！","Maybe.../Let's go, Bowman. /Since I suggested it, you're coming！","Portrait: !p0000!e00",""
"そうかもね……/じゃあ、行こうかボーマン。/勧めたからにはつきあってもらうわよ！","Maybe.../Well then, let's go, Bowman. /Since I suggested it, you're coming！","Portrait: !p0000!e00",""
"そうかもね……。/じゃあね……。","Maybe.../Well then…","Portrait: !p0503!e00",""
"そうか？/すまないな。/じゃあ、お願いするよ。","Is that so? Sorry./Well then, please do.","Portrait: !p0601!e00",""
"そうか？/すまねぇな。/じゃあサッサと済ませるか！","Is that so? Sorry./Let's finish quickly!","Portrait: !p0101!e00",""
"そうか？/俺はあんまりそういうの/興味ないな……。","Is that so? /I'm not really/interested …","Portrait: !p0000!e00",""
"そうか？/本当にこれで十分なのか！？","Really? /Is this really enough ！?","Portrait: !p2000!e00",""
"そうしたら、/ちょっとバランスを崩しちまってよ……。","Then I lost my balance...","Portrait: !p0101!e00",""
"そうじゃったのう！/ワシと!0さんは/これから、ずっと一緒じゃい！！","That's right!/Me and !0 will be, /together forever!！","Portrait: !p1201!e00",""
"そうじゃったのう！/ワシと!0は/これから、ずっと一緒じゃい！！","That's right!/Me and !0 will be, /together forever!！","Portrait: !p1201!e00",""
"そうじゃな、/そうも考えられるのう……。","That's right,/you could think so…","Portrait: !p1200!e00",""
"そうじゃろう、そうじゃろう！","That's right, that's right!","Portrait: !p1200!e00",""
"そうじゃ！　キャンプファイアーの炎で/焼きおにぎりを作って食うとするかのう！/元気が出るぞい！","That's it！ Let's make grilled onigiri /over the campfire！/It'll give energy！","Portrait: !p1201!e00",""
"そうすれば、/いつの間にか周りのコたちよりも/大人びて見えるって。","If you do that, /you'll look more mature/than others.","Portrait: !p0000!e00",""
"そうすれば、醍醐先輩に/勝負を挑もうとする雑魚もいなくなって、/セイセイしますよ。","If so, weaklings challenging /Daigo-senpai will vanish, /and it'll be peaceful.","Portrait: !p0000!e00",""
"そうそう……、返すときは、あまり人目に/つかないようにした方が先輩のためですよ。/では、うまくやってくださいね。","Yes yes... when returning it, try not /to be seen, for senpai's sake. /Well then, good luck.","Portrait: !p1500!e00",""
"そうそう、それが/!0さんには似合ってるわ！","Yes yes, that, /looks good on !0！","Portrait: !p1801!e00",""
"そうそう、それが/!0君には似合ってるわ！","Yes yes, that, /looks good on !0！","Portrait: !p1801!e00",""
"そうそう、先輩……。/今の約束、あとで忘れたなんて/いわないでくださいよ……ククク。","Yes yes, senpai…/Don't say you forgot our promise later /… Hehehe.","Portrait: !p1500!e00",""
