"japanese","english","context","notes"
"!c04「根性ＵＰ」マスバトル！!c07/パラメータの１つが!c03根性!c07に決定された！","!c04'GUTS UP' Mass Battle！ !c07/A stat was set to !c03GUTS !c07！","Portrait: !pffff!e00",""
"!c04「潜在能力ＵＰ」マスバトル！!c07/パラメータの１つが!c03潜在能力!c07に決定された！","!c04""Potential UP""Space Battle！ !c07, /One stat chosen is !c03Potential !c07！","Portrait: !pffff!e00",""
"!c04「知力ＵＰ」マスバトル！!c07/パラメータの１つが!c03知力!c07に決定された！","!c04""INT UP""Space Battle！ !c07, /One stat chosen is !c03INT !c07！","Portrait: !pffff!e00",""
"!c04「防御力ＵＰ」マスバトル！!c07/パラメータの１つが!c03防御力!c07に決定された！","!c04""DEF UP""Space Battle！ !c07, /One stat chosen is !c03DEF !c07！","Portrait: !pffff!e00",""
"!c04『のろのろ』!c07に変更します","Change to !c04'Slow' !c07","Color-coded menu/UI text",""
"!c04『のろのろ』!c07のカード効果が切れた/ルーレットが普通の状態に戻った","!c04'Slow' !c07card effect expired,/Roulette returned to normal","Portrait: !pffff!e00",""
"!c04『イチバチ』!c07に変更します","Change to !c04'Long Shot' !c07","Color-coded menu/UI text",""
"!c04『イチバチ』!c07のカード効果が切れた/ルーレットが普通の状態に戻った","!c04'Long Shot' !c07effect ended /Roulette back to normal","Portrait: !pffff!e00",""
"!c04『バトル』!c07/使えば、他のプレイヤー１人に/戦闘をしかけることができます","!c04'Battle' !c07, /Use to challenge another player /to battle","Portrait: !pffff!e00",""
"!c04『バトル』!c07のカードを使った！","Used !c04'Battle' !c07card！","Portrait: !pffff!e00",""
"!c04『バトル』!c07のカードを手に入れた！","Got !c04'Battle' !c07card！","Portrait: !pffff!e00",""
"!c04『パートナー』!c07/使うと同じエリアにいるジャスキャラを/!c05パートナー!c07にできます","!c04'Partner' !c07/Make a Justice char in/this area your !c05Partner !c07","Portrait: !pffff!e00",""
"!c04『パートナー』!c07のカードを使った！","Used !c04'Partner' !c07card！","Portrait: !pffff!e00",""
"!c04『パートナー』!c07のカードを手に入れた！","Got !c04'Partner' !c07card！","Portrait: !pffff!e00",""
"!c04『レベルアップ　体力』!c07　!c05５ターン有効!c07/使うと５ターンの間、/!c03体力!c07を５プラスします","!c04'Level Up HP' !c07!c055 turns valid !c07！/For 5 turns,/+5 to !c03HP !c07","Portrait: !pffff!e00",""
"!c04『レベルアップ　体力』!c07の/カードを使った！","Used !c04'Level Up HP' !c07card！","Portrait: !pffff!e00",""
"!c04『レベルアップ　体力』!c07の/カードを手に入れた！","Got !c04'Level Up HP' !c07card！","Portrait: !pffff!e00",""
"!c04『レベルアップ　体力』!c07の/カード効果が切れた！","!c04'Level Up HP' !c07card effect expired!","Portrait: !pffff!e00",""
"!c04『レベルアップ　攻撃力』!c07　!c05５ターン有効!c07/使うと５ターンの間、/!c03攻撃力!c07を５プラスします","!c04'Level Up ATK'!c07 !c055 turns valid !c07！/For 5 turns,/+5 to !c03ATK !c07","Portrait: !pffff!e00",""
"!c04『レベルアップ　攻撃力』!c07の/カードを使った！","Used !c04'Level Up ATK'!c07 card！","Portrait: !pffff!e00",""
"!c04『レベルアップ　攻撃力』!c07の/カードを手に入れた！","Got !c04'Level Up ATK'!c07 card！","Portrait: !pffff!e00",""
"!c04『レベルアップ　攻撃力』!c07の/カード効果が切れた！","!c04'Level Up ATK'!c07 card effect expired!","Portrait: !pffff!e00",""
"!c04『レベルアップ　根性』!c07　!c05５ターン有効!c07/使うと５ターンの間、/!c03根性!c07を５プラスします","!c04'Level Up GUTS' !c07!c055 turns valid !c07！/For 5 turns,/+5 to !c03GUTS !c07","Portrait: !pffff!e00",""
"!c04『レベルアップ　根性』!c07の/カードを使った！","Used !c04'Level Up GUTS' !c07card！","Portrait: !pffff!e00",""
"!c04『レベルアップ　根性』!c07の/カードを手に入れた！","Got !c04'Level Up GUTS' !c07card！","Portrait: !pffff!e00",""
