"japanese","english","context","notes"
"!c05ビンゴボーナス!c07が、/どれか一つもらえるわよ！！","You can get one !c05Bingo Bonus !c07！！","Color-coded menu/UI text",""
"!c05人間４人!c07の対戦よ！","!c054 Humans!c07 battle！","4P only","!c05=pink"
"!c05友好度!c07が上がった！","!c05Affinity !c07up！","Color-coded menu/UI text",""
"!c05友好度!c07が下がった！","!c05Affinity !c07down！","Color-coded menu/UI text",""
"!c05友好度!c07が２上がった！","!c05Affinity !c07+2！","Color-coded menu/UI text",""
"!c05友好度!c07を/強奪することができます","You can steal !c05Affinity !c07","Color-coded menu/UI text",""
"!c05友好度!c07を上げますか？","Raise !c05Affinity !c07?","Color-coded menu/UI text",""
"!c05友好度!c07を下げますか？","Lower !c05Affinity !c07?","Color-coded menu/UI text",""
"!c05友好度!c07を強奪した！","Stole !c05Affinity !c07！","Color-coded menu/UI text",""
"!c05振動!c07の設定を、変更してください/!aボタンで決定/!bボタンでキャンセルします","Change !c05Vibration !c07settings/Press !a to confirm /Press !b to cancel","Portrait: !pffff!e00",""
"!c05残り１０ターン!c07よ！/ラストスパート！/みんな頑張ってね！","!c0510 turns left!c07！/Final sprint！/Do your best！","Portrait: !p1800!e00",""
"!c05１人目!c07の学園祭参加申込書を提出してね。","Submit !c051st !c07's/festival entry.","Portrait: !p0100!e00",""
"!c05１体目!c07のＣＰＵを登録してね！/!c03「ランダム」!c07を選べば、/自動的にＣＰＵが決定されるわよ。","Register the !c051st !c07CPU！ /Select !c03'Random' !c07to, /automatically choose a CPU.","Portrait: !p0100!e00",""
"!c05１体目!c07のＣＰＵを登録してね！/!c04「ロード」!c07を選べば、今まで作った/ＥＤＩＴキャラをＣＰＵにして遊べるわよ。","Register the !c051st !c07CPU！ /Select !c04'Load' !c07to use,/your EDIT characters as CPUs.","Portrait: !p0100!e00",""
"!c05１番目!c07にプレイする人の/使用するコントローラの/!aボタンを押してください","!c051st !c07player, press /the !a button on your controller","Portrait: !pffff!e00",""
"!c05１番目!c07にプレイする人の/使用するコントローラの/!aボタンを押してね！","!c051st !c07player, press /the !a button on your controller！","Portrait: !p0100!e00",""
"!c07/「うわぁ！　素敵ねぇ、このチョーカー！/　ご自分でお作りになられたんですか？」","'Wow！ This choker is lovely！/Did you make it yourself?'","Color-coded menu/UI text",""
"!c07/「きゃーきゃー!h/　修一センパ〜イ!h」","'Kyaa kyaa！h,/Shuichi-senpaaai！h'","Color-coded menu/UI text",""
"!c07/「どうだか！　油断させといて、/　寝首をかこうって魂胆じゃないのかい？」","'Who knows! Are you trying to, /catch me off guard and strike?'","Color-coded menu/UI text",""
"!c07/「な、仲間が隠れてやがった！/　ズラかるよ！」","'My ally hid on me！/I'm outta here！'","Color-coded menu/UI text",""
"!c07/「ほざけッ！」","'Shut up！'","Color-coded menu/UI text",""
"!c07/「まぁ、ご立派なんですねぇ！」","'My, how impressive ！'","Color-coded menu/UI text",""
"!c07/「やっちまいな！」","'Get 'em!'","Color-coded menu/UI text",""
"!c07/「ギャアッ！」","'Gyaah！'","Color-coded menu/UI text",""
"!c07/「ク、クソォッ！/　覚えてやがれッッ！」","'D-dammit!/I'll remember this！！'","Color-coded menu/UI text",""
"!c07/「ザキがお友達と仲良く学園祭とは、/　お笑いだよ！」","'Zaki friendly at the festival? /That's a joke ！'","Color-coded menu/UI text",""
"!c07/「ズラかるよ！」","'I'm outta here ！'","Color-coded menu/UI text",""
"!c07/「チッ！　何でこんなとこに/　マッポがいるんだい！？」","'Tch！ Why is Mappo,/here of all places！?'","Color-coded menu/UI text",""
"!c07/「ニャ〜〜〜ン♪」","'Nyaaaaan♪'","Color-coded menu/UI text",""
"!c07/「ヒィ〜ッ！　誰だァ！/　風間醍醐が弱ってるなんていったのは！」","'Eek！ Who said, /Kazama Daigo is weak！?'","Color-coded menu/UI text",""
"!c07/「ヒィ〜ッ！　誰だ！/　風間醍醐が弱ってるなんていったのは！」","'Eek！ Who said, /Kazama Daigo is weak！?'","Color-coded menu/UI text",""
"!c07/「急に、イイ子ちゃんになろうってのかぁ？/　情けないねぇ！　ヒャハハッ！」","'Trying to be a good girl all of a /sudden? How pathetic！ Hyahaha!'","Color-coded menu/UI text",""
"!c07/「見つけたぞ、風間醍醐！/　総番長の名にかけて勝負してもらうぜ！」","'Found you, Kazama Daigo!/I challenge you as the boss ！'","Color-coded menu/UI text",""
"!c07/パラメータの１つが!c03体力!c07に決定された！","One stat chosen is !c03HP !c07！","Color-coded menu/UI text",""
"!c07/パラメータの１つが!c03攻撃力!c07に決定された！","One stat chosen is !c03ATK !c07！","Color-coded menu/UI text",""
"!c07/パラメータの１つが!c03根性!c07に決定された！","One stat chosen is !c03GUTS !c07！","Color-coded menu/UI text",""
"!c07/パラメータの１つが!c03潜在能力!c07に決定された！","One stat chosen is !c03Potential !c07！","Color-coded menu/UI text",""
"!c07/パラメータの１つが!c03知力!c07に決定された！","One stat chosen is !c03INT !c07！","Color-coded menu/UI text",""
"!c07/パラメータの１つが!c03防御力!c07に決定された！","One stat chosen is !c03DEF !c07！","Color-coded menu/UI text",""
"!c07/使うと!c04ＨＰ!c07を完全に回復します","Fully restores !c04HP !c07","Color-coded menu/UI text",""
"!c07/使うとルーレットを回すかわりに/０〜６の好きなマス数分、移動できます","Move 0-6 spaces of your choice instead /of, spinning the roulette","Color-coded menu/UI text",""
"!c07/使うとルーレットを回すかわりに/０マス移動します","Move 0 spaces instead of, /spinning the roulette","Color-coded menu/UI text",""
"!c07/使うとルーレットを回すかわりに/１マス移動します","Move 1 space instead of, /spinning the roulette","Color-coded menu/UI text",""
"!c07/使うとルーレットを回すかわりに/２マス移動します","Move 2 spaces instead of, /spinning the roulette","Color-coded menu/UI text",""
"!c07/使うとルーレットを回すかわりに/３マス移動します","Move 3 spaces instead of, /spinning the roulette","Color-coded menu/UI text",""
"!c07/使うとルーレットを回すかわりに/４マス移動します","Move 4 spaces instead of, /spinning the roulette","Color-coded menu/UI text",""
"!c07/使うとルーレットを回すかわりに/５マス移動します","Move 5 spaces instead of, /spinning the roulette","Color-coded menu/UI text",""
"!c07/使うとルーレットを回すかわりに/６マス移動します","Move 6 spaces instead of, /spinning the roulette","Color-coded menu/UI text",""
"!c07/使うと同じエリアにいるジャスキャラを/!c05パートナー!c07にできます","Makes a Justice character in the same/area, your !c05Partner !c07","Color-coded menu/UI text",""
"!c07/使うと指定したジャスキャラの/!c05友好度!c07が少し上がります","Slightly raises target/Justice char's !c05Affinity !c07","Color-coded menu/UI text",""
"!c07/使うと指定したジャスキャラを/!c01不機嫌!c07にすることができます","Makes target Justice character,/!c01moody !c07","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーとジャスキャラの/!c05友好度!c07が少しダウンします","Lowers target player/and char's !c05Affinity !c07","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーの!c01単位!c07を奪います/失敗することもあります","Steals target player's !c01credits !c07, /May fail","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーの/ＨＰを強奪します","Steals target player's, /HP","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーやジャスキャラを/!c01グラウンド北エリア!c07のどこかに移動させます","Moves target player or Justice /character, to somewhere in !c01North /Grounds !c07","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーやジャスキャラを/!c01グラウンド南エリア!c07のどこかに移動させます","Moves target player or Justice /character, to somewhere in !c01South /Grounds !c07","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーやジャスキャラを/!c01プールエリア!c07のどこかに移動させます","Moves target player or Justice /character, to somewhere in !c01Pool Area !c07","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーやジャスキャラを/!c01体育館エリア!c07のどこかに移動させます","Moves target player or Justice /character, to somewhere in !c01Gym Area !c07","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーやジャスキャラを/!c01屋上エリア!c07のどこかに移動させます","Moves target player or Justice /character, to somewhere in !c01Rooftop !c07","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーやジャスキャラを/!c01部室棟エリア!c07のどこかに移動させます","Moves target player or Justice /character, to somewhere in !c01Club/Building !c07","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーやジャスキャラを/!c01１Ｆエリア!c07のどこかに移動させます","Moves target player or Justice /character, to somewhere in !c011F !c07","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーやジャスキャラを/!c01２Ｆエリア!c07のどこかに移動させます","Moves target player or Justice /character, to somewhere in !c012F !c07","Color-coded menu/UI text",""
"!c07/使うと指定したプレイヤーやジャスキャラを/!c01３Ｆエリア!c07のどこかに移動させます","Moves target player or Justice /character, to somewhere in !c013F !c07","Color-coded menu/UI text",""
"!c07/使うと指定した不機嫌なジャスキャラの/!c04機嫌!c07を直すことができます","Fixes a Justice character's /!c04mood !c07","Color-coded menu/UI text",""
"!c07/使えば、他のプレイヤー１人に/戦闘をしかけることができます","Use to challenge another player, /to battle","Color-coded menu/UI text",""
"!c07　!c05３ターン有効!c07/使うと指定したプレイヤーのルーレットを/１〜２マス移動するものに変更します","!c073 turns valid !c07, /Changes target player's roulette to, /move 1-2 spaces","Color-coded menu/UI text",""
"!c07　!c05３ターン有効!c07/使うと指定したプレイヤーのルーレットを/１マスか１２マス移動するものに変更します","!c073 turns valid !c07, /Changes target player's roulette to, /move 1 or 12 spaces","Color-coded menu/UI text",""
"!c07　!c05３ターン有効!c07/使うと指定したプレイヤーのルーレットを/９〜１２マス移動するものに変更します","!c073 turns valid !c07, /Changes target player's roulette to, /move 9-12 spaces","Color-coded menu/UI text",""
"!c07　!c05４ターン有効!c07/使うと４ターンの間、指定したプレイヤーの/!c03体力!c07を４マイナスします","!c074 turns valid !c07, /For 4 turns, target player's, /!c03HP !c07-4","Color-coded menu/UI text",""
"!c07　!c05４ターン有効!c07/使うと４ターンの間、指定したプレイヤーの/!c03攻撃力!c07を４マイナスします","!c074 turns valid !c07, /For 4 turns, target player's, /!c03ATK !c07-4","Color-coded menu/UI text",""
"!c07　!c05４ターン有効!c07/使うと４ターンの間、指定したプレイヤーの/!c03根性!c07を４マイナスします","!c074 turns valid !c07, /For 4 turns, target player's, /!c03GUTS !c07-4","Color-coded menu/UI text",""
"!c07　!c05４ターン有効!c07/使うと４ターンの間、指定したプレイヤーの/!c03潜在能力!c07を４マイナスします","!c074 turns valid !c07, /For 4 turns, target player's, /!c03Potential !c07-4","Color-coded menu/UI text",""
"!c07　!c05４ターン有効!c07/使うと４ターンの間、指定したプレイヤーの/!c03知力!c07を４マイナスします","!c074 turns valid !c07, /For 4 turns, target player's, /!c03INT !c07-4","Color-coded menu/UI text",""
"!c07　!c05４ターン有効!c07/使うと４ターンの間、指定したプレイヤーの/!c03防御力!c07を４マイナスします","!c074 turns valid !c07, /For 4 turns, target player's, /!c03DEF !c07-4","Color-coded menu/UI text",""
"!c07　!c05５ターン有効!c07/使うと今いるマスを指定の方向にしか/移動できないようにします","!c075 turns valid !c07, /Current space can only be exited, /in one direction","Color-coded menu/UI text",""
"!c07　!c05５ターン有効!c07/使うと今いるマスを通行止めにして/誰も通れなくします","!c075 turns valid !c07, /Blocks current space,/No one can pass","Color-coded menu/UI text",""
"!c07　!c05５ターン有効!c07/使うと５ターンの間、/!c03体力!c07を５プラスします","!c075 turns valid !c07, /For 5 turns,/+5 to !c03HP !c07","Color-coded menu/UI text",""
