"japanese","english","context","notes"
"そ、そうか……。/!0さんは/ワシが好きか……。","W-well then...  /  !0 likes me…","Portrait: !p1202!e00",""
"そ、そうか……。/!0は/ワシが好きか……。","W-well then...  /  !0 likes me…","Portrait: !p1202!e00",""
"そ、そうか……。/アタイもブラっとのぞこうと/思ってるんでね。","W-well then...  /I was thinking of dropping by too.","Portrait: !p2300!e00",""
"そ、そうかな……。","W-well maybe…","Portrait: !p0502!e00",""
"そ、そうかな？/な、それじゃオマエ一緒にまわろうぜ。/そっちの方がいいや。","W-well maybe? /W-well then let's go around together.  /That's better.","Portrait: !p0401!e00",""
"そ、そうか？/オマエもどうだ、なんだったら/なんか手伝ってやろうか？","W-well then?  /How about it, want me to,  /help with something?","Portrait: !p0401!e00",""
"そ、そうか？/オマエもどうだ、なんだったら/一緒に回るか？","I-is that so? /How about you, /go around together?","Portrait: !p0401!e00",""
"そ、そうじゃとも！/芸術がわからんヤツじゃのう！","T-that's right! /You don't understand art!","Portrait: !p1203!e00",""
"そ、そうじゃなくて！/ワタシと『付き合って』くれるかって……、/こと……なんだけど……。","T-that's not it ! /Will you 'go out' with me... /that's ... what I mean…","Portrait: !p2102!e00",""
"そ、そうだなぁ……","W-well yeah...","Portrait: !p0000!e00",""
"そ、そうだね……/（それよりも、胸の星型が目に毒だ……）","Y-yeah…/The star on her chest is bad…","Portrait: !p0000!e00",""
"そ、そうですか。/じゃあ、一緒にお店を見て回って/決めましょう。","W-well then.  /Let's look around shops together,  /and decide.","Portrait: !p0000!e00",""
"そ、そうですか。/じゃあ、一緒にお店を見て回って/決めましょうよ。","W-well then.  /Let's look around shops together,  /and decide.","Portrait: !p0000!e00",""
"そ、そうですか？/いやぁ、そうですね、/あの人、料理ヘタですから……。","W-well then?  /Well yes,  /that person is bad at cooking...","Portrait: !p1302!e00",""
"そ、そうですか？/いろいろウロウロしてたからかな？","W-well then?  /Maybe from wandering around?","Portrait: !p0000!e00",""
"そ、そうですねぇ……","W-well yes…","Portrait: !p0000!e00",""
"そ、そうなの……？/それはともかく、/九郎も何かクラブに入ればいいのに。","W-well then...? /That aside,  /Kuro should join some club.","Portrait: !p0000!e00",""
"そ、そうなのか……？/それはともかく、/九郎も何かクラブに入ればいいのに。","W-well then...? /That aside,  /Kuro should join some club.","Portrait: !p0000!e00",""
"そ、そうなのか？/よくわからないけど……。","W-well then?  /I don't really get it...","Portrait: !p0000!e00",""
"そ、そうなの？/よくわからないけど……。","W-well then?  /I don't really get it...","Portrait: !p0000!e00",""
"そ、そうね……/また今度、時間があったらやってみるわ。/それじゃあ……","W-well…  /Next time, if I have time, I'll try it.  /Well then...","Portrait: !p1403!e00",""
"そ、そうね……/（それよりも、/　胸の星型が目にイタイわ……）","W-well…/More importantly,/the star hurts my eyes…","Portrait: !p0000!e00",""
"そ、そうねぇ……","W-well…","Portrait: !p0000!e00",""
"そ、そうよ！/そんなわけないじゃない！/あは、あはははっ！","T-that's right! /That can't be !  /Aha, ahahaha!","Portrait: !p2101!e00",""
"そ、そう？　よくわからないけど、/やる気になってくれたみたいね。","W-well then? I don't get it,  /but you seem motivated.","Portrait: !p3300!e00",""
"そ、そっか……。","W-well then...","Portrait: !p0000!e00",""
"そ、そっか……。/そうよね……。","I-I see.../That's right…","Portrait: !p0502!e00",""
"そ、そっか……。/（そんなに食べてるのに……、/　何でなんだろうなぁ……）","W-well then... (Even though she's eating so much…  /why is that...?)","Portrait: !p0000!e00",""
