"japanese","english","context","notes"
"わかったよ！　アタイの負けだ！/姫でもなんでも、好きに呼べばいいさ。","Got it! I give up ! /Call me Hime or whatever you want.","Portrait: !p2302!e00",""
"わかったわかった！/行けばいいんだろ？","Got it got it ! /Just need to go, right?","Portrait: !p2302!e00",""
"わかったわ！　さゆり先輩！/アタシやります！","Got it! Sayuri-senpai ! /I'll do it!","Portrait: !p0500!e00",""
"わかってくれ、/!0。","Understand, !0.","Portrait: !p0700!e00",""
"わかってるよぉ。/……でもね。","I know…  /…but.","Portrait: !p0203!e00",""
"わかってるわ。/あなたは、いつだって一生懸命だもの。/それは私が一番よく知ってるわ。","I know. /You're always working hard.  /I know that best.","Portrait: !p1400!e00",""
"わからないぞ？/俺の「好き」は、ティファニーを/一生離さないくらいの「好き」なんだぜ。","You don't understand? /My 'like' is liking Tiffany so much I'll never leave her.","Portrait: !p0000!e00",""
"わからないわよ？/私の「好き」は、ティファニーを/一生離さないくらいの「好き」なんだよ！","You don't understand? /My 'like' is liking Tiffany so much I'll never leave her!","Portrait: !p0000!e00",""
"わかりました。/隼人先生がそうまで言うなら、/お供しますよ。","Understood. /If Hayato-sensei says so, I'll accompany you.","Portrait: !p0000!e00",""
"わかるかね？/昨日一晩かけて磨いたんだよ、/今日のために。","See?  /I polished it all night  /for today.","Portrait: !p1301!e00",""
"わがままだぞ/ももにはできないだろうなぁ/自信を持てよ","You're selfish  /Momo can't do it /Have confidence","Portrait: !pffff!e00",""
"わがままだよ/ももちゃんにはできないだろうなぁ/自信を持って","You're selfish  /Momo-chan can't do it  /Have confidence","Portrait: !pffff!e00",""
"わざわざ、体育館まで来たのに、/何もお店がないんですよぉ！/ヒドイですぅ！","I came all the way to the gym, but there are no shops ! /So mean !","Portrait: !p2403!e00",""
"わしからのプレゼントだ！/この!c04カード!c07をあげよう！/頑張りたまえ！","A present from me ! /I'll give you this  !c04Card!c07!  /Do your best!","Portrait: !p1700!e00",""
"わたくしも……、/他の方の演奏を聞いていると/眠たくなりますよ……。","I also…  /get sleepy listening to others' performances ...","Portrait: !p3201!e00",""
"わたしって、格闘技の才能無いのかな……。/ひなたさんと同じ通信教育を習ってるのに、/ゼンゼン違うもの。","I lack martial arts talent…  /Same course as Hinata-san, /but so different.","Portrait: !p1803!e00",""
"わっ、雷蔵学園長！","Ah, Principal Raizo !","Portrait: !p0000!e00",""
"わっ！/誰かと思えば、ザキじゃない！","Ah! /Who I thought it was, it's Zaki !","Portrait: !p0000!e00",""
"ん……、/この部品は……どう動くのかな……？","Hmm...  /how does this part move...?","Portrait: !p0000!e00",""
"ん……、/この部品は……どう動くんだ……？","Hmm...  /how does this part move...?","Portrait: !p0000!e00",""
"ん……確か、/演劇部とか文科系のクラブが/発表をやるって聞いたけど？","Hmm... I think  /drama and art clubs  /are doing presentations?","Portrait: !p0000!e00",""
"ん……？/なんか動いたよ、これ……。","Hmm...? /This moved ...","Portrait: !p0000!e00",""
"ん……？/なんか動いてるぞ、これ……。","Hmm...? /This is moving ...","Portrait: !p0000!e00",""
"ん……？/俺の顔に、何かついてます？","Hmm...? /Something on my face?","Portrait: !p0000!e00",""
"ん……？/私の顔に、何かついてます？","Hmm...? /Something on my face?","Portrait: !p0000!e00",""
"ん〜じゃあ、/俺はお客として貢献させてもらいます。/なんでもいいから一つ下さい。","Hmm... then,  /I'll contribute as a customer. /Give me anything.","Portrait: !p0000!e00",""
"ん〜じゃあ、/私はお客として貢献させてもらいます。/なんでもいいから一つ下さい。","Hmm... then,  /I'll contribute as a customer. /Give me anything.","Portrait: !p0000!e00",""
"ん〜と……/間違って送られてきた機具って、/一体どんなモノなの？","Hmm...  /what kind of thing is this mistakenly sent equipment?","Portrait: !p0000!e00",""
"ん〜と……/間違って送られてきた機具って、/一体どんなヤツなんだ？","Hmm...  /what kind of thing is this mistakenly sent equipment?","Portrait: !p0000!e00",""
"ん〜仕方ないな。/俺も手伝うよ。","Hmm, can't be helped. /I'll help too.","Portrait: !p0000!e00",""
"ん〜仕方ないわね。/私も手伝うわよ。","Hmm, can't be helped. /I'll help too.","Portrait: !p0000!e00",""
"んなぁ……、わぁった、わぁった！/オレが悪かったよ！/どうしたら、許してくれるかいってくれ！","Come on... got it got it! /I was wrong !  /Tell me how to make it up to you!","Portrait: !p1003!e00",""
"んん……チョット判断できないなぁ。/恭介、もう一回吹いてくれないか？","Hmm... can't quite judge. /Kyosuke, can you play it again?","Portrait: !p0000!e00",""
"んん……チョット判断できないなぁ。/恭介、もう一回吹いてくれない？","Hmm... can't quite judge. /Kyosuke, can you play it again?","Portrait: !p0000!e00",""
"ん？/屋上に、誰かいるみたいだぞ……。","Huh?  /Someone seems to be on the roof...","Portrait: !p0000!e00",""
"ん？/屋上に、誰かいるみたいねぇ……。","Huh?  /Someone seems to be on the roof...","Portrait: !p0000!e00",""
"ん？　なんだ、その毛布は……/……もしかして、/それは僕のために？","Huh? What's that blanket…  /…could it be, /for me?","Portrait: !p0300!e00",""
"ん？　英雄先生、/なんか甘い香りがしますね。","Huh? Shimazu-sensei,  /there's a sweet smell.","Portrait: !p0000!e00",""
"ア、アキラに手出す野郎がいたら、/ブッ飛ばしてやろうと見張ってただけだぜ！/マ、マジだぜ！　マジ！","I-if anyone messed with Akira,  /I was just watching to beat them up !  /I-I'm serious ! Serious !","Portrait: !p1002!e00",""
"ア、アキラ！/その格好は……？","A-Akira ! /That outfit...?","Portrait: !p0000!e00",""
"ア、アタイのじゃないよ！/落とし物だよ！","I-it's not mine ! /It's lost property!","Portrait: !p2302!e00",""
"ア、アンタ、ゆりかの手先なんだろ？/だったら、容赦しないよ！","Y-you're Yurika's lackey, right?  /Then I won't show mercy !","Portrait: !p2303!e00",""
"ア、アンタが行かないなら、/ワタシも行けないんだから、/ちゃんと帰らずに待っときなさいよ……。","I-if you don't go,  /I can't go either, so wait properly without going home ...","Portrait: !p2102!e00",""
"ア、アンタは……、/特別だからね……。","Y-you're…  /special...","Portrait: !p2302!e00",""
