"japanese","english","context","notes"
"ほら、できたよ。","Look, it's done.","Portrait: !p1101!e00",""
"ほら、できた！/俺もなかなかやるだろ？","Look, it's done!　/I'm pretty good, right?","Portrait: !p0000!e00",""
"ほら、できた！/私もなかなかやるでしょ？","Look, it's done!　/I'm pretty good, right?","Portrait: !p0000!e00",""
"ほら、どんどん足してやるから、/好きなだけ食って行くといいぞい！","Look, I'll keep adding more, so eat as much as you want!","Portrait: !p1200!e00",""
"ほら、アキラ！/置いてっちゃうぞ。","Look, Akira!　/I'm leaving you behind.","Portrait: !p0000!e00",""
"ほら、エッジ！/こんなことで寝てたら/カゼひくぞ！","Look, Edge！　/If you sleep like this, you'll catch a cold！","Portrait: !p0000!e00",""
"ほら、エッジ！/こんなことで寝てたら/カゼひくよ！","Look, Edge！　/If you sleep like this, you'll catch a cold！","Portrait: !p0000!e00",""
"ほら、キャンプファイアーが始まるよ！/そんな顔してないで、一緒に行こ！/後でガッツ入れてあげるからさ！！","Look, the campfire is starting！　/Don't make that face, let's go together！ /I'll give you GUTS later！！","Portrait: !p0201!e00",""
"ほら、見てみなさいよ、!0！/プールに金魚がいるわよ！","Look, !0！　/There are goldfish in the pool！","Portrait: !p0500!e00",""
"ほらっ！/キャンプファイアーがはじまるわよ！/ワタシたちも行きましょ！","Look！　/The campfire is starting！ /Let's go too!","Portrait: !p2101!e00",""
"ほらな、!0も/俺のいうことを聞いてやれって/いってるだろ？","See,　!0 is also saying to listen to me, right?","Portrait: !p0601!e00",""
"ほら！ さっさとしないと/置いてっちまうよ！","Look！ If you don't hurry, I'm leaving you behind!","Portrait: !p2301!e00",""
"ほんとぉ？","Really?","Portrait: !p0000!e00",""
"ほんとだ。気持ちいいですね！","Really. It feels good!","Portrait: !p0000!e00",""
"ま……そういうことさ。/ボクもこの一年間、遊んでいた/ワケじゃないってことさ。","Well... that's how it is. /I wasn't just playing around this past year.","Portrait: !p0700!e00",""
"ま、それくらい努力してれば、/周りの評価は後から/ついてくるってことさ。","Well, if you put in that much effort, /recognition will follow later.","Portrait: !p0000!e00",""
"ま、まぁ……そうなれば嬉しいけどね。/ひなたから貰うものなら、/どんなモノでもありがたく受け取るよ。","W-well... I'd be happy if that happened.　/If it's from Hinata, I'll gratefully accept anything.","Portrait: !p0000!e00",""
"ま、まぁ……そうなれば嬉しいけどね。/ひなたから貰うものなら、/どんなモノでもありがたく受け取るわよ。","W-well... I'd be happy if that happened.　/If it's from Hinata, I'll gratefully accept anything.","Portrait: !p0000!e00",""
"ま、まぁ……それがケーキかどうかは/この際どうでもいいけど、/問題は、それが売り物なのかどうかだよ。","W-well... whether it's a cake or not doesn't matter now,　/the question is whether it's for sale.","Portrait: !p0000!e00",""
"ま、まぁ……それがケーキかどうかは/この際どうでもいいけど、/問題は、それが売り物なのかどうかよ。","W-well... whether it's a cake or not doesn't matter now,　/the question is whether it's for sale.","Portrait: !p0000!e00",""
"ま、まぁ、/そういうことだな……。","W-well, /that's how it is...","Portrait: !p0000!e00",""
"ま、まぁ、/そういうことねぇ……。","W-well, /that's how it is...","Portrait: !p0000!e00",""
"ま、まさか！/ボクは真剣に悩み相談をだな……。/おっと、もう時間だ。","N-no way！　/I was seriously consulting about worries...　/Oops, it's time.","Portrait: !p0702!e00",""
"ま、まさか！！　俺の写真か！？","N-no way！！ My photo!?","Portrait: !p0000!e00",""
"ま、まさか！！　私の写真！？","N-no way！！ My photo!?","Portrait: !p0000!e00",""
"ま、待ってください！/わかりました、/一緒に行きましょう。","W-wait！　/Understood, let's go together.","Portrait: !p0000!e00",""
"ま、待ってよ！/いったい何の話よ？","W-wait！　/What are you talking about?","Portrait: !p0000!e00",""
"ま、待って！/わかったわ。/一緒に行きましょう。","W-wait！　/Got it.　/Let's go together.","Portrait: !p0000!e00",""
"ま、待てよ！/いったい何の話だよ？","W-wait！　/What are you talking about?","Portrait: !p0000!e00",""
"まぁ……、/そうなんだけどなぁ……。","Well... /that's how it is...","Portrait: !p0000!e00",""
"まぁ……、/そうなんだけどねぇ……。","Well... /that's how it is...","Portrait: !p0000!e00",""
"まぁ……、/みなさんが無邪気に遊んでくれてた方が/僕はコトを進めやすくて楽ですけどね。","Well... /it's easier for me when everyone plays innocently.","Portrait: !p1500!e00",""
"まぁ……それなりには。","Well... somewhat.","Portrait: !p0000!e00",""
"まぁ……それはいいとして、/仮にモデルに転職したとして、/ずっと続けていく自信は、私にはないわ。","Well... putting that aside, even if I switched to modeling, /I don't have confidence I could keep it up forever.","Portrait: !p1400!e00",""
"まぁ……今回は、他にも仕事があってね。/そんなに長くはこちらにいられないんだ。","Well... this time I have other work too.　/I can't stay here that long.","Portrait: !p0700!e00",""
"まぁ……暇といえば暇ですけど。/それがどうかしました？","Well... I suppose I'm free. /Is something wrong?","Portrait: !p0000!e00",""
"まぁ、あれはあれで楽しかったけど、ね。","Well, that was fun in its own way.","Portrait: !p1801!e00",""
"まぁ、そういうこった！","Well, that's how it is！","Portrait: !p1000!e00",""
"まぁ、そういうことも/あるでしょうけどねぇ……。","Well, such things happen...","Portrait: !p0000!e00",""
"まぁ、そうかもしれないな。/それじゃ、しばらくの間/つきあってやるよ。","Well, maybe so. /Then I'll hang out with you for a while.","Portrait: !p0000!e00",""
"まぁ、そうかもしれないわね。/それじゃ、しばらくの間/つきあってあげるわ。","Well, maybe so. /Then I'll hang out with you for a while.","Portrait: !p0000!e00",""
"まぁ、その辺の問題もあって、/今は教師をしてるわけですがね。","Well, there are those issues too, /so I'm teaching now.","Portrait: !p1301!e00",""
"まぁ、それくらい努力すれば、/周りの評価は後から/ついてくるってことよ。","Well, if you put in that much effort, /recognition will follow later.","Portrait: !p0000!e00",""
"まぁ、それに懲りて/普段からしっかり勉強しておくのね。","Well, learn from that and study properly from now on.","Portrait: !p0000!e00",""
"まぁ、それに懲りて/普段からしっかり勉強しておくんだな。","Well, learn from that and study properly from now on.","Portrait: !p0000!e00",""
"まぁ、そんなとこかな。/元気ないね、どうかした？","Well, that's about it.　/You look down, what's wrong?","Portrait: !p0500!e00",""
"まぁ、ひとつの意見として/聞いておきますよ。/では先輩、失礼します。","Well, I'll take it as one opinion.　/Well then, senpai, excuse me.","Portrait: !p1500!e00",""
"まぁ、またこっちには来るさ。/そう、とりあえず……来年の太Ｐ戦には、/バツと決着をつけないといけないしな。","Well, I'll come back here.　/Right, anyway... I need to settle things with Batsu at next year's Tai-P match.","Portrait: !p0700!e00",""
"まぁ、ロイ君ったら……/お上手ね。","Well, Roy-kun...　/How smooth.","Portrait: !p2600!e00",""
"まぁ、売れなかった分は/モノを出してくれた本人に返すから/別に構わねェんだけどよォ……。","Well, I'll return unsold items to whoever provided them, so it's fine...","Portrait: !p1000!e00",""
"まぁ、気にしないことだな。/別に、クラスの子たちに/無理に合せる必要はないと思うけどな。","Well, don't worry about it. /You don't need to force yourself to fit in with the class.","Portrait: !p0000!e00",""
"まぁ、気にしないことね。/別に、クラスの子たちに/無理に合せる必要はないと思うけどな。","Well, don't worry about it. /You don't need to force yourself to fit in with the class.","Portrait: !p0000!e00",""
"まぁ、私ももう、身体を動かすよりも/こういうモノの方がなじみますからね。","Well, I'm more used to this kind of thing than physical activity now.","Portrait: !p1300!e00",""
"まぁ、静音さんまで。/フフフ……。","Well, even Shizune-san. /Hehehe...","Portrait: !p2501!e00",""
"まぁいいか。/サンキュウ、いいヒマつまぶしになったよ。","Well, whatever. /Thanks, it was a good way to kill time.","Portrait: !p0701!e00",""
"まぁいいじゃないか！/そのかわり、仕事が終わったら/向こうでバカンスだ！","Well, isn't that fine!　/In return, after work, vacation over there!","Portrait: !p0700!e00",""
"まぁこう、パートナーが/ガーンと飛ばしてきた相手を、/クッていうタイミングでもって……、","Well, when your partner、 /smashes the opponent away, /at that timing...","Portrait: !p0400!e00",""
"まぁその分、他のことに/手を回せるわけですけどね。","Well, that means I can focus on other things.","Portrait: !p1300!e00",""
