"japanese","english","context","notes"
"どっちかっていうと、/同じ立場で話ができる、夏みたいな/女の子の方が、好かれるんじゃないかなぁ。","If I had to choose, girls like Natsu /who I can talk to as equals/are more likable.","Portrait: !p0000!e00",""
"どっちもどっち/ひなたになるのは無理/もっと努力が必要","Both same/Can't be Hinata/Need more effort","Portrait: !pffff!e00",""
"どっちもどっちだ/ひなたになるのは無理/もっと努力が必要","Both same/Can't be Hinata/Need more effort","Portrait: !pffff!e00",""
"どのデータではじめますか？","Which data to start with?","Portrait: !pffff!e00",""
"どのマスで、どんな必殺技が手に入るかは、/プレイヤーによって違う場合があるので/覚えておいてね。","Which spaces give which special moves,/can differ by player, so remember that.","Portrait: !p1800!e00",""
"どれにしようか……","Which one...","Portrait: !p0000!e00",""
"どれにしよっか……","Which one...","Portrait: !p0000!e00",""
"どんな食べ物があるか、/考えただけでもヨダレが……っと。/……あれ、どうかしたの？","Just thinking about the food/makes me drool …/…Huh, what's wrong?","Portrait: !p0000!e00",""
"どんな食べ物があるか、/考えただけでもヨダレが……っと。/……あれ、どうかしたんですか？","Just thinking about what food there is, /makes me drool …/…Huh, what's wrong?","Portrait: !p0000!e00",""
"どんなＥＤＩＴキャラができたのかしら？","I wonder what EDIT character was made?","Portrait: !p1800!e00",""
"な……、それでいいだろ？","Well… that's OK, right?","Portrait: !p0000!e00",""
"な、な、それじゃオイラの顔が/悪いみたいじゃねぇかよ！","W-well then I'll look bad!","Portrait: !p0403!e00",""
"な、な、なんだよ！/急に笑ったりして！！/今オイラ、ヘンな事いったか？","W-what！/Don't suddenly laugh!！/Did I say something weird?","Portrait: !p0400!e00",""
"な、なぁ……。/店の品物が全部売れたら、/キャンプファイアーに行かねェか？","H-hey.../If all the shop items sell, /want to go to the campfire?","Portrait: !p1002!e00",""
"な、なぜですか！？","W-why ！?","Portrait: !p0000!e00",""
"な、なによボーマン。/いきなり大声出さないでくれる？","W-what, Bowman. /Don't suddenly shout.","Portrait: !p0000!e00",""
"な、なによ今の音は！？/ものすごくイヤ〜な予感がするのは/私だけ！？","W-what was that sound ！? /Am I the only one /with a bad feeling!?","Portrait: !p0000!e00",""
"な、なによ！　ザキ！/いきなり大きな声だして……。","W-what！ Zaki！/Don't suddenly shout …","Portrait: !p0000!e00",""
"な、なに？/なんかスゴイ音がしたわね。","W-what? /There was a loud sound.","Portrait: !p0000!e00",""
"な、なるほど……/俺もリストに載らないように/気をつけるよ……。","W-I see... I'll/be careful not to be on the list too...","Portrait: !p0000!e00",""
"な、なるほど……/私もリストに載らないように/気をつけるわ……。","W-I see... I'll/be careful not to be on the list too...","Portrait: !p0000!e00",""
"な、なるほど……。/悩みねぇ……何かあるかな？","W-I see.../Worries... anything?","Portrait: !p0000!e00",""
"な、なんか、それっぽい看板が/プールの方にありましたからね……。","W-well, there was a sign like that, /by the pool…","Portrait: !p0000!e00",""
"な、なんじゃい！/ひとが真剣に悩んどるのに！/バカ笑いしおって！","W-what！/I'm seriously worried and,/you're laughing！","Portrait: !p1203!e00",""
"な、なんだ、今の音は！？/ものすごくイヤ〜な予感がするのは/俺だけか！？","W-what was that sound ！? /Am I the only one /with a bad feeling!?","Portrait: !p0000!e00",""
"な、なんだい……、それは……。","W-what… that's…","Portrait: !p2302!e00",""
"な、なんだい！？/ひとの顔をじっと見て……。","W-what！? /Staring at my face …","Portrait: !p2302!e00",""
"な、なんだよボーマン。/いきなり大声出さないでくれよ。","W-what, Bowman. /Don't suddenly shout.","Portrait: !p0000!e00",""
"な、なんだよ！　ザキ！/いきなり大きな声だして……。","W-what！ Zaki！/Don't suddenly shout …","Portrait: !p0000!e00",""
"な、なんだ！？/ちょっと落ちついて話せって！","W-what！? /Calm down and talk！","Portrait: !p0000!e00",""
"な、なんなの！？/ちょっと落ちついて話してよ！","W-what！? /Calm down and talk！","Portrait: !p0000!e00",""
"な、なんの話だよ、まったく。/ボクは真剣に悩み相談をだな……。/おっと、もう時間だ。","W-what are you saying. /I'm seriously consulting …/Oops, it's time.","Portrait: !p0702!e00",""
"な、ナニも企んでないって！/俺は、純粋に技をおぼえる為にだな……","I'm not plotting anything！/I'm purely learning techniques …","Portrait: !p0000!e00",""
"な、ナニも企んでないって！/私は、純粋に技をおぼえる為に……","I'm not plotting anything！/I'm just learning new moves...","Portrait: !p0000!e00",""
"な、何いいだすんだよ、兄貴！/そんなコトあるワケないだろ！！","W-what are you saying, bro!/That can't be！！","Portrait: !p0403!e00",""
"な、何いい出すのよ……。/急に……。","W-what are you saying…/Suddenly…","Portrait: !p1102!e00",""
"な、何か１つくらいは/あると思うんじゃが……。","W-well, I think there's at least one...","Portrait: !p1200!e00",""
"な、何だよ、急に……。/ちゃんと話してみろよ。","W-what, suddenly…/Talk properly.","Portrait: !p0000!e00",""
"な、何だよ！？","W-what！?","Portrait: !p0000!e00",""
"な、何だ？/なんかスゴイ音がしたな。","W-what? /There was a loud sound.","Portrait: !p0000!e00",""
"な、何ですか、イヤ違いますよ、/勘違いなんてとんでもない！！/私にはれっきとした、け、け、けっ……。","W-what, no that's wrong,/that's a terrible misunderstanding！！/I have a proper, m-m-mar …","Portrait: !p1302!e00",""
"な、何よ、急に……。/ちゃんと話してみなさいよ。","W-what, suddenly…/Talk properly.","Portrait: !p0000!e00",""
"な、何よ突然。","What? Sudden！","Portrait: !p0202!e00",""
"な、何を、い、いや、/私にはもう、き、き、きょ……。","W-what, n-no, /I already have a, f-f-fian …","Portrait: !p1302!e00",""
"な、何を、いってるのかな、君は。/私にはもう、き、き、きょ……。","W-what are you saying. /I already have a, f-f-fian …","Portrait: !p1302!e00",""
"な、何をい、いってるんですか！/私は教育者としてですね、/教え甲斐がありそうだなっと！！","W-what are you saying！/As an educator, /it seems worth teaching！！","Portrait: !p1302!e00",""
"な、何をいい出すんじゃい……。","W-what are you saying…","Portrait: !p1202!e00",""
"な、何をいってるんですか、/!0君！/そんな話をされても……。","W-what are you saying, !0！/Even if you say that…","Portrait: !p1302!e00",""
"な、何をいってるんですか、/そんなワケないでしょう！/現に私はもうすぐ、け、け、けっ……。","W-what are you saying, /that can't be！/Actually I'm about to get m-m-mar...","Portrait: !p1302!e00",""
"な、何をいってるんですか！/お、大人をからかっちゃダメですよ！","W-what are you saying！/D-don't tease adults！","Portrait: !p1302!e00",""
"な、何を急にいい出すんだ。/そんな話は、関係ないだろ？","W-what are you suddenly saying. /Unrelated, right?","Portrait: !p0702!e00",""
"なぁ……、/まり、いいだろ？","Hey./It's OK, right Mari?","Portrait: !p0601!e00",""
"なぁ……俺も、/俺もいくよ。/一緒に連れていってくれよ！","Hey... I'll go too./Take me with you!","Portrait: !p0000!e00",""
"なぁ、!0……。/キャンプファイアーに/一緒に行ってくれねェか？","Hey,!0…/Want to go to the campfire together?","Portrait: !p1000!e00",""
"なぁ、!0……。/前から聞こうと思ってたんだが……","Hey,!0…/I've been wanting to ask …","Portrait: !p2300!e00",""
"なぁ、!0は、/オイラみたいなチビと一緒に/歩きたくはないかな……？","Hey,!0, /don't you not want to walk/with a shorty like me…?","Portrait: !p0402!e00",""
"なぁ、!0はもし自分が/オイラみたいなチビだったら/どうする……？","Hey, if !0 were a shorty like/me, what would you do…?","Portrait: !p0402!e00",""
"なぁ、!0！/このチョーカーを２−Ｃの教室に/届けてくれねェか？","Hey, !0 ！ Could you /deliver this choker to classroom 2-C?","Portrait: !p1000!e00",""
"なぁ、!0！/一生懸命、何かを作るってのも、/結構イイもんだな！","Hey, !0 ！/Working hard to make something /is pretty good！","Portrait: !p1001!e00",""
"なぁ、それってもしかして……","Hey, could that be…","Portrait: !p0000!e00",""
"なぁ、もも、/何で、もものラケットには/オモリが付いてるんだ？","Hey, Momo, /why does Momo's racket, /have weights on it?","Portrait: !p0000!e00",""
"なぁ、アキラ、/ザキと一緒にいるときって、/何を話すんだ？","Hey, Akira,/what do you talk about /with Zaki?","Portrait: !p0000!e00",""
"なぁ、アキラ、/メットがなくても、もう大丈夫なのか？","Hey, Akira,/are you okay without a helmet now?","Portrait: !p0000!e00",""
"なぁ、アキラ、/女子校に行ってどうだ？/楽しいか？","Hey, Akira,/how's girls' school? /Is it fun?","Portrait: !p0000!e00",""
"なぁ、アキラ。/さっきから何やってんだ？","Hey, Akira./What have you been doing?","Portrait: !p0000!e00",""
"なぁ、アキラのクラスって/何をやるんだっけ？","Hey, what's Akira's class doing?","Portrait: !p0000!e00",""
"なぁ、アキラのツープラトン技を/俺にも教えてくれよ。","Hey, teach me Akira's Tag-team move/too.","Portrait: !p0000!e00",""
"なぁ、エッジのクラスは/学園祭で何をするんだったっけ？","Hey, what was Edge's class doing for /the festival?","Portrait: !p0000!e00",""
"なぁ、エッジのツープラトン技を/俺にも教えてくれよ。","Hey, teach me Edge's Tag-team move too.","Portrait: !p0000!e00",""
"なぁ、エッジ！/あっちにお化け屋敷があるんだってさ！/行ってみないか？","Hey, Edge！/There's a haunted house over there!/Wanna go?","Portrait: !p0000!e00",""
"なぁ、ザキのツープラトン技を/俺にも教えてくれよ。","Hey, teach me Zaki's Tag-team move too.","Portrait: !p0000!e00",""
"なぁ、ザキ！/アイス買ってきたんだ。/一緒に食べないか？","Hey, Zaki！/I bought ice cream./Wanna eat together?","Portrait: !p0000!e00",""
"なぁ、ラン。/頭に乗っけてるメガネって/いつ使ってるんだ？","Hey, Ran./When do you use those glasses,/on your head?","Portrait: !p0000!e00",""
"なぁ、ランってば！","Hey, Ran!","Portrait: !p0000!e00",""
"なぁ、ランのツープラトン技を/俺にも教えてくれよ。","Hey, teach me Ran's Tag-team move too.","Portrait: !p0000!e00",""
"なぁ、ロベルト、/サッカー部は、/今年はどんな店を出してるんだ？","Hey, Roberto,/what shop is soccer club/running this year?","Portrait: !p0000!e00",""
"なぁ、ロベルトのツープラトン技を/俺にも教えてくれよ。","Hey, teach me Roberto's Tag-team move/too.","Portrait: !p0000!e00",""
"なぁ、九郎……。/お前が何を企んで、/この学校に来たのかは知らない。","Hey, Kuro. /Don't know what you're plotting/coming to this school.","Portrait: !p0000!e00",""
"なぁ、九郎のツープラトン技を/俺にも教えてくれよ。","Hey, teach me Kuro's Tag-team move too.","Portrait: !p0000!e00",""
"なぁ、俺に委員長のツープラトン技を/教えてくれないか？","Hey, teach me Chairperson's /Tag-team move.","Portrait: !p0000!e00",""
"なぁ、夏のツープラトン技を/俺にも教えてくれよ。","Hey, teach me Natsu's /Tag-team move too.","Portrait: !p0000!e00",""
"なぁ、夏！/バレー部って、/学園祭で何やるんだっけ？","Natsu!/What're volleyball club's/fest plans?","Portrait: !p0000!e00",""
"なぁ、将馬。/将馬のツープラトン技、/俺にも教えてくれよ！","Hey, Shoma./Teach me Shoma's Tag-team move too!","Portrait: !p0000!e00",""
"なぁ、岩。/今日は、エッジは一緒じゃないのか？","Hey, Iwa./Isn't Edge with you today?","Portrait: !p0000!e00",""
"なぁ、岩のツープラトン技を/俺にも教えてくれよ。","Hey, teach me Iwa's Tag-team move too.","Portrait: !p0000!e00",""
"なぁ、岩！/相撲部の出し物って、何だっけ？","Hey, Iwa!/What's the sumo club's event?","Portrait: !p0000!e00",""
"なぁに、これ？/巻き物みたいだけど……。","What's this? /Looks like a scroll…","Portrait: !p0000!e00",""
"なぁに、ももちゃん？/その大きな荷物は。","What, Momo-chan?/That big bag.","Portrait: !p0000!e00",""
"なぁに、ももちゃん？/大きなゴミ袋なんかかかえて。/ゴミ捨て係？","What, Momo-chan?/Carrying a big trash bag./Trash duty?","Portrait: !p0000!e00",""
"なぁに、ロベルト、/サッカーボールなんか持って。/こんなときまで、練習するつもりなの？","What, Roberto,/carrying a soccer ball. /Practicing even now?","Portrait: !p0000!e00",""
"なぁに、九郎？/聖純女学院の教室なんか覗いたりして……。/案外、隅に置けないのね。","What, Kuro? /Peeking into Seijun classrooms…/Not to be underestimated.","Portrait: !p0000!e00",""
"なぁに、夏。/また１人で黄昏てんの？","Oh, Natsu./Daydreaming alone again?","Portrait: !p0000!e00",""
"なぁに、夏？/屋上でサボリぃ？","Natsu?/Slacking on the roof?","Portrait: !p0000!e00",""
"なぁん……？/あぁ、!0か……。","What…? /Ah, !0…","Portrait: !p1000!e00",""
"なぁんだ、つまんないの……。","What, that's boring…","Portrait: !p0000!e00",""
"なぁロイ、/俺にロイのツープラトン技を教えてくれよ。","Hey Roy, teach me Roy's Tag-team move.","Portrait: !p0000!e00",""
"なぜなら、お前はあの技を/すでに使えるはずだからだ。","You should already /be able to use that move.","Portrait: !p1900!e00",""
"なっ！/おかしいだろ？/どっか間違ってるだろ？","What?!/This is nuts！/Something's wrong!","Portrait: !p2303!e00",""
"なっ！　岩？/……ん？","What！ Iwa?/…Huh?","Portrait: !p0000!e00",""
"なに……、/つまらんことじゃい……。","What…/it's nothing …","Portrait: !p1200!e00",""
