"japanese","english","context","notes"
"もちろん頑張ってるわよ！/アタシたちも、もう２年だし、/後輩たちも入ってきているからね。","Of course I'm working hard! /We're second-years now, and underclassmen have joined.","Portrait: !p0500!e00",""
"もちろん！","Of course !","Portrait: !p1100!e00",""
"もちろん！/ただし、成功報酬だがな。/キミの働き次第ってコトさ！！","Of course ! /But it's success-based.  /Depends on your work! !","Portrait: !p0701!e00",""
"もちろん！/ほら、行こうよっ！","Of course ! /Let's go!","Portrait: !p0000!e00",""
"もちろん！/ロイと一緒なら、/どこにでも行くわ！","Of course ! /If with Roy, /I'll go anywhere!","Portrait: !p0000!e00",""
"もちろん！/何でも聞くって、/エッジがいったんでしょ？","Of course ! /Edge said to ask anything, right?","Portrait: !p0000!e00",""
"もちろん！/取材も終ったんだし、/私達もフォークダンスに混ざって踊ろうよ。","Of course ! /Coverage is done, so let's join the folk dance too.","Portrait: !p0000!e00",""
"もちろん！/女子校に行ったから弱くなったなんて、/醍醐兄さんにいえないもの。","Of course ! /Can't tell Daigo-niisan I got weaker /from going to girls' school.","Portrait: !p1101!e00",""
"もちろん！　大盛りだよ！","Of course ! Extra-large !","Portrait: !p0000!e00",""
"もちろん！　大盛りだ！","Of course ! Extra-large !","Portrait: !p0000!e00",""
"もっと、がんばってみようって。","Let's try harder.","Portrait: !p1100!e00",""
"もっとも、/俺たちはもっとスマートな関係に/したいもんだけどな。","However, we'd prefer a smarter relationship.","Portrait: !p0602!e00",""
"もっとも、/鍛えてあるのは使えますから、/構わないんですけどね。","However, trained ones are usable, so it's fine.","Portrait: !p1500!e00",""
"もっとも、それを実践することは/並大抵のことではないがな。","However, putting that into practice is no easy task.","Portrait: !p1901!e00",""
"もっとも、僕がみなさんを/買うんですけどね。/しかも、タダで……クククッ。","However, I'm the one buying you all.  /And for free ... hehehe.","Portrait: !p1503!e00",""
"もっとも、僕にしかできませんがね。/では先輩、失礼しますよ。/ハハハ……ッ！","However, only I can do it.  /Well then, senpai, excuse me.  /Hahaha ...!","Portrait: !p1501!e00",""
"もっとキミのそばにいたかったが……、/おっと。そろそろ時間だ。/すまない、じゃあな。","I wanted to stay by your side, but…  /Oops. It's about time. /Sorry, see you.","Portrait: !p0702!e00",""
"もっと早くに、/キミがくるのがわかってたら、/また手伝ってもらったのになぁ。","If I'd known you were coming earlier, /I would have asked for help again.","Portrait: !p3300!e00",""
"もとより承知してます！/俺は、どんな事をしても/「残酷斬」を習得したいんです！！","I knew that from the start! /No matter what, I want to learn  /'Cruel Slash' ! !","Portrait: !p0000!e00",""
"もとより承知してるわ！/私は、どんな事をしても/「残酷斬」を習得したいの！！","I knew that ! /No matter what, I want to learn  /'Cruel Slash' ! !","Portrait: !p0000!e00",""
"ものすごく忙しそうな出店があったの。/少しだけ手伝ってあげようと思ったのに、/みんな慌てて断ってきたのよ。","There was a stall that looked super busy. /I thought I'd help a bit, but everyone hurriedly declined.","Portrait: !p1403!e00",""
"もも……。","Momo…","Portrait: !p0000!e00",""
"もも……。/俺を待ってたのか？","Momo…  /Were you waiting?","Portrait: !p0000!e00",""
"もも、もう行っていいよ。/俺は、何も知らないし、/何も聞いてないからな！","Momo, you can go. /I don't know anything, /didn't hear anything!","Portrait: !p0000!e00",""
"もも、怒らないから/ホントのことを教えて。","Momo, I won't get angry,  /so tell me the truth.","Portrait: !p0000!e00",""
"ももから/!c02届け物『謎のゴミ袋』!c07をあずかった/!c01テニス部部室!c07に届けよう！","Received delivery 'Mysterious Trash Bag' from Momo, /deliver to Tennis Club Room !","Portrait: !pffff!e00",""
"ももがやるお化け屋敷なんて/確かに、ちっとも恐くなさそうだ。","Momo's haunted house doesn't seem scary at all.","Portrait: !p0000!e00",""
"ももが一生懸命やってるのに、/笑ったりするのは、/たとえ将馬でも感心しないからね。","Even though Momo is working hard, laughing isn't admirable, even from Shoma.","Portrait: !p0000!e00",""
"ももちゃん……。","Momo-chan...","Portrait: !p0000!e00",""
"ももちゃん……。/私を待ってたの？","Momo-chan...  /Were you waiting?","Portrait: !p0000!e00",""
"ももちゃん、/ガラスなんか割ってないですぅ！","Momo-chan didn't break any glass!","Portrait: !p2403!e00",""
"ももちゃん、もう行っていいよ。/私は、何も知らないし、/何も聞いてないからね！","Momo-chan, you can go.  /I don't know anything, /didn't hear anything!","Portrait: !p0000!e00",""
"ももちゃん、怒らないから/ホントのことを教えて。","Momo-chan, I won't get angry, /so tell me the truth.","Portrait: !p0000!e00",""
"ももちゃんか……。","Momo-chan...","Portrait: !p0000!e00",""
"ももちゃんがやるお化け屋敷なんて/確かに、ちっとも恐くなさそう。","Momo-chan's haunted house doesn't seem scary at all.","Portrait: !p0000!e00",""
"ももちゃんがナデナデして、/なぐさめてあげますからねぇ!h/ほらぁ、行きますよぉ！","Momo-chan will pat and comfort you! /Well then, let's go !","Portrait: !p2401!e00",""
"ももちゃんが一生懸命やってるのに、/笑ったりするのは、/たとえ将馬でも感心しないからよ。","Even though Momo-chan is working hard, laughing isn't admirable, even from Shoma.","Portrait: !p0000!e00",""
"ももちゃんだって/１００円くらいもってますぅ！","Momo-chan has about 100 yen !","Portrait: !p2403!e00",""
"ももちゃんって、/しましまの柄が好きなの？/そのくつ下、よく似合うね。","Momo-chan likes striped patterns? /Those socks suit you well.","Portrait: !p0000!e00",""
"ももちゃんって小さいから、/「カワイイ〜！　小学生？」とかって、/やっぱり、いわれたりするの？","Since Momo-chan is small, do people say 'Cute~! Elementary schooler?'?","Portrait: !p0000!e00",""
"ももちゃんと、/ちゃんと向き合ってくれる人なんて/今までいなかったんですぅ……。","No one has properly faced Momo-chan before…","Portrait: !p2402!e00",""
"ももちゃんのことを/わかってくれるのは、せんぱいだけ。","Only senpai understands Momo-chan.","Portrait: !p2401!e00",""
