"japanese","english","context","notes"
"岩から/!c02届け物『岩の絵画』!c07をあずかった/!c01美術部!c07に届けよう！","Received delivery 'Iwa's Painting' from/Iwa, deliver to Art Club！","Portrait: !pffff!e00",""
"岩が望むなら、ずっと側にいるよ……。","If you want, Iwa,/I'll stay by you.","Portrait: !p0000!e00",""
"岩が絵ねぇ。/そうだなぁ……","Iwa's painting…/Yes...","Portrait: !p0000!e00",""
"岩じゃない。/それに佐渡先生まで……。/何してるんですか？","Not Iwa./And Sado-sensei too.../What are you doing?","Portrait: !p0000!e00",""
"岩じゃないか。/それに佐渡先生まで……。/何してるんですか？","Isn't that Iwa./And Sado too.../What are you doing?","Portrait: !p0000!e00",""
"岩って、２年生になって/なんか雰囲気が変わったな。","Iwa's aura changed /becoming a second-year.","Portrait: !p0000!e00",""
"岩って、２年生になって/なんか雰囲気が変わったね。","Iwa's aura changed /becoming a second-year.","Portrait: !p0000!e00",""
"岩と……、なに？","With Iwa...what?","Portrait: !p0000!e00",""
"岩と……、何だよ？","With Iwa... what?","Portrait: !p0000!e00",""
"岩と一緒にするなよ！/俺はショックだったんだからな……。","Don't group me with Iwa!/I was shocked...","Portrait: !p0000!e00",""
"岩にも才能があるじゃない。/力持ちなところとか、/こずえ先輩がいってた絵の才能とかね。","Iwa has talent too./Being strong, and /the art talent Kozue-senpai mentioned.","Portrait: !p0000!e00",""
"岩にも才能があるじゃないか。/力持ちなところとか、/こずえ先輩がいってた絵の才能とかさ。","Iwa has talent too./Being strong, and /the art talent Kozue-senpai mentioned.","Portrait: !p0000!e00",""
"岩のツープラトン技/!c03『活火山』!c07を覚えた！","Got Iwa's Tag-team/!c03'Active Volcano' !c07！","Portrait: !pffff!e00",""
"岩は、岩のやりたい/何かに打ち込めばいいだけだと思うぞ。","Iwa should just, /focus on what Iwa wants.","Portrait: !p0000!e00",""
"岩は、岩のやりたい/何かに打ち込めばいいだけだと思うよ。","Iwa should just, /focus on what Iwa wants.","Portrait: !p0000!e00",""
"岩クンが美術の時間に描いた絵を見て、/美術部の展示に加えたいって思ったの！","I saw Iwa's painting and /wanted to add it to art club display!","Portrait: !p3100!e00",""
"岩！/俺を待ってたんだな。","Iwa!/You waited for me.","Portrait: !p0000!e00",""
"岩！/私を待っててくれたんだ。","Iwa!/You waited for me.","Portrait: !p0000!e00",""
"己を鍛え直し、/俺自身のケジメをつけるためにな。","To train again /and settle things/my way.","Portrait: !p1900!e00",""
"巻き添えを食って/ガラスさんは/お亡くなりになったんですぅ！","Caught in the crossfire,/Glass-san /died！","Portrait: !p2402!e00",""
"年に一度の学園祭ぐらい、/好きにさせてくれてもいいと思わない！？","Don't you think it's OK/to let us do as we want for the fest?","Portrait: !p0203!e00",""
"年寄りくさいですか。/まぁ、みなさんよりも倍以上は/歳くってますからね。","Too old-fashioned?/Well, I'm more than twice your age.","Portrait: !p1303!e00",""
"弟？/子供？/迷子？","Bro?/Kid?/Lost?","Portrait: !pffff!e00",""
"強くなるための修行か……。/体を鍛えるというのはもちろんだが、/それ以上に、日々の精神の鍛練が重要だぞ。","Training to get stronger…/Physical training is important, but /daily mental training is more so.","Portrait: !p1900!e00",""
"強力なスマッシュを打つため……、/というのは表向きでぇ……。","To hit powerful smashes.../that's the surface reason…","Portrait: !p2400!e00",""
"強奪するカードを選択してください/　あと!0枚","Please select card to steal /!0 left","Portrait: !pffff!e00",""
"強奪するパートナーを/選択してください","Please select partner to steal","Portrait: !pffff!e00",""
"強奪する単位の科目を/選択してください","Please select credit subject to steal","Portrait: !pffff!e00",""
"強奪する単位の科目番号を/選択してください","Select credit subject number to steal","Portrait: !pffff!e00",""
"強奪に失敗した！","Steal failed！","Portrait: !pffff!e00",""
