"japanese","english","context","notes"
"（しっかし……、/　それにしても見事にバラバラだわ。/　一体どうしよう？）","( …but …/completely scattered./what to do?)","Portrait: !p0000!e00",""
"（しまった……/　ちょっと自分が恥ずかしいぞ……）","( …oh no …/a bit embarrassed…)","Portrait: !p0000!e00",""
"（しまった……/　ちょっと自分が恥ずかしいわ……）","( …oh no …/a bit embarrassed…)","Portrait: !p0000!e00",""
"（しまった……/　まだちゃんと断った方が/　マシだったのかな？）","( …oh no …/should have refused、/properly?)","Portrait: !p0000!e00",""
"（しまった……/　まだちゃんと断った方が/　マシだったのか？）","( …oh no …/should have refused、/properly?)","Portrait: !p0000!e00",""
"（しまった……/　今度、ちゃんと謝ろう……）","( …oh no …/I'll apologize next time …)","Portrait: !p0000!e00",""
"（しまった……/　良いのか悪いのかの判断が/　俺には難しいぞ……こうなったら！）","( …oh no …/hard to judge if good or bad …/in that case!)","Portrait: !p0000!e00",""
"（しまった……/　良いのか悪いのかの判断が/　私には難しいわ……こうなったら！）","( …oh no …/hard to judge if good or bad …/in that case!)","Portrait: !p0000!e00",""
"（しまったなぁ……/　必死になってる委員長の気持ちを/　考えてあげればよかった……）","( …oh no …/should have considered Chairperson's、 /desperate feelings …)","Portrait: !p0000!e00",""
"（しまったなぁ……。/　せめて、話を聞いてから/　怒ればよかったな……）","( …oh no …/should have listened、 /before getting angry …)","Portrait: !p0000!e00",""
"（しまったなぁ……。/　余計に夏を困らせちゃったな……）","( …oh no …/made Natsu more troubled …)","Portrait: !p0000!e00",""
"（しまったなぁ……。/　悪いこといっちゃったな……）","( …oh no …/said something bad …)","Portrait: !p0000!e00",""
"（しまったなぁ……。/　違うものを勧めれば良かったな……）","( …oh no …/should have recommended something else …)","Portrait: !p0000!e00",""
"（じぃ〜〜〜っ）","( …stare …)","Portrait: !p0000!e00",""
"（じゃ、ここは一つ元気づけるために……）","( …well, to cheer them up…)","Portrait: !p0000!e00",""
"（ずいぶん、ウソっぽい話だなぁ）","( …sounds pretty fake…)","Portrait: !p0000!e00",""
"（ずいぶん、ウソっぽい話ね）","( …sounds fake …)","Portrait: !p0000!e00",""
"（ずいぶん焦ってるみたいだな。/　……そもそも、/　「中学生ぐらいの男の子」って、誰だ？）","( …seems very flustered. /...first of all、/'middle school boy' who?)","Portrait: !p0000!e00",""
"（ずいぶん焦ってるみたいね。/　……そもそも、/　「中学生ぐらいの男の子」って誰なの？）","( …seems very flustered. /...first of all、/'middle school boy' who?)","Portrait: !p0000!e00",""
"（ぜ、全然耳に入らなかったみたい。/　しかも、何かのレシピを睨みつけて……/　み、見なかった事にしよっと……）","( …didn't hear at all. /Plus glaring at some recipe…/l-let's pretend I didn't see …)","Portrait: !p0000!e00",""
"（ぜ、全然耳に入らなかったみたいだ。/　しかも、何かのレシピを睨みつけて……/　み、見なかった事にしよう……）","( …didn't hear at all. /Plus glaring at some recipe…/l-let's pretend I didn't see …)","Portrait: !p0000!e00",""
"（そ、そうか……ロベルト……。/　でも、俺……ロベルトのこと……/　こ、こうなったら……）","( …s-so… Roberto…/but I… Roberto…/w-well then…)","Portrait: !p0000!e00",""
"（そ、そうなんだ……ロベルト……。/　でも、私……ロベルトのこと……/　こ、こうなったら……）","( …s-so… Roberto…/but I… Roberto…/w-well then…)","Portrait: !p0000!e00",""
"（そ、そっか。/　なんかアキラも/　苦労してるみたいだな……）","( …s-so…/Akira seems、/to be struggling too …)","Portrait: !p0000!e00",""
"（そ、そっか。/　なんかアキラも/　苦労してるみたいね……）","( …s-so…/Akira seems、/to be struggling too …)","Portrait: !p0000!e00",""
"（そういうときは……）","( …at times like this…)","Portrait: !p0000!e00",""
"（そういえば、ロイって/　昔から謎の情報網をもってるよな……。/　危険な香りのする男なのか……？）","( …come to think of it, Roy、/has had a mysterious information network …/dangerous man…?)","Portrait: !p0000!e00",""
"（そういえば、ロイってば/　昔から謎の情報網をもってるわよね……。/　危険な香りのする男……？）","( …come to think of it, Roy/has had a mysterious info network…/dangerous man…?)","Portrait: !p0000!e00",""
"（そうか……/　隼人先生なりのひたむきさを、/　理解してなかったな……）","( …I see …/didn't understand Hayato-sensei's、/earnestness…)","Portrait: !p0000!e00",""
"（そうか……/　隼人先生なりのひたむきさを、/　理解できなかったな……）","( …I see …/couldn't understand Hayato-sensei's、/earnestness…)","Portrait: !p0000!e00",""
"（そうか……大企業の会長だから、/　一緒に遊びたくてもムリだもんな……/　それで寂しがってるのか……）","( …I see … big company chairman, so、 /can't play together…/that's why lonely…)","Portrait: !p0000!e00",""
"（そうか……大企業の会長だから、/　一緒に遊びたくてもムリだもんね……/　それで寂しがってるのか……）","( …I see … big company chairman, so、 /can't play together…/that's why lonely…)","Portrait: !p0000!e00",""
"（そうか……道場の継承者争いから/　手を引いたって聞いてたけど、/　そういう事情もあったんだな……）","( …I see … heard you withdrew from、/dojo succession dispute, but、 /that was the reason…)","Portrait: !p0000!e00",""
"（そうだなぁ……）","( …yes …)","Portrait: !p0000!e00",""
"（そうだよな……。/　醍醐先輩は３年生なんだもんな……。/　一緒にいられる時間も、あと少しか……）","( …yes …/Daigo-senpai is a third-year …/time together is short …)","Portrait: !p0000!e00",""
"（そうだよな。/　アキラは、決心して転校したんだもんな。/　逃げてちゃダメなんだよな……）","( …yes./Akira transferred with determination./can't run away …)","Portrait: !p0000!e00",""
"（そうは言っても、/　とても一人で片づけられる量じゃないぞ。/　……どうしよう？）","( …even so、 /too much for one person. /...what to do?)","Portrait: !p0000!e00",""
"（そうは言っても、/　とても一人で片づけられる量じゃないわ。/　……どうしよう？）","( …even so、 /too much for one person. /...what to do?)","Portrait: !p0000!e00",""
"（そうよね。/　アキラは、決心して転校したんだもん。/　逃げてちゃダメなんだよね……）","( …yes./Akira transferred with determination./can't run away …)","Portrait: !p0000!e00",""
"（そこまで考えていたの……。/　さすがはボーマンね……）","( …thought that far…/as expected, Bowman…)","Portrait: !p0000!e00",""
"（そこまで考えていたのか……。/　さすがはボーマンだな……）","( …thought that far…/as expected, Bowman…)","Portrait: !p0000!e00",""
"（そっか……、残念だな……）","( …I see … unfortunate…)","Portrait: !p0000!e00",""
"（そっか……。/　アキラの様子がおかしいと思ったら、/　そのことがあったからか……）","( …I see …/Akira seemed off、 /that was why …)","Portrait: !p0000!e00",""
"（そっか……。/　醍醐先輩は３年生なんだもんな……。/　一緒にいられる時間も、あと少しか……）","( …I see …/Daigo-senpai is a third-year …/time together is short …)","Portrait: !p0000!e00",""
"（そりゃ、/　あげないと泣き出されそうな/　気がするからね……）","( …if I don't give it、/they'll cry…)","Portrait: !p0000!e00",""
"（そりゃ、/　あげないと泣き出されそうな/　気がするからねぇ……）","( …if I don't give it、/they'll cry…)","Portrait: !p0000!e00",""
"（そりゃ、そうだよな。/　岩にとって、/　アキラは別格って感じなんだよな……）","( …yes, that's right./to Iwa、 /Akira is special …)","Portrait: !p0000!e00",""
"（それって、どういう意味なのかな……？/　間接キスしたことになるのに……）","( …what does that mean …?、 /even though it's an indirect kiss…)","Portrait: !p0000!e00",""
"（それにしても多すぎだよ……。/　バツって、ますます底無しに/　なったんじゃないか……？）","( …still too much…/Batsu became、 /more bottomless…?)","Portrait: !p0000!e00",""
"（それにしても多すぎよ……。/　バツって、ますます底無しに/　なったんじゃない……？）","( …still too much…/Batsu became、 /more bottomless…?)","Portrait: !p0000!e00",""
"（それは、おまじないしてる時の/　ももちゃんの顔が恐くて、/　相手がミスしてるのよ。きっと……）","( …Momo-chan's face during spells、/is scary, so、 /opponent makes mistakes. Surely…)","Portrait: !p0000!e00",""
"（それは、おまじないしてる時の/　ももの顔が恐くて、/　相手がミスしてるんだよ。きっと……）","( …Momo's face during spells、 /is scary, so、 /opponent makes mistakes. Surely…)","Portrait: !p0000!e00",""
"（そんなに怒るようなことを/　いったかなぁ……）","( …did I say something、 /that angry?)","Portrait: !p0000!e00",""
"（だ、駄目だ。/　全然耳に入っていないみたいだ。/　……また今度にしようか……）","( …n-no good./not listening at all./...next time …)","Portrait: !p0000!e00",""
"（だ、駄目だわ。/　全然耳に入っていないみたい。/　……また今度にしようかな……）","( …n-no good./not listening at all./...next time …)","Portrait: !p0000!e00",""
"（ちょっと、くやしいけど/　岩にとって、/　アキラは別格って感じなのね……）","( …a bit frustrating, but、/to Iwa、 /Akira is special …)","Portrait: !p0000!e00",""
"（ちょっとちょっと……/　ほどほどにしときなさいよ）","( …hey hey …/take it easy)","Portrait: !p0000!e00",""
"（ちょっと甘すぎたかな……）","( …maybe too sweet …)","Portrait: !p0000!e00",""
"（つ、作った人までわかるとは……。/　流さんって、いったい……）","( …can tell who made it…/Nagare-san, what …)","Portrait: !p0000!e00",""
"（つ、作った人までわかるなんて……。/　流先輩って、いったい……）","( …can tell who made it…/Nagare-senpai, what…)","Portrait: !p0000!e00",""
"（つまり……、/　私はお上品じゃないってこと……？）","( …in other words…/I'm not refined…?)","Portrait: !p0000!e00",""
"（でも、/　怒鳴ってばっかりてのもなぁ……）","( …but、 /always yelling …)","Portrait: !p0000!e00",""
"（でも、/　怒鳴ってばっかりてのもねぇ……）","( …but、 /always yelling …)","Portrait: !p0000!e00",""
"（でも、あの髪型は、/　アキラにはちょっと/　無理かもしれないけどな……）","( …but that hairstyle、/might be a bit、 /impossible for Akira …)","Portrait: !p0000!e00",""
"（でも、あの髪型は、/　アキラにはちょっと/　無理かもしれないけどねぇ……）","( …but that hairstyle、/might be a bit、 /impossible for Akira …)","Portrait: !p0000!e00",""
"（ど、どうしよう……？）","( …wh-what to do …?)","Portrait: !p0000!e00",""
"（ど、どうする……？）","( …wh-what to do …?)","Portrait: !p0000!e00",""
"（どういうことなの……、/　ゆりかさん……）","( …what does this mean …/Yurika-san …)","Portrait: !p0000!e00",""
"（どういうことなんだよ。/　ゆりかさん……）","( …what does this mean./Yurika-san …)","Portrait: !p0000!e00",""
"（どうしたんだ、アキラは？/　何でそんなに、/　シャツを直すことにこだわるんだ？）","( …what's wrong, Akira?、/why so fixated、 /on fixing the shirt?)","Portrait: !p0000!e00",""
"（どうしたんだろ、アキラ？/　何でそんなに、/　シャツを直すことにこだわるのかな？）","( …what's wrong, Akira?、/why so fixated、 /on fixing the shirt?)","Portrait: !p0000!e00",""
"（どうしたんだろ？/　アキラ……）","( …what's wrong?、 /Akira…)","Portrait: !p0000!e00",""
"（どうしたんだろ？/　醍醐先輩……モグモグ）","( …what's wrong? /Daigo-senpai … munch)","Portrait: !p0000!e00",""
"（どうしたんだ？/　アキラのヤツ……）","( …what's wrong?、 /Akira…)","Portrait: !p0000!e00",""
"（どうしようか……）","( …what to do…)","Portrait: !p0000!e00",""
"（どちらかというと、/　立派に成長されているのでは……）","( …rather、/growing well …)","Portrait: !p0000!e00",""
"（どっから見ても/　同じには見えないけど……）","( …doesn't look the same /from any angle …)","Portrait: !p0000!e00",""
"（どっから見ても/　同じには見えないわよ……）","( …doesn't look the same /from any angle …)","Portrait: !p0000!e00",""
"（どっちかっていうと、/　立派に成長してるんじゃないの？/　フフフ……）","( …rather、/growing well, right?、 /hehehe …)","Portrait: !p0000!e00",""
"（な、なによ……。偉そうに……）","( …wh-what … so arrogant…)","Portrait: !p0000!e00",""
"（な、なるほど……）","( …I-I see …)","Portrait: !p0000!e00",""
"（な、なるほどね……）","( …I-I see …)","Portrait: !p0000!e00",""
