"japanese","english","context","notes"
"まったく！ 何度も、姫、姫と……。","Really! Calling me Hime over and over...","Portrait: !p2302!e00",""
"まりが嫌がってるだろ！/どういうつもりなんだよ、ロベルト！","Mari doesn't like it! /What are you thinking, Roberto!","Portrait: !p0000!e00",""
"まりちゃんが嫌がってるじゃない！/どういうつもりなのよ、ロベルト！","Mari-chan doesn't like it ! /What are you thinking, Roberto!","Portrait: !p0000!e00",""
"まりにロベルトをたくす！/俺が代わりになる！/天誅を加える！","Leave Roberto to Mari ! /I'll replace him!  /Punish!","Portrait: !pffff!e00",""
"まりにロベルトをたくす！/私が代わりになる！/天誅を加える！","Leave Roberto to Mari ! /I'll replace him!  /Punish!","Portrait: !pffff!e00",""
"まりも、俺の大事な仲間なんだ。/お前も仲良くしてやってくれよ。","Mari is also my important friend. /Be nice to her too.","Portrait: !p0601!e00",""
"まるで、「下僕」のようにね。/フフフ……。","Like a 'servant'. /Hehehe ...","Portrait: !p1502!e00",""
"み、密書！？/なんでそんなモノを……","S-secret letter !?/Why such a thing…","Portrait: !p0000!e00",""
"みなさんが体を鍛えるのは、/僕にとっても好ましいことですよ。","Everyone training their bodies is favorable for me too.","Portrait: !p1500!e00",""
"みんな、/僕にとてもよくしてくれるんですよ。","Everyone is very kind to me.","Portrait: !p1502!e00",""
"みんな、アキラがどんな子か/わからないから、/戸惑ってるところもあると思うよ。","Everyone doesn't know what Akira's like,  /so some are confused.","Portrait: !p0000!e00",""
"みんな、ミーを置いて/ドコか行っちゃったネ！！","Everyone left Mee behind!","Portrait: !p0803!e00",""
"みんなが、/ネギを背負った鴨にでも見えるのか？/九郎も商売人って感じだな。","Do they look like ducks with leeks? /Kuro seems like a merchant too.","Portrait: !p0000!e00",""
"みんなが、/ネギを背負った鴨にでも見えるの？/九郎も商売人って感じね。","Do they look like ducks with leeks? /Kuro seems like a merchant too.","Portrait: !p0000!e00",""
"みんながみんな、/好きってわけじゃないと思うけどな。","I don't think everyone likes it.","Portrait: !p0000!e00",""
"みんながみんな、/好きってわけじゃないと思うけどなぁ。","I don't think everyone likes it.","Portrait: !p0000!e00",""
"みんなは、/委員長を中心に集まってるから、/「クラス」としてやっていけるの。","Everyone gathers around Chairperson, so,  /we can function as a 'class'.","Portrait: !p0000!e00",""
"みんなは、/委員長を中心に集まってるから、/「クラス」としてやっていけるんだよ。","Everyone gathers around Chairperson, so,  /we can function as a 'class'.","Portrait: !p0000!e00",""
"みんなを連れ戻しに行く/仕方ない、手伝うか/精一杯応援しよう","Bring everyone back /Can't help it, help  /Cheer hard","Portrait: !pffff!e00",""
"みんなを連れ戻しに行く/仕方ない、手伝うわ/精一杯応援しよう","Bring everyone back /Can't help it, help  /Cheer hard","Portrait: !pffff!e00",""
"みんな嫌いだと思うな、ああいう子は。","I bet kids like that hate everyone.","Portrait: !p0000!e00",""
"むぅ……/現在はそれで良いかもしれませんが、/今から将来に備えて行動すべきです！","Hmm...  /That might be fine for now, but you should act for the future !","Portrait: !p0903!e00",""
"むしろ結果より、そのために/努力したという事実が大切なのです。/「経験」という名の財産なのですから。","Rather than results, the effort matters.  /It's an asset called 'experience'.","Portrait: !p0900!e00",""
"むむぅ、あそこが生徒会室ですぅ。/いつの日か、九郎さまの暗黒生徒会の/ものとするのですぅ……。","Hmm, that's the student council room. /Someday it'll be Kuro-sama's dark council's...","Portrait: !p2400!e00",""
"めずらしいですね。/流さんがクッキーを食べてるなんて！","Rare. /Nagare-san eating cookies !","Portrait: !p0000!e00",""
"めずらしいですね。/流先輩がクッキーを食べてるなんて！","Rare. /Nagare-senpai eating cookies!","Portrait: !p0000!e00",""
"も、もうロイったら……！/からかわないでよ……。","R-Roy...! /Don't tease me ...","Portrait: !p0000!e00",""
"も、もう私、/探しにいってくるから！/それじゃあね！","I-I'm going to search now ! /See you !","Portrait: !p0202!e00",""
"も、もう！/別に応援なんていらないわよ。/邪魔するんだったらついて来ないで！","Enough! /I don't need cheering. /If you'll be in the way, don't come !","Portrait: !p1803!e00",""
"もう……、/２年連続になりますねぇ……。","Again...  /two years in a row ...","Portrait: !p3200!e00",""
"もう……。/でもちょっと嬉しかったかな……。","Enough…  /But I was a bit happy...","Portrait: !p0000!e00",""
"もう……。/ロイったら照れちゃって……。","Enough…  /Roy is so shy...","Portrait: !p0000!e00",""
"もう……素直じゃないんだから。/私はね、将馬がチビだからとか、/野球やってるからとか……、","Enough… you're not honest. /It's not because Shoma is short  /or plays baseball...","Portrait: !p0000!e00",""
"もう、お客さんはビックリですぅ！","The customers are so surprised!","Portrait: !p2401!e00",""
