"japanese","english","context","notes"
"部活を引退した３年生も、/この日だけは戻ってくるからな。/みんな楽しみにしてるんだよ。","","Portrait: !p0000!e00",""
"部活を引退した３年生も、/この日だけは戻ってくるからね。/みんな楽しみにしてるのよ。","","Portrait: !p0000!e00",""
"醍醐から/!c02届け物『漢のガクラン』!c07をあずかった/!c01２−Ｇの教室!c07に届けよう！","","Portrait: !pffff!e00",""
"醍醐のツープラトン技/!c03『男の中の男』!c07を覚えた！","","Portrait: !pffff!e00",""
"醍醐兄さんったら、/鍛え直すとかいって/甘いものを食べないようにしてるの。","","Portrait: !p1101!e00",""
"醍醐兄さんに、/お弁当を作ってきたんだ。","","Portrait: !p1100!e00",""
"醍醐先輩……。","","Portrait: !p0000!e00",""
"醍醐先輩……。/ありがとうございます。","","Portrait: !p0000!e00",""
"醍醐先輩、/俺、よく考えるんです。/どんな修行をすれば強くなれるのかって。","","Portrait: !p0000!e00",""
"醍醐先輩って、/やっぱり、アキラと一緒に/住んでるんですよね……？","","Portrait: !p0000!e00",""
"醍醐先輩も、/学園祭で何かやるんですか？","","Portrait: !p0000!e00",""
"醍醐先輩！/せっかくの学園祭なんだから、/店をのぞいてみませんか？","","Portrait: !p0000!e00",""
"醍醐先輩！/醍醐先輩のツープラトン技を/俺にも教えてください！","","Portrait: !p0000!e00",""
"醍醐先輩！/醍醐先輩のツープラトン技を/私にも教えてください！","","Portrait: !p0000!e00",""
"醍醐先輩！？/もちろんです！/俺、俺……！！","","Portrait: !p0000!e00",""
"醍醐先輩！？/もちろんです！/私、私……！！","","Portrait: !p0000!e00",""
"野球部も、もうすぐ３年生が引退するし、/来年こそ、オイラもがんばらないとな。/目指せレギュラー、目指せ甲子園！　さ。","","Portrait: !p0400!e00",""
"金魚すくい/水泳部員と競泳/プールサイドで喫茶店","","Portrait: !pffff!e00",""
"針ならまだしも、/槍を飲むのはイヤだなぁ。/判ったよ、ティファニー。","","Portrait: !p0000!e00",""
"針ならまだしも、/槍を飲むのはイヤだなぁ。/判ったわよ、ティファニー。","","Portrait: !p0000!e00",""
"鍋を担いで/移動販売をしとるというわけだ。","","Portrait: !p3000!e00",""
"鍋料理？/ロイ、鍋料理とか知ってるのか。","","Portrait: !p0000!e00",""
"鍋料理？/ロイ、鍋料理とか知ってるんだ。","","Portrait: !p0000!e00",""
"鎖がジャラジャラと、/こすれ合う音がするからな。","","Portrait: !p0000!e00",""
"鎖がジャラジャラと、/こすれ合う音がするからね。","","Portrait: !p0000!e00",""
"関係なくなんかないですぅ！","","Portrait: !p2403!e00",""
"阻止しますよ、何としてでも。","","Portrait: !p0000!e00",""
"阻止するわ。/何としてでもね。","","Portrait: !p0000!e00",""
"随分と疲れ果てているな。/大方、成績がふるわなかったとかで、/落ち込んでいるのではないか？","","Portrait: !p1600!e00",""
"隠れとこ……。/くわばらくわばら……。","","Portrait: !p0000!e00",""
"隠れとこう……。/くわばらくわばら……。","","Portrait: !p0000!e00",""
"隼人から/!c02届け物『差し入れの氷柱』!c07をあずかった/!c01２−Ａの教室!c07に届けよう！","","Portrait: !pffff!e00",""
"隼人のツープラトン技/!c03『熱血気合砲』!c07を覚えた！","","Portrait: !pffff!e00",""
"隼人先生……","","Portrait: !p0000!e00",""
"隼人先生……/ありがとうございます！！","","Portrait: !p0000!e00",""
"隼人先生……/突然出てこないでくださいよ。/驚くじゃないですか。","","Portrait: !p0000!e00",""
"隼人先生……なんですか？","","Portrait: !p0000!e00",""
"隼人先生って……/響子先生の事を好きだったんですか？","","Portrait: !p0000!e00",""
"隼人先生って、/いつも竹刀を持ってますけど、/剣道はやった事あるんですか？","","Portrait: !p0000!e00",""
"隼人先生は、学園祭では/何かなさってるんですか？/たとえば、教師一同でバザーとか。","","Portrait: !p0000!e00",""
"隼人先生みたいに、/生徒と正面から組み合えるような/熱血教師になりたいなって。","","Portrait: !p0000!e00",""
"隼人先生！/先生のツープラトン技を/俺に教えて下さい！！","","Portrait: !p0000!e00",""
"隼人先生！/先生のツープラトン技を/私に教えて下さい！！","","Portrait: !p0000!e00",""
"難しく考える必要なんてないよ。/バツはいつだって、/即断即決が持ち味なんだからさ。","","Portrait: !p0000!e00",""
"難しく考える必要なんてないわよ。/バツはいつだって、/即断即決が持ち味なんだから。","","Portrait: !p0000!e00",""
"難しく考える必要はない。/人の道として正しい生き方をし、/常に自分の行いを振り返ればいいのだ。","","Portrait: !p1901!e00",""
"雷蔵は、!0の/パラメータを上げた。","","Portrait: !pffff!e03",""
"雹から/!c02届け物『密書』!c07をあずかった/!c01生徒会室!c07に届けよう！","","Portrait: !pffff!e00",""
"雹さん……","","Portrait: !p0000!e00",""
"雹さん……/どうしたんです、こんなところで。","","Portrait: !p0000!e00",""
"雹さん……/何か用ですか？","","Portrait: !p0000!e00",""
"雹さん……/学園祭の間も/剣を持って歩いてるんですか？","","Portrait: !p0000!e00",""
"雹さん……こんなところで/何を眺めてるんですか？","","Portrait: !p0000!e00",""
"雹さん……俺に、/あなたのツープラトン技を/教えてください！！","","Portrait: !p0000!e00",""
"雹さん……生徒会の人って、/なんだか怖そうな人が多いんだけど、/また何かやろうとしてるんですか？","","Portrait: !p0000!e00",""
"雹さんが気にするほどの理由は、/何もないと思いますよ。","","Portrait: !p0000!e00",""
"雹さんが目指しているのは、/そんな社会なんですか？/それなら、そんなモノ俺は認めない！！","","Portrait: !p0000!e00",""
"雹さんって、/今年も生徒会長なんですか？","","Portrait: !p0000!e00",""
"雹さんの制服って、/夏服はないんですか？/なんだか、見た目に暑そうなんですけど。","","Portrait: !p0000!e00",""
"雹さんは、/どうして恭介と/一緒に暮らさないんですか？","","Portrait: !p0000!e00",""
"雹さん！/学園祭は楽しんでますか？","","Portrait: !p0000!e00",""
"雹のツープラトン技/!c03『残酷斬』!c07を覚えた！","","Portrait: !pffff!e00",""
"雹クン……","","Portrait: !p0000!e00",""
"雹クン……/どうしたの、こんなところで。","","Portrait: !p0000!e00",""
"雹クン……/何か用なの？","","Portrait: !p0000!e00",""
"雹クン……/学園祭の間も/剣を持って歩いてるの？","","Portrait: !p0000!e00",""
"雹クン……こんなところで/何を眺めてるの？","","Portrait: !p0000!e00",""
"雹クン……生徒会の人って、/なんだか怖そうな人が多いんだけど、/また何かやろうとしてるの？","","Portrait: !p0000!e00",""
"雹クン……私に、/あなたのツープラトン技を/教えてちょうだい！！","","Portrait: !p0000!e00",""
"雹クンが気にするほどの理由は、/何もないと思うわよ。","","Portrait: !p0000!e00",""
"雹クンが目指しているのは、/そんな社会なの？/それなら、そんなモノ私は認めないわ！！","","Portrait: !p0000!e00",""
"雹クンって、/今年も生徒会長なの？","","Portrait: !p0000!e00",""
"雹クンの制服って、夏服はないの？/なんか、見た目に暑そうなんだけど。","","Portrait: !p0000!e00",""
"雹クンは、/どうして恭介と/一緒に暮らさないの？","","Portrait: !p0000!e00",""
"雹クン！/学園祭は楽しんでる？","","Portrait: !p0000!e00",""
"霧嶋家の人間は皆、/ある組織から与えられた任務を/全うするためだけの存在。","","Portrait: !p2503!e00",""
"霧嶋家の人間以外には、/あの技を使いこなせないからですよ。/本当の意味では、ね……。","","Portrait: !p1500!e00",""
"霧嶋家の呪縛……。/そう簡単に逃れることは/できないでしょう。","","Portrait: !p2502!e00",""
"青いパラメータアップマスから、/戦闘をしかけると、３つのうち１つが、/そのマスのパラメータに固定されるわ。","","Portrait: !p1800!e00",""
"静音さんはピアノ部門で、/私はバイオリン部門で/優勝させていただきました。","","Portrait: !p2500!e00",""
"面白い……/私を越える事が出来るか！？/いつか試してみるがいい。","","Portrait: !p1601!e00",""
