"japanese","english","context","notes"
"!c07なジャスキャラがいません","No  !c07 Justice chars","Color-coded menu/UI text",""
"!c07にするには、/同じマスに止まった時に/!c05パートナー!c07イベントが発生するか……、","To make them!c07, /land on their space for  /a !c05Partner !c07 event…","Color-coded menu/UI text",""
"!c07については、/!c01単位!c07と、!c01単位ビンゴ表!c07が関係してるから、/それをまず、覚えてね。","About !c07, it relates to /  !c01credits !c07 and  !c01Bingo Board !c07,  /so learn that first.","Color-coded menu/UI text",""
"!c07には、以下の要素があるわ。/パラメータ、必殺技、そして完全燃焼よ。","!c07 has these: /Stats, specials, Burning Vigor.","Color-coded menu/UI text",""
"!c07によっては、同じエリア内にのみ/有効なモノもあるから、/よく覚えておいてね。","Some  !c07 are only valid,  /within the same area,  /so remember that.","Color-coded menu/UI text",""
"!c07にカーソルがあっている時に、/その!c01単位!c07が!c01ビンゴ表!c07にあれば、/カーソルが表示されるから、参考にしてね。","When the cursor is on !c07, /if that !c01credit!c07 is on /your  !c01Bingo Board !c07, a cursor shows.","Color-coded menu/UI text",""
"!c07にプレイする人の/使用するコントローラの/!aボタンを押してください","!c07 player, press  /the !a button on your controller","Color-coded menu/UI text",""
"!c07にプレイする人の/使用するコントローラの/!aボタンを押してね！","!c07 player, press  /the !a button on your controller!","Color-coded menu/UI text",""
"!c07の!c02１!c07の単位を手に入れた！","Got !c07's  !c021 !c07 credit !","Color-coded menu/UI text",""
"!c07の!c02２!c07の単位を手に入れた！","Got !c07's  !c022 !c07 credit !","Color-coded menu/UI text",""
"!c07の!c02３!c07の単位を手に入れた！","Got !c07's  !c023 !c07 credit !","Color-coded menu/UI text",""
"!c07の!c02４!c07の単位を手に入れた！","Got !c07's  !c024 !c07 credit !","Color-coded menu/UI text",""
"!c07の/カードを使った！","Used  !c07 card !","Color-coded menu/UI text",""
"!c07の/カードを手に入れた！","Got !c07 card !","Color-coded menu/UI text",""
"!c07の/カード効果が切れた！","!c07 card effect expired!","Color-coded menu/UI text",""
"!c07のカードを使った！","Used  !c07 card !","Color-coded menu/UI text",""
"!c07のカードを手に入れた！","Got !c07 card !","Color-coded menu/UI text",""
"!c07のカード効果が切れた/マスの一方通行が解除された","!c07 card effect ended  /One-way restriction lifted","Color-coded menu/UI text",""
"!c07のカード効果が切れた/マスの通行止めが解除された","!c07 card effect expired, /Roadblock removed","Color-coded menu/UI text",""
"!c07のカード効果が切れた/ルーレットが普通の状態に戻った","!c07 card effect expired, /Roulette returned to normal","Color-coded menu/UI text",""
"!c07のレベルが上がった！/レベル　!0になった！！","!c07 level increased! /Now Level !0! !","Color-coded menu/UI text",""
"!c07のレベルが下がった！/レベル　!0になった！！","!c07 level decreased! /Now Level !0! !","Color-coded menu/UI text",""
"!c07の入手方法は基本的に２つ。/まず、全プレイヤーに対して/５ターンにつき２枚ずつもらえるわ。","There are basically 2 ways to get !c07. /First, all players get,  /2 cards every 5 turns.","Color-coded menu/UI text",""
"!c07の合計が!0増えた！","Total !c07 +!0!","Color-coded menu/UI text",""
"!c07の合計が!0減った！","Total !c07 -!0!","Color-coded menu/UI text",""
"!c07の学園祭参加申込書を提出してね。","Submit  !c07's  /festival form.","Color-coded menu/UI text",""
"!c07の対戦よ！","!c07 battle !","Color-coded menu/UI text",""
"!c07の経験値　!0ポイントゲット！","!c07 EXP +!0 points !","Color-coded menu/UI text",""
"!c07の経験値　!0ポイントダウン！","!c07 EXP -!0 points !","Color-coded menu/UI text",""
"!c07の設定を、変更してください/!aボタンで決定/!bボタンでキャンセルします","Change  !c07 settings,  /Press !a to confirm, /Press !b to cancel","Color-coded menu/UI text",""
"!c07のＣＰＵを登録してね！/!c03「ランダム」!c07を選べば、/自動的にＣＰＵが決定されるわよ。","Register the  !c07 CPU! /Select  !c03'Random'!c07 to, /automatically choose a CPU.","Color-coded menu/UI text",""
"!c07のＣＰＵを登録してね！/!c04「ロード」!c07を選べば、今まで作った/ＥＤＩＴキャラをＣＰＵにして遊べるわよ。","Register the  !c07 CPU! /Select  !c04'Load'!c07 to use, /your EDIT characters as CPUs.","Color-coded menu/UI text",""
