"japanese","english","context","notes"
"（あ……行っちゃった。/　そんなに気にいらなかったのかな？）","(...they left.，/didn't like it that much?)","Portrait: !p0000!e00",""
"（あ、あっても/　買わない方がいいんじゃあ……）","(...even if there is，/better not buy...)","Portrait: !p0000!e00",""
"（あ、食べた……）","(...ate it...)","Portrait: !p0000!e00",""
"（あ〜ぁ、行っちゃった……。/　ちゃんと考えてあげれば良かったかな？/　でも、ホントのことだしな……プププ）","(...ah, they left...，/should have thought more?，/but it's true... hehehe)","Portrait: !p0000!e00",""
"（あ〜ぁ、行っちゃった……。/　ちゃんと考えてあげれば良かったかな？/　でも、ホントのことだしね……クスクス）","(...ah, they left...，/should have thought more?，/but it's true... hehehe)","Portrait: !p0000!e00",""
"（あ〜ぁ、行っちゃった……。/　ザキ、なんか寂しそうだったな……）","(...ah, they left...，/Zaki looked lonely...)","Portrait: !p0000!e00",""
"（あ〜ぁ、行っちゃった……。/　ザキのやつ、/　なんか寂しそうだったな……）","(...ah, they left...，/Zaki，/looked lonely...)","Portrait: !p0000!e00",""
"（あ〜ぁ、行っちゃった……）","(...ah, they left...)","Portrait: !p0000!e00",""
"（あ〜ぁ、行っちゃった。/　もしかして、ヤキモチをやいてたのかな？/　でも仕方ないわよねぇ……）","(...ah, they left.，/maybe jealous?，/but can't be helped...)","Portrait: !p0000!e00",""
"（あ〜ぁ、行っちゃった。/　ザキのヤツ、ヤキモチをやいてたのかな？/　でも仕方ないよな）","(...ah, they left.，/Zaki was jealous?，/but can't be helped)","Portrait: !p0000!e00",""
"（あ〜ぁ、行っちゃった。/　本当は何の写真だったんだろ？）","(...ah, they left.，/what was the photo really?)","Portrait: !p0000!e00",""
"（あ〜ぁ、行っちゃった。/　本当は何の写真だったんだ？）","(...ah, they left.，/what was the photo really?)","Portrait: !p0000!e00",""
"（あっ……行っちゃった。/　もっと違う言い方があったかなぁ……？）","(...ah, they left.，/was there a better way to say it...?)","Portrait: !p0000!e00",""
"（あっ、ボーマン……/　……俺は、どうすればよかったんだ？）","(...ah, Bowman...，/...what should I have done?)","Portrait: !p0000!e00",""
"（あっ、ボーマン……/　……私は、どうすればよかったの？）","(...ah, Bowman...，/...what should I have done?)","Portrait: !p0000!e00",""
"（あっ、ボーマン……。/　残念、力にはなれなかったか……）","(...ah, Bowman...，/unfortunately couldn't help...)","Portrait: !p0000!e00",""
"（あっ、ボーマン……。/　残念、力にはなれなかったかぁ……）","(...ah, Bowman...，/unfortunately couldn't help...)","Portrait: !p0000!e00",""
"（あっ、委員長……。/　……仕方ないか。/　今度はちゃんと手伝ってあげよう……）","(...ah, Chairperson...，/...can't be helped.，/I'll help properly next time...)","Portrait: !p0000!e00",""
"（あっ、委員長……）","(...ah, Chairperson...)","Portrait: !p0000!e00",""
"（あのミミズの這ったような文字……、/　どっかで見たな……。/　もしかして、あの人のサインでは……？）","(...worm-like writing...，/saw it somewhere...，/maybe that person's signature...?)","Portrait: !p0000!e00",""
"（あのミミズの這ったような文字……、/　どっかで見たわね……。/　もしかして、あの人のサインでは……？）","(...worm-like writing...，/saw it somewhere...，/maybe that person's signature...?)","Portrait: !p0000!e00",""
"（あの目に見つめられると……、/　本当に、支配されてしまいそう……）","(...stared at by those eyes...，/really feel controlled...)","Portrait: !p0000!e00",""
"（あの目に見つめられると……、/　本当に、支配されてしまいそうだよ……）","(...stared at by those eyes...，/really feel controlled...)","Portrait: !p0000!e00",""
"（あは…あはは……。/　なぁんだ……、俺てっきり……。/　蹴り飛ばしたりしなくて良かった……）","(...aha haha...，/what... I thought...，/good I didn't kick...)","Portrait: !p0000!e00",""
"（あは…あはは……。/　なぁんだ……、私てっきり……。/　蹴り飛ばしたりしなくて良かった……）","(...aha haha...，/what... I thought...，/good I didn't kick...)","Portrait: !p0000!e00",""
"（あはは……、/　ホントにうれしそうだな。/　よかったな、ロベルト……）","(...haha...，/really happy.，/good, Roberto...)","Portrait: !p0000!e00",""
"（あはは……。/　ももちゃんも、結構失礼なこと/　いってると思うよ……）","(...haha...，/Momo-chan says，/pretty rude things too...)","Portrait: !p0000!e00",""
"（あはは……。/　ももの方も、結構失礼なこと/　いってると思うよ……）","(...haha...，/Momo says，/pretty rude things too...)","Portrait: !p0000!e00",""
"（あはは……。/　エッジにとってアキラは、/　特別な存在なんだな……）","(...haha...，/to Edge, Akira，/is special...)","Portrait: !p0000!e00",""
"（あはは……。/　今まで寝てたくせに……）","(...haha...，/was sleeping until now...)","Portrait: !p0000!e00",""
