"japanese","english","context","notes"
"どうしたのよ、ももちゃん？/急に怒り出して……？","What's wrong, Momo-chan?/Suddenly angry …?","Portrait: !p0000!e00",""
"どうしたのよ、ザキ？/ため息なんかついちゃって。","What's wrong, Zaki?、 /You're sighing.","Portrait: !p0000!e00",""
"どうしたのよ、ボーマン。/何か……さっきまでとは雰囲気が違うわ。","What's up, Bowman./Something… mood's different.","Portrait: !p0000!e00",""
"どうしたのよ、恭介？/そんなにピリピリして。","What's wrong, Kyosuke?、/You're so tense.","Portrait: !p0000!e00",""
"どうしたの将馬？","What's up, Shoma?","Portrait: !p0000!e00",""
"どうしたの急に？","What's up suddenly?","Portrait: !p0000!e00",""
"どうしたの？","What's up?","Portrait: !p0000!e00",""
"どうしたの？　将馬。/あ、修一先輩、こんにちは！","What's up? Shoma. /Ah, Shuichi-senpai, hi!","Portrait: !p0000!e00",""
"どうしたんだ、!0？/……まさか。/何か心当たりがあるのか？","What's wrong, !0? /...Could it be./Got any clues?","Portrait: !p0303!e00",""
"どうしたんだ、もも。/ニヤニヤして。/俺に何か話でもあるの？","What's up, Momo./You're grinning. /Something to tell me?","Portrait: !p0000!e00",""
"どうしたんだ、もも？/そんなに慌てて……。","What's wrong, Momo? /So flustered …","Portrait: !p0000!e00",""
"どうしたんだ、エッジ？/そんな大きな声出して……。","What's wrong, Edge?、 /Shouting so loud …","Portrait: !p0000!e00",""
"どうしたんだ、ザキ。/こんなところで何やってんだ？","What's wrong, Zaki. /What are you doing here?","Portrait: !p0000!e00",""
"どうしたんだ、ロイ。","What's wrong, Roy.","Portrait: !p0000!e00",""
"どうしたんだ、ロイ。/ステップの練習か？","What's wrong, Roy./Practicing steps?","Portrait: !p0000!e00",""
"どうしたんだ、ロイ。/急にそんなコト聞いてくるなんて？","What's wrong, Roy./Why ask that suddenly?","Portrait: !p0000!e00",""
"どうしたんだ、ロベルト？/ひとりでブツブツいって……。","What's wrong, Roberto?、/Muttering to yourself…","Portrait: !p0000!e00",""
"どうしたんだ、九郎？/今、すごく恐い顔してたぞ……。","What's up, Kuro?/You had a scary look just now…","Portrait: !p0000!e00",""
"どうしたんだ、夏？/難しい顔して。","What's up, Natsu? /Looking serious.","Portrait: !p0000!e00",""
"どうしたんだ、将馬。","What's wrong, Shoma.","Portrait: !p0000!e00",""
"どうしたんだ、将馬。/機嫌がよさそうだな。","What's up, Shoma. /You seem happy.","Portrait: !p0000!e00",""
"どうしたんだ、将馬？","What's wrong, Shoma?","Portrait: !p0000!e00",""
"どうしたんだ、岩？/急に黙っちまって……。","What's up, Iwa? /You went quiet …","Portrait: !p0000!e00",""
"どうしたんだ、岩？/１人でボーッとしてさ。","What's wrong, Iwa?、/Spacing out alone.","Portrait: !p0000!e00",""
"どうしたんだ、急に？","What's up, suddenly?","Portrait: !p0000!e00",""
"どうしたんだ、恭介？/そんなにピリピリして。","What's wrong, Kyosuke?、/You're so tense.","Portrait: !p0000!e00",""
"どうしたんだよ、/そんなに膨れっ面で。/みんな見てるじゃないか。","What's wrong, /with that pouty face./Everyone's watching.","Portrait: !p0000!e00",""
"どうしたんだよ、その金魚。/ひぃふぅみぃ……十匹もいるじゃないか！/全部恭介がとったのか？","What's with those goldfish. /One two three… ten！/Did Kyosuke catch all?","Portrait: !p0000!e00",""
"どうしたんだよ、もも？/急に怒り出して……？","What's wrong, Momo? /Suddenly angry …?","Portrait: !p0000!e00",""
"どうしたんだよ、アキラ。/元気ないじゃないか。","What's wrong, Akira./You look down.","Portrait: !p0000!e00",""
"どうしたんだよ、ザキ？/ため息なんかついて。","What's wrong, Zaki?、 /You're sighing.","Portrait: !p0000!e00",""
"どうしたんだよ、夏？/ため息なんかついて。","What's wrong, Natsu?、/You're sighing.","Portrait: !p0000!e00",""
"どうしたんだ？","What's wrong?","Portrait: !p0000!e00",""
"どうしたんだ？　将馬。/あ、修一さん、こんちはっす。","What's wrong? Shoma./Ah, Shuichi-san, hey.","Portrait: !p0000!e00",""
"どうしたんです、醍醐先輩？/恐い顔して……。","What's wrong, Daigo-senpai? /That scary face…","Portrait: !p0000!e00",""
"どうしたんですか、醍醐先輩！/しっかりしてください！","What's wrong, Daigo-senpai！/Pull yourself together！","Portrait: !p0000!e00",""
"どうしたんですか、醍醐先輩？","What's wrong, Daigo-senpai?","Portrait: !p0000!e00",""
"どうしたんですか？/流さん！","What's wrong? /Nagare-san!","Portrait: !p0000!e00",""
"どうしたんですか？/流先輩！","What's wrong? /Nagare-senpai！","Portrait: !p0000!e00",""
"どうした？","What's up?","Portrait: !p0000!e00",""
"どうした？/いってみろ。","What's wrong? /Tell me.","Portrait: !p1900!e00",""
"どうして、そう思うの……？","Why do you think that …?","Portrait: !p0502!e00",""
"どうして、戦ったのだ？/俺への挑戦だったはずだが……。","Why did you fight?/It was supposed to be a challenge to me…","Portrait: !p1900!e00",""
"どうして、素直に一緒に行こうって/いえないのかね……。/まったく……。","Why can't you honestly say、/let's go together…/Really …","Portrait: !p2302!e00",""
"どうしてぇ？","Why?","Portrait: !p2400!e00",""
"どうしてだよ？/別に、いいじゃないか。","Why?、/It's fine, isn't it?","Portrait: !p0000!e00",""
"どうしてですか？","Why?","Portrait: !p2400!e00",""
"どうしてです？/醍醐先輩って、/甘いものってダメでしたっけ？","Why?、/Doesn't Daigo-senpai、 /dislike sweets?","Portrait: !p0000!e00",""
"どうしてよ？/別に、悪いことじゃないじゃない。","Why?、/It's not a bad thing, is it?","Portrait: !p0000!e00",""
"どうしてアンタは、/アタイに付きまとうんだい？","Why do you、/follow me around?","Portrait: !p2300!e00",""
"どうして九郎は、/ジャスティス学園に入学したの？","Why did Kuro、/enroll at Justice Academy?","Portrait: !p0000!e00",""
"どうして九郎は、/ジャスティス学園に入学したんだ？","Why did Kuro、/enroll at Justice Academy?","Portrait: !p0000!e00",""
"どうして？","Why?","Portrait: !p0500!e00",""
"どうしよう、このままじゃ……、/でも今から注文しても/間に合わないし……","What to do, like this …/Even ordering now/won't make it in time…","Portrait: !p1803!e00",""
"どうじゃ、!0さん？/うまいかのう？","How is it,　!0-san? /Is it good?","Portrait: !p1201!e00",""
"どうじゃ、!0？/うまいかのう？","How is it,　!0? /Is it good?","Portrait: !p1201!e00",""
"どうするって言われても……/私は雹さんが何をやっても、/特に何もせずに見逃すと思います。","Even if you ask …/I'd overlook whatever/Hail-san does.","Portrait: !p0000!e00",""
"どうするって言われても……/私は雹クンが何をやっても、/特に何もせずに見逃すと思うわ。","Even if you ask …/I'd overlook whatever/Hail-kun does.","Portrait: !p0000!e00",""
"どうせなら、/キャンプファイアーに行かないか？","If so, shall we go/to the campfire?","Portrait: !p0000!e00",""
"どうせなら、/キャンプファイアーに行かない？","If so, want to go /to the campfire?","Portrait: !p0000!e00",""
"どうせロクなことしてないから、/昔の方がイイはずもないし。","Not doing anything good anyway, /so the past can't be better.","Portrait: !p0000!e00",""
"どうせロクなことしてないから、/昔の方がイイはずもないしね。","Not doing anything good anyway, /so the past can't be better.","Portrait: !p0000!e00",""
"どうせ同じ学園祭なら、/晴れてた方がいいに決まってるものね。","If it's the same festival,/sunny is definitely better.","Portrait: !p0000!e00",""
"どうせ同じ学園祭なら、/晴れてた方がいいに決まってるもんな。","If it's the same festival,/sunny is definitely better.","Portrait: !p0000!e00",""
