"japanese","english","context","notes"
"他のクラスで、/もしかしたら余ってるかもしれない。/それを借りてこよう！","Other classes might have extras. /Let's borrow from them！","Portrait: !p0000!e00",""
"他のクラスで、/もしかしたら余ってるかもしれないし。/それを借りてみたら？","Other classes might have extras. /Want to try borrowing?","Portrait: !p0000!e00",""
"他のクラスに借りに行く/今ある道具で工夫する/なぐさめる","Take from other class /Try with current tools /Comfort","Portrait: !pffff!e00",""
"他のプレイヤーと戦います/勝つと単位や友好度を強奪できます","Battle other players /Win to steal credits and Affinity","Portrait: !pffff!e00",""
"他のプレイヤーのパートナーを奪うことも/できます（ただし失敗する場合もあります）/誰をパートナーにしますか？","You can also steal partners from other players (may fail) /Who will you make your partner?","Portrait: !pffff!e00",""
"他の委員たちはそうかもしれないけどね。/僕はそんな非効率的な事はしないさ。","Other committee members might, but,/I don't do such inefficient things.","Portrait: !p0300!e00",""
"他の子と行く/ザキと一緒に行く/１人で行く","Go with others/Go with Zaki/Go alone","Portrait: !pffff!e00",""
"他の子と行く約束をしてるんだ。","I'm going with another.","Portrait: !p0000!e00",""
"他の手を考える。じゃあな！","I'll try another way.","Portrait: !p2303!e00",""
"他の楽器も/ひと通り勉強してはいますけど。","I've studied other instruments too, but.","Portrait: !p2500!e00",""
"他の部員に負けてられないわ！/ねぇ、どのイベントが/一番ネタになると思う？","Can't lose to other members!/Hey, which event /makes the best story?","Portrait: !p2100!e00",""
"他校を武力制圧するのが/いいと思います！","We should conquer /other schools!","Portrait: !p0000!e00",""
"仮にモデルに転職したとして、/ずっと続けていく自信は、私にはないわ。","Even if switching to modeling, /I lack confidence to continue.","Portrait: !p1400!e00",""
"任せておけ！/お前がこうして、応援してくれるんだ。/これ以上、心強い味方はいない！","Leave it to me！/You're supporting me like this. /No more reliable ally！","Portrait: !p0602!e00",""
"任せておけ！/僕のオリジナルトレーニングで/お前の必殺技を変えてやろう！","Leave it to me！/I'll change your special move/with my training！","Portrait: !p2800!e00",""
"任せてください！/届けておきますよ！","Leave it to me！/I'll deliver it！","Portrait: !p0000!e00",""
"任務だかなんだか知らないけど、/他人の人生をそんな風に/束縛していいわけないじゃないか！","Mission or whatever, /you can't bind someone's life like that！","Portrait: !p0000!e00",""
"任務だかなんだか知らないけど、/他人の人生をそんな風に/束縛していいわけないじゃない！","Mission or whatever, /you can't bind someone's life like that！","Portrait: !p0000!e00",""
"休学して修行に出ていたからな。/結果的に３年に居残りだ。/あまり格好の良い話ではないな。","I took leave for training. /Result is staying in third year. /Not a great story.","Portrait: !p1900!e00",""
"会っても、私と目を合わそうとしないの。/私、２人に何か悪いことしたかな？","Even when we meet, they won't look at me. /Did I do something bad?","Portrait: !p1100!e00",""
"佐渡先生に是非作り方を/教えていただこうと思いまして。","I wanted Sado-sensei to teach me/how to make it.","Portrait: !p1300!e00",""
"体育館から借りてきた椅子を/他のクラスが持っていったとかで、/もめてたんでね。仲介に入ってたのさ。","Chairs from the gym were taken /by another class, so there was trouble./I was mediating.","Portrait: !p2300!e00",""
"体育館に、何しに来てたの？","Why'd you come to the gym?","Portrait: !p0000!e00",""
"体育館に、何しに来てたんだ？","Why'd you come to the gym?","Portrait: !p0000!e00",""
"体育館の片付けが、ユウウツだなぁ。/バレー部は毎年手伝うんだけど、/大変なのよね、あれ……。","Gym cleanup is depressing. /Volleyball club helps every year, but it's tough …","Portrait: !p0503!e00",""
"体育館は、文化系クラブのイベントを/やってるんですね。","The gym is doing cultural club events.","Portrait: !p1500!e00",""
"何……、/ロベルトの話って……？","What…/about Roberto...?","Portrait: !p0000!e00",""
"何、これ？","Hmm, this?","Portrait: !p0000!e00",""
"何いってやがる。/まだ一年以上も/高校生活が残ってるだろうが。","What? /You've still got over a year/of high school left.","Portrait: !p2000!e00",""
"何いってんだい。/ちゃんと聖女の校章も付いてるだろ？/ちょっと改造してあるだけさ。","What are you saying. /It has Seijun's emblem, right?/Just modified a bit.","Portrait: !p2301!e00",""
"何いってんだよ！/自分のことは自分で決めろよ。/男だろ！","What're you saying！/Decide for yourself！/Be a man!","Portrait: !p0000!e00",""
"何いってんの！/自分のことは自分で決めなさいよ。/男でしょ！","What're you saying！/Decide for yourself！/You're a man!","Portrait: !p0000!e00",""
"何かあったのか？/世界で一番不幸みたいな顔してよ？","What happened? /You look like the unluckiest guy.","Portrait: !p1000!e00",""
"何がだよ？","What?","Portrait: !p0000!e00",""
"何がよ？","What?","Portrait: !p0000!e00",""
"何が行われるのか確認もせずにか？/いささか性急で軽率な判断だな。","Without checking what's going on? /That's rash and careless.","Portrait: !p1603!e00",""
"何が雄姿だよ。/ま、でもさっきはちょっぴり/カッコよかったぜ。","What heroic figure. /Well, but you were a bit cool earlier.","Portrait: !p0402!e00",""
"何してるの、エッジ！","Edge！ What?!","Portrait: !p0000!e00",""
"何してんの、アキラ？/こんなところで、考えごと？","What are you doing, Akira?/Thinking here?","Portrait: !p0000!e00",""
"何だ、これ？","What's this?","Portrait: !p0000!e00",""
"何だ、これ？/巻き物みたいだけど……。","What is this? /Looks like a scroll…","Portrait: !p0000!e00",""
"何だ、そんなことか。/なら、俺が持っていってやるよ。","Is that all./Then I'll take it.","Portrait: !p0000!e00",""
"何だ、そんなことか。/なら、私が持っていってあげるよ。","Is that all./Then I'll take it.","Portrait: !p0000!e00",""
"何だ、つまらないな……。","What, boring…","Portrait: !p0000!e00",""
"何だ、もも？/その大きな荷物は。","What, Momo? /That big luggage?","Portrait: !p0000!e00",""
"何だ、別にそれぐらいならいいぜ。/……でも、どうして自分で/持っていかないんだ？","What, that's fine. /…But why don't you take it yourself?","Portrait: !p0000!e00",""
"何だ、別にそれぐらいならいいわよ。/……でも、どうして自分で/持っていかないの？","What, that's fine. /…But why don't you take it yourself?","Portrait: !p0000!e00",""
"何だか、申し訳ないな。/ケガでみんなに迷惑かけた上に、/お祝いまでしてもらうなんて……。","Somehow, I'm sorry./Caused trouble with injury, /and getting congratulations...","Portrait: !p0600!e00",""
"何だよ……、/ロベルトの話って……？","What…/about Roberto...?","Portrait: !p0000!e00",""
"何だよ……、/教えてくれたっていいじゃないか。","What…/you could have told me.","Portrait: !p0000!e00",""
"何だよ、いきなり！？/これって、新聞部の人がよく持ってる/カメラを入れるケースだろ？","What, suddenly！? /This is the case newspaper club/uses for cameras, right?","Portrait: !p0000!e00",""
"何だよ、お前たち……。","What, you guys…","Portrait: !p0600!e00",""
"何だよ、エッジ？/ニヤニヤしてさ。","What, Edge? /Grinning.","Portrait: !p0000!e00",""
"何だよ、九郎、/ニヤニヤしてさ。","What, Kuro, /grinning.","Portrait: !p0000!e00",""
"何だよ、九郎？/聖純女学院の教室なんか覗いたりして……。/案外、隅に置けないんだな。","What, Kuro? /Peeking into Seijun classrooms …/Can't underestimate you.","Portrait: !p0000!e00",""
