"japanese","english","context","notes"
"う〜ん……/思ったより成績が伸びなくて……ね。/もうちょっとイケると思ったのに……。","Hmm... /My results didn't improve /as much as I'd hoped...","Portrait: !p0000!e00",""
"う〜ん……こんな言い方が/あってるのか判らないですけど、/もうちょっと覇気があってもいいような……","Hmm... not sure if this is right, /but it could use a bit /more spirit...","Portrait: !p0000!e00",""
"う〜ん、なんだかさっぱり/わかんないわ……。","Hmm, I just don't understand...","Portrait: !p0000!e00",""
"う〜ん、なんだか全然/ワケわかんねぇな……。","Hmm, I just don't understand...","Portrait: !p0000!e00",""
"う〜ん、やっぱりジャパニーズの/考えることは、ボクにはわからない！","Hmm, I just can't understand、/how Japanese people think！","Portrait: !p0703!e00",""
"う〜ん、ハッキリと/教えてくれなかったんだよね。/当日のお楽しみだから、って。","Hmm, they didn't tell me clearly. /'It's a surprise for the day,' they said.","Portrait: !p0203!e00",""
"う〜ん、修一さんと比べるとなぁ。/でもまぁ血は繋がってるわけだし、/今からでも、かっこよく……なるのかなぁ？","Hmm, compared to Shuichi-san... /But we're related by blood, so、 /maybe I can become cool... even now?","Portrait: !p0000!e00",""
"う〜ん、修一先輩と比べるとねぇ。/でもまぁ血は繋がってるし、/今からでも、かっこよく……なるのかな？","Hmm, compared to Shuichi-senpai... /But we're related, so /maybe I can become cool...?","Portrait: !p0000!e00",""
"う〜ん、悪いけど、/それは絶対ムリだな！","Hmm, sorry, but /that's totally impossible!","Portrait: !p0000!e00",""
"う〜ん、悪いけど、/それは絶対ムリね！","Hmm, sorry, but /that's totally impossible!","Portrait: !p0000!e00",""
"う〜ん、毎日楽しいし、/特に悩みなんてないなぁ。","Hmm, every day is fun, /no worries here.","Portrait: !p0000!e00",""
"う〜ん、毎日楽しいし、/特に悩みなんてないわよ。","Hmm, every day is fun, /no worries here.","Portrait: !p0000!e00",""
"う〜ん、特にないなぁ。/これで十分だと思いますよ。","Hmm, nothing really. /I think this is enough.","Portrait: !p0000!e00",""
"うう……ダンスは苦手だけど、/この技を覚える為には仕方ないか……。/よぉし、いくぜ！","Ugh... bad at dancing, but /gotta learn this move... /Alright, let's go!","Portrait: !p0000!e00",""
"うう……ダンスは苦手だけど、/この技を覚える為には仕方ないか……。/よし、いくわよ！","Ugh... bad at dancing, but /gotta learn this move... /Alright, let's go!","Portrait: !p0000!e00",""
"ううっ……。","Ugh...","Portrait: !p1903!e00",""
"ううん……、成績がいまいち/パッとしなかっただけ……。","No... /my results just weren't great...","Portrait: !p0000!e00",""
"ううん……、成績がいまいち/パッとしなかっただけだよ……。","No... /my results just weren't great...","Portrait: !p0000!e00",""
"ううん……。/ちょっとイヤな/２人づれを見ただけ……。","No... /I just saw an unpleasant couple...","Portrait: !p0503!e00",""
"ううん……。/私、馬鹿な選択だなんて思わない。","No... /I don't think it's a stupid choice.","Portrait: !p0000!e00",""
"ううん……いいわ。/ちゃんと確認を取らなかった/私の責任ですもの。","No... it's fine. /It's my fault for not /confirming properly.","Portrait: !p1803!e00",""
"ううん、/そうしたいの！","No, /I want to do that!","Portrait: !p0502!e00",""
"ううん、/ちょっとね……。/聞いてみたかっただけ。","No, /just a bit...　/I just wanted to ask.","Portrait: !p1100!e00",""
"ううん、あなたには無理ね。/ここは大人しく、/私たち美術部に任せてちょうだい。","No, you can't do it.　/Be quiet and、 /leave it to us art club members.","Portrait: !p3100!e00",""
"ううん、ごめん。なんでもない……。/変な話してごめん。それじゃ！","No, sorry. It's nothing... /Sorry for the weird talk. Bye!","Portrait: !p0502!e00",""
"ううん、なんでもない。/ま、将馬もあんまり気に/しない方がいいんじゃない？","No, it's nothing. /Well, Shoma shouldn't worry、/too much either, right?","Portrait: !p0000!e00",""
"ううん、なんでもない！/じゃね、先生！！","No, it's nothing！　/See ya, sensei！！","Portrait: !p0000!e00",""
"ううん、なんでもない！/なんでもないよ！/ふーんふふーん……。","No, it's nothing！　/It's nothing！ /Hmm hmm...","Portrait: !p0000!e00",""
"ううん、今日は遠慮しとくわ……。","No, I'll pass today...","Portrait: !p0000!e00",""
"ううん、何でもないですぅ……。/呼んでみたかっただけですぅ……。","No, it's nothing... /I just wanted to call you...","Portrait: !p2401!e00",""
"ううん、何でもないよ。/でも、私、ちょっと安心した。","No, it's nothing. /But I feel a bit relieved.","Portrait: !p1101!e00",""
"ううん、委員長は強いよ。/私たちにない強さを持ってるから、/みんなに信頼されてるんだよ。","No, the chairperson is strong. /She has strength we don't, /so everyone trusts her.","Portrait: !p0201!e00",""
"ううん、知らないけど？","No, I don't know?","Portrait: !p0000!e00",""
"ううん、私は写真を撮りに来ただけだよ。","No, I just came to take photos.","Portrait: !p0000!e00",""
"ううん、見てないけど……/何かあったの？/そんなに慌てて。","No, I didn't see... /Something happen? /You're so flustered.","Portrait: !p0000!e00",""
"ううん。/私は、いらないよ。","No. /I don't need it.","Portrait: !p0000!e00",""
"うおっと！","Whoa！","Portrait: !p0000!e00",""
"うそうそ！　ウソだってば！/ちょっと嬉しかったから……。","No way！ I'm lying！　/I was just happy...","Portrait: !p0000!e00",""
