"japanese","english","context","notes"
"ああ、!0か。/ちょっと守備のイメージトレーニングをな。/……こっちの時は、こう捕って……。","Ah, !0. /Just doing defensive visualization./…When it comes this way, catch like…","Portrait: !p0400!e00",""
"ああ、!0か。/ボクがジャパニーズを見直したのは、/間違いだったかもしれない……。","Ah, !0, huh./Maybe I was wrong to, /rethink Japanese people…","Portrait: !p0700!e00",""
"ああ、!0さん。/学園祭の準備で出たゴミを/集めて回ってたところなの。","Ah, !0. /I was collecting trash,/from festival preparations.","Portrait: !p1800!e00",""
"ああ、!0君。/いいところに。/ちょっと頼まれてくれませんか。","Ah, !0. /Perfect timing. /Could you do me a favor?","Portrait: !p1300!e00",""
"ああ、!0君。/学園祭の準備で出たゴミを/集めて回ってたところなの。","Ah, !0. /I was collecting trash,/from festival preparations.","Portrait: !p1800!e00",""
"ああ、!0君か。/いや実はね、実行委員から空手の披露を/やって欲しいという話があってね。","Ah, !0, huh./Actually, the committee asked me, /to do a karate demonstration.","Portrait: !p1300!e00",""
"ああ、/ランみたいなのが部員にいるからな。/にぎやかなのは確かだよ。","Ah, /with members like Ran,/it's definitely lively.","Portrait: !p0000!e00",""
"ああ、『日本晴れ』な。/よく知ってるね、ロイ。","Ah, 'Nihon-bare'. /You know it well, Roy.","Portrait: !p0000!e00",""
"ああ、『日本晴れ』ね。/よく知ってるね、ロイ。","Ah, 'Nihon-bare'. /You know it well, Roy.","Portrait: !p0000!e00",""
"ああ、いいぜ。/でも甘い評価はつけないからな！","Ah, fine. /But I won't be easy on you!","Portrait: !p0000!e00",""
"ああ、いいよ……。","Ah, okay…","Portrait: !p0000!e00",""
"ああ、いいよ。","Ah, okay.","Portrait: !p0000!e00",""
"ああ、いいよ。/それじゃあ、行こうか。","Ah, okay. /Well then, let's go.","Portrait: !p0000!e00",""
"ああ、いいよ。/何なら、アキラのクラスの女の子も/いっぱい連れて来ていいぞ。","Ah, okay. /If you want, bring lots of/girls from Akira's class too.","Portrait: !p0000!e00",""
"ああ、いいよ！/でも将馬と約束してるなら、/ちゃんと将馬と行かないとダメだよ。","Ah, okay！/But if you promised Shoma,/you have to go with Shoma properly.","Portrait: !p0000!e00",""
"ああ、こうして移動販売までして/頑張ったけどなぁ。","Ah, I worked hard, /even doing mobile sales...","Portrait: !p1000!e00",""
"ああ、さっきプールでね。/だけど、随分てこずらされたよ。/普通の金魚と全く動きが違うんだ。","Ah, at the pool earlier./But it was tough. They/move different from normal goldfish.","Portrait: !p0300!e00",""
"ああ、すみません、/別に教師が向いてないとか/そういう意味じゃないですよ！","Ah, sorry,/I didn't mean you're not /suited to be a teacher!","Portrait: !p0000!e00",""
"ああ、そうかよ！/売れるわけないとか、無理とか/後ろ向きなことばっかりいいやがってよォ！","Ah, is that so?!/You keep saying negative stuff /like 'won't sell' or 'impossible'！","Portrait: !p1003!e00",""
"ああ、そうだな。","Ah, yeah.","Portrait: !p0000!e00",""
"ああ、そうだな。/やっぱりみんなで大騒ぎするのが/一番楽しいよな。","Ah, yeah. /Making a big ruckus together, /is the most fun.","Portrait: !p0000!e00",""
"ああ、そうだな。/卒業生だけじゃなくて、/他の学校の人まで来てるらしいから。","Ah, yeah. /Not just graduates,/people from other schools too.","Portrait: !p0000!e00",""
"ああ、そうだな。/祭りの日は、こうでなくては。","Ah, yeah. /Festivals should be like this.","Portrait: !p1901!e00",""
"ああ、そうだよ。","Ah, yes.","Portrait: !p0000!e00",""
"ああ、そうだよ。/みんな一生懸命練習してたからな。","Ah, that's right./Everyone was practicing hard.","Portrait: !p0000!e00",""
"ああ、そうだよ。/笑いに来たんだ。","Ah, that's right./Came to laugh.","Portrait: !p0000!e00",""
"ああ、そうだ！/いいか、後になって後悔しないために、/普段からすべてに全力を出せ！！","Ah, that's right!/To avoid regret, /give your all to everything！！","Portrait: !p2001!e00",""
"ああ、そうらしいね。","Ah, seems so.","Portrait: !p0000!e00",""
"ああ、それくらいなら、/まかせとけって。","Ah, if that's all,/leave it to me.","Portrait: !p0000!e00",""
"ああ、ちょうどどこに行こうか、/迷ってたトコロさ。","Ah, I was just wondering,/where to go.","Portrait: !p0700!e00",""
"ああ、ちょっと休憩だ。/俺も、ちったぁ客の気分を/味わいたいからな！","Ah, just a break./I want to feel/like a customer too!","Portrait: !p1001!e00",""
"ああ、ちょっと本場の射撃を/見せてやろうと思ってね。","Ah, I thought I'd show you,/some real shooting.","Portrait: !p0701!e00",""
"ああ、でも普通にやったら/地味かもしれませんね。/先生、空手着とかないですか？","Ah, but if I do it normally, /it might be plain./Sensei, got a karate gi?","Portrait: !p0000!e00",""
"ああ、でも普通にやったら/地味かもしれませんねぇ。/先生、空手着とかないんですか？","Ah, but if I do it normally, /it might be plain./Sensei, got a karate gi?","Portrait: !p0000!e00",""
"ああ、どうということはない。","Ah, it's nothing.","Portrait: !p1900!e00",""
"ああ、まぁな。/それはペンダントトップっていうんだ。","Ah, well. /That's called a pendant top.","Portrait: !p1000!e00",""
"ああ、まぁね。/付き合ってるカップルとか、/これから付き合おうとする２人とかだろ？","Ah, well. /Couples dating, or/two about to start, right?","Portrait: !p0000!e00",""
"ああ、もちろん！/そういうひなたこそ、/ウキウキしまくってるみたいだな。","Ah, of course！/That Hinata is, /bouncing with excitement.","Portrait: !p0000!e00",""
"ああ、やっぱり学園祭の日でも/朝練したんだ。","Ah, you practiced even/on festival day.","Portrait: !p0000!e00",""
"ああ、わかってるって！","Ah, I know！","Portrait: !p0101!e00",""
