"japanese","english","context","notes"
"なんだよ、ロベルト、/サッカーボールなんか持って。/こんなときまで、練習するつもりなのか？","What, Roberto, carrying a soccer ball. /Are you planning to practice even now?","Portrait: !p0000!e00",""
"なんだよ、不幸の写真って……？","What, a misfortune photo...?","Portrait: !p0000!e00",""
"なんだよ、夏。/また１人で黄昏てんのか？","What, Natsu./Daydreaming alone again?","Portrait: !p0000!e00",""
"なんだよ水臭いな。/俺でよければ、相談にのるけど？","What, don't be distant./If I'm okay, wanna talk?","Portrait: !p0000!e00",""
"なんだよ？","What?","Portrait: !p0000!e00",""
"なんだオマエ、/そんなコト気にしてたのかよ。","What, you were worried about that?","Portrait: !p0100!e00",""
"なんだティファニー、/ロイやボーマンたちとは/一緒じゃなかったのか？","What, Tiffany, weren't you with Roy and Bowman?","Portrait: !p0000!e00",""
"なんだ？/この蚊の鳴くような声の客引きは……？","What? /This weak-voiced customer caller …?","Portrait: !p0000!e00",""
"なんていうか……、/『深山幽谷』って感じで、いいですね。","How to say.../It has a 'secluded valley' feel, nice.","Portrait: !p0000!e00",""
"なんですか？/かまいませんよ、何でもいってください。","What is it? /It's fine, say anything.","Portrait: !p1300!e00",""
"なんでだい？","Why?","Portrait: !p2300!e00",""
"なんでも、/一日二本飲むだけで、/無理なくダイエットできるとかいう話だぜ。","They say drinking two bottles a day,/lets you diet without strain.","Portrait: !p0000!e00",""
"なんでも、/一日二本飲むだけで、/無理なくダイエットできるとかいう話よ。","They say drinking two bottles a day,/lets you diet without strain.","Portrait: !p0000!e00",""
"なんでも、誰か一人が一品だけ作る/「超レアケーキ」なんだとさ！！/クジでオレが作ることになっちまってよ。","They say one person makes one 'Ultra Rare Cake'!！/I got picked by lottery to make it.","Portrait: !p0101!e00",""
"なんとかするより、/素直に着ればいいじゃない。","Rather than fix it, /just wear it honestly.","Portrait: !p0000!e00",""
"なんとかするより、/素直に着ればいいじゃないか。","Rather than fixing it, /just wear it honestly.","Portrait: !p0000!e00",""
"なんとかっていわれても……","Even if you say that…","Portrait: !p0000!e00",""
"なんとかっていわれてもなぁ……","Even if you say 'somehow'...","Portrait: !p0000!e00",""
"なんとか断る/他の人を推薦する/喜んで行く","Say no/Recommend someone /Gladly go","Portrait: !pffff!e00",""
"なんなら、僕とダンスの一つでも/踊ってみるかい？/それもいいトレーニングだと思うけどね。","If you want, want to try dancing with me? /That's good training too.","Portrait: !p0300!e00",""
"なーなー、見たか、!0。/聖純の子ってさ、なんかいいよなー。/やっぱお嬢様って感じでよぅ。","Hey hey, see that, !0. /Seijun girls are nice. /They really feel like ladies.","Portrait: !p0401!e00",""
"なーにボクに任せれば、/すべて問題ないさ！/さ、行くぞ！！","Leave it to me, all's fine！/Let's go！！","Portrait: !p0701!e00",""
"ぬぅぅん……。/ソース味……、/いや、カレー味かのう……。","Hmm.../Sauce flavor …/no, curry flavor …","Portrait: !p1203!e00",""
"ぬおーーーーーーッッッ！！","Whooooa!！","Portrait: !p1201!e00",""
"ぬ？/ああ、そうなんじゃ。/待っとったんじゃ……。","Huh?/Ah, I see./I was waiting...","Portrait: !p1203!e00",""
"ね、ねぇ……、キャンプファイアーって、/グラウンドでやるのよねぇ？/（ソワソワ……）","H-hey... the campfire is on the grounds, right? (fidgeting…)","Portrait: !p2102!e00",""
"ねぇ……!0さん。/どうして、学園祭には/お酒が飲めるところがないのかしら……？","Hey... !0-san. /Why aren't there places/to drink at the festival …?","Portrait: !p1403!e00",""
"ねぇ……!0クン。/どうして、学園祭には/お酒が飲めるところがないのかしら……？","Hey... !0-kun. /Why aren't there places/to drink at the festival …?","Portrait: !p1403!e00",""
"ねぇ……、それでいいよね？","Hey... that's fine, right?","Portrait: !p0000!e00",""
