"japanese","english","context","notes"
"（雹さんの表情が、/　さっきまでとは変わって/　少し明るく見える……気がする）","(...Hail-san's expression /changed from before, /looks a bit brighter... I think)","Portrait: !p0000!e00",""
"（雹クン……/　やっぱり怪しい生徒会だわ……）","(...Hail-kun... /suspicious student council...)","Portrait: !p0000!e00",""
"（雹クン……/　本当に何かをするつもり？）","(...Hail-kun... /really planning something?)","Portrait: !p0000!e00",""
"（雹クン……/　言葉とは裏腹に、/　何か楽しそうに去っていったわ……）","(...Hail-kun... /despite words、/left looking happy...)","Portrait: !p0000!e00",""
"（雹クン……）","(...Hail-kun...)","Portrait: !p0000!e00",""
"（雹クンに感謝されるなんて、/　めったにない体験だわ……）","(...being thanked by Hail-kun、 /rare experience...)","Portrait: !p0000!e00",""
"（雹クンの表情が、/　さっきまでとは変わって/　少し明るく見える……気がする）","(...Hail-kun's expression /changed from before, /looks a bit brighter... I think)","Portrait: !p0000!e00",""
"（面と向かってそんなこと言える所が/　恭介らしいな……。/　でも、犯人は誰だったんだろう……？）","(...being able to say that directly、 /is like Kyosuke... /but who was the culprit...?)","Portrait: !p0000!e00",""
"（面と向かってそんなこと言える所が/　恭介らしいわね……。/　でも、犯人は誰だったのかしら……？）","(...being able to say that directly、 /is like Kyosuke... /but who was the culprit...?)","Portrait: !p0000!e00",""
"（頼むか怒るか、どっちかにしてよね。/　でも、ランちゃんとなら/　行ってみてもいいかな）","(...ask or get angry, pick one. /but with Ran-chan、/might go...)","Portrait: !p0000!e00",""
"（頼むか怒るか、どっちかにしろよな。/　でも、ランとなら行ってみてもいいかな）","(...ask or get angry, pick one. /but with Ran、 /might go...)","Portrait: !p0000!e00",""
"（２０万？　さすがロイ……。/　学生がするようなモノじゃないよな）","(...200,000? As expected, Roy...　/not something students do)","Portrait: !p0000!e00",""
"（２０万？　さすがロイ……。/　学生がするようなモノじゃないわよねぇ）","(...200,000? As expected, Roy...　/not something students do)","Portrait: !p0000!e00",""
"１つですか？/そうですね……。","One?、/Yes...","Portrait: !p0000!e00",""
"１ドル札じゃない。/どうしたの、それ？","Not a dollar bill.　/What's that?","Portrait: !p0000!e00",""
"１ドル札じゃないか。/どうしたんだ、それ？","Not a dollar bill.　/What's that?","Portrait: !p0000!e00",""
"１人でかい？","Going alone?","Portrait: !p2300!e00",""
"１人で行くつもりだよ。","Planning to go alone.","Portrait: !p0000!e00",""
"１人で行っても、つまらないからな。/付き合ってくれるヤツを探してたんだ。","Going alone is boring, so、 /was looking for someone to come.","Portrait: !p0600!e00",""
"２−Ｃって……、/聖純女学院の教室じゃない。/誰にあげるの？","2-C... /that's Seijun classroom. /Who are you giving it to?","Portrait: !p0000!e00",""
"２−Ｃって……、/聖純女学院の教室じゃないか。/誰にあげるんだ？","2-C... /that's Seijun classroom. /Who are you giving it to?","Portrait: !p0000!e00",""
"２人とも遅刻した/２人の演奏で観客全員が寝た/２人とも１位をとった","Both were late/ Both fell asleep during performance/ Both got 1st place","Portrait: !pffff!e00",""
"２人は知り合いなんですか？/知らなかったな。","Are you two acquainted?、 /Didn't know.","Portrait: !p0000!e00",""
"３年になったら、もっとすごいものに/換えるつもりなんじゃ！/ガハハハ！","When I'm a third-year, planning to /upgrade to something amazing! /Gahaha!","Portrait: !p1201!e00",""
"４ターンの間、!0の/!c03体力!c07がレベルダウン！","For 4 turns, !0's /!c03HP!c07 is level down!","Portrait: !pffff!e00",""
"４ターンの間、!0の/!c03攻撃力!c07がレベルダウン！","For 4 turns, !0's /!c03ATK!c07 is level down!","Portrait: !pffff!e00",""
"４ターンの間、!0の/!c03根性!c07がレベルダウン！","For 4 turns, !0's /!c03GUTS!c07 is level down!","Portrait: !pffff!e00",""
"４ターンの間、!0の/!c03潜在能力!c07がレベルダウン！","For 4 turns, !0's /!c03Potential!c07 is level down!","Portrait: !pffff!e00",""
"４ターンの間、!0の/!c03知力!c07がレベルダウン！","For 4 turns, !0's /!c03INT!c07 is level down!","Portrait: !pffff!e00",""
"４ターンの間、!0の/!c03防御力!c07がレベルダウン！","For 4 turns, !0's /!c03DEF!c07 is level down!","Portrait: !pffff!e00",""
"５ターンの間、/!c03体力!c07がレベルアップ！","For 5 turns、 / !c03HP!c07 is level up！","Portrait: !pffff!e00",""
