"japanese","english","context","notes"
"成り金のくせに、/プライドばかり高いんだよ。/あの人たちは。","Despite being nouveau riche,/they're just prideful.","Portrait: !p2300!e00",""
"成績もイマイチだったし、/なんか、さびしい学園祭だったなぁ……。","Grades weren't great either, /somehow a lonely festival…","Portrait: !p0000!e00",""
"成績を上げたい/悩みなんてない/つまみ食いしてしまった","Want to raise grades/No worries /Snacked","Portrait: !pffff!e00",""
"成績トップか……。/!0、頭よかったんだな。/知らなかった。","Top grades…/!0, you were smart./Didn't know.","Portrait: !p2300!e00",""
"成績？/成績って学校の成績か？","Grades? /School grades?","Portrait: !p0700!e00",""
"戦闘は、引き分けに終わった！","Battle ended in a draw！","Portrait: !pffff!e00",""
"戦闘は、６つのパラメータのうち、/３つを比較することで行うわ。/パラメータが重要ってことね。","Battles compare /3 of 6 parameters. /Parameters are important.","Portrait: !p1800!e00",""
"戦闘を発生させるには、３つ方法があるわ。/他のプレイヤーと同じマスに止まって/「戦闘」を選択するか……、","There are 3 ways to start battles. Stop/on same space as another player and /select 'Battle' …","Portrait: !p1800!e00",""
"戸惑ってるだけだよ。/アキラが聖純女学院に行って、/雰囲気が変わったからさ。","Just confused. /Akira went to Seijun, /so atmosphere changed.","Portrait: !p0000!e00",""
"戸惑ってるだけだよ。/アキラは聖純女学院に行って、/雰囲気が変わったからね。","Just confused. /Akira went to Seijun, /so atmosphere changed.","Portrait: !p0000!e00",""
"手伝います。/俺にできる事ならなんでも。","I'll help. /Anything I can do.","Portrait: !p0000!e00",""
"手伝うわ。/私にできる事ならなんでもね。","I'll help. /Anything I can do.","Portrait: !p0000!e00",""
"手出しするんじゃないよ！","Don't interfere!","Portrait: !p2303!e00",""
"手放しの賞賛は、/不安を相手に与えてしまうこともある。","Unconditional praise/can make the other anxious.","Portrait: !p0303!e00",""
"技ってものじゃないけど……、/まず、相手をしっかり分析して、/的確な指示を出せるようになることね。","Not exactly techniques, but.../first analyze the opponent, /and give accurate instructions.","Portrait: !p1800!e00",""
"技とパラメータを確認したら/!aボタンを押してね！","After checking moves and parameters/press !a！","Portrait: !p1800!e00",""
"技は、見たままマネすれば/いいんじゃが……。/あれは、力がいるからのう。","Just copy what you see,/but... it requires strength.","Portrait: !p1200!e00",""
"技マスやパラメータダウンマスに止まると/回復するわ。それとターンの初めにも。/あとは、!c04カード!c07を上手く使うコトね。","Stopping on technique or parameter down/spaces recovers. Also at turn start./Then use !c04Cards !c07well.","Portrait: !p1800!e00",""
"担任を持ってない先生が、/どこかのクラスだけに/荷担するのはどうかと思いますが……","A teacher without a homeroom, /favoring one class,/seems wrong...","Portrait: !p0000!e00",""
"担当医の先生も、/お墨付きをくれたし、/心置きなく、本格的な練習を再開できるよ。","The doctor gave approval, so, I /can resume full practice without worry.","Portrait: !p0601!e00",""
"拗ねるなよ。/キミが行きたい所に/いってくれてかまわないから。","Don't sulk. /Go where you want.","Portrait: !p0301!e00",""
"持っているカードを使用します","Use held card","Portrait: !pffff!e00",""
"指定した科目の!c01単位!c07を/強奪することができます","Steal !c01Credits !c07/in specified subject","Portrait: !pffff!e00",""
"振動の設定を変更します","Vibration settings","Portrait: !pffff!e00",""
"故郷……九州、でしたよね。/子供の頃、よく遊んだ山とか、ですか？","Hometown… Kyushu, right?/Mountains you played at as a child?","Portrait: !p0000!e00",""
"教えてもらったよ……。/でも、ゆりかさん、/これは難問だって顔してた……。","She taught me…/but Yurika-san, /looked like it was difficult …","Portrait: !p1103!e00",""
"教師が一人でフラフラしてると、/見回りみたいに思われちゃうのよね。/……どう？","When a teacher wanders alone,/it looks like patrolling. /…How about it?","Portrait: !p1400!e00",""
"教師っていうのは、/君たちが思っているより/忙しいものなんですよ。","Teachers are /busier than you think.","Portrait: !p1301!e00",""
"斬！","Cut!","Portrait: !p1603!e00",""
"断わって、ハイときく顔じゃなかったぞ！","That face won't accept refusal!","Portrait: !p2303!e00",""
"新しい応急処置の研究に使ってたのよ。/で、返しに行くところなんだけど。","I was using it for new first aid /research. Going to return it now.","Portrait: !p1400!e00",""
"方向ボタンでマップ全体を/見渡すことができます","Use the D-pad to/view the whole map.","Portrait: !pffff!e00",""
"旅か……。/俺も、同じことを考えていたところだ。","Journey.../I was thinking the same.","Portrait: !p1901!e00",""
"日に３回、おにぎりを１０個食って、/力をつけんといかんぞ！/ガハハ！","Eat 10 rice balls 3 times a day /to build strength！/Gahaha！","Portrait: !p1201!e00",""
"明日から、/新しいアタシをはじめられそうよ！","From tomorrow, /I can start a new me！","Portrait: !p0501!e00",""
"明日帰るとしたら！？/（う〜ん、そうだなぁ……）","If I go home tomorrow ！? ，(Hmm, /yes...)","Portrait: !p0000!e00",""
"昔はそれなりに自信はあったんだが、/何しろ人に聞かせるのは/久しぶりでね……。","I had some confidence before, but been/a while since playing for others…","Portrait: !p0300!e00",""
"時間が許す限り、/全部の店をちゃんと回ってやるぜ。","As long as I have time, /I'll hit every shop.","Portrait: !p2000!e00",""
"時間の都合がつけば、/呼びにいってやる。/帰らずに待っていてくれ。","If time allows, /I'll come get you./Wait without going home.","Portrait: !p1901!e00",""
"普通盛りで/大盛りで/いらない","Regular /Large /Don't need","Portrait: !pffff!e00",""
"暴力はいかん、暴力はな！","No violence！","Portrait: !p1300!e00",""
"書き直す項目を選んでね！","Select item to rewrite!","Portrait: !p0100!e00",""
"最初は、アタシが落ち込んでたから/!0の優しさが/ウレシイのかと思ってた。","At first, because I was down, /I thought !0's kindness/was just nice.","Portrait: !p0502!e00",""
"最後に、できあがった!c02ＥＤＩＴキャラ!c07で/ＣＰＵ戦のトーナメントを行い、/その順位でも!c01単位ポイント!c07がもらえるわよ。","Finally, with your !c02EDIT Character !c07, /do a CPU tournament, and /you get !c01Credit Points!c07 by ranking.","Portrait: !p1800!e00",""
"最後の一撃じゃなくって？","Not the final blow?","Portrait: !p0000!e00",""
