"japanese","english","context","notes"
"ワシは、!0といれば/変われるぞい！","With!0, I can change ！","Portrait: !p1202!e00",""
"ワシは今！/世界一ハッピーじゃぞい！！","I'm now /the happiest in the world!","Portrait: !p1201!e00",""
"ワシらもやってみるとするかのう！","Let's try it too!","Portrait: !p1200!e00",""
"ワタシはあなたと一緒に……","I want to be with you...","Portrait: !p2102!e00",""
"・・。/あんまり失礼こいてると・・、/いろんなことして、泣かすわよ・・。","…/If you're too rude …/I'll make you cry...","Portrait: !p0102!e02",""
"一人でいくのもなんだし、/俺はこのまま、戦いの旅に出るか。","Going alone feels wrong, so/I'll set out on a conquest.","Portrait: !p0000!e00",""
"一人でいくのも気が引けるし、/私はこのまま、戦いの旅に出よう。","Going alone feels wrong, so/I'll set out on a conquest.","Portrait: !p0000!e00",""
"一体どうするの？","What do we do?","Portrait: !p1803!e00",""
"一方で、この学園祭のような/贅沢が行われているという現実に、/私の心が痛むのです……","On the other hand, /my heart aches that luxuries/like this festival are held…","Portrait: !p0900!e00",""
"一気に行きたくなくなったねぇ……。","I don't want to go anymore...","Portrait: !p2303!e00",""
"一生懸命なんてバカみたい/怒鳴るだけじゃダメ/そんなこと思ってない","Working hard is stupid/Just yelling won't do/I don't think that","Portrait: !pffff!e00",""
"一生懸命作ってたら、/作り過ぎちゃった……。","Worked hard making them, /made too many…","Portrait: !p0500!e00",""
"一番重要なのは……？","Most important...?","Portrait: !p0000!e00",""
"一緒に、何……？","Together… what?","Portrait: !p0000!e00",""
"一緒にまわってくれてありがとう。/また何かお願いするかもしれないけど、/その時はよろしくね。","Thanks for going around with me. /I might ask something else, so please then.","Portrait: !p1401!e00",""
"一緒に行きたい人と行くべきだし。/行きたいと思うし……。/その……。","I should go with someone I want to. /I want to go …/That …","Portrait: !p2402!e00",""
"一緒に遊べば、/気分も晴れると思うよ。/さぁ、行こうよ！","If we play, /your mood will improve./Let's go！","Portrait: !p1101!e00",""
"上がらない、ってコトは自分に/合ってないんだろ。キミに合ってるコトは、/何か他にあるんじゃないか。","If it doesn't go up, it doesn't suit you./There must be something else that suits you.","Portrait: !p0700!e00",""
"上げたいパラメータを選んでください","Please select parameter to raise","Portrait: !pffff!e00",""
"下げたいパラメータを選んでください","Please select parameter to lower","Portrait: !pffff!e00",""
"下手でもいいじゃないですか。/それも個性ですよ。/要は気持ちの問題なんですから。","It's fine to be bad./That's also personality./It's a matter of feelings.","Portrait: !p0000!e00",""
"不思議だな……/僕は、生まれてから兄さんと一緒に/厳しい修行に明け暮れていた。","Strange.../I've been doing harsh training with my brother since birth.","Portrait: !p0300!e00",""
"不思議ですねぇ〜！","Strange~！","Portrait: !p2401!e00",""
"不良がももちゃんをイジメようと/したんですぅ！","Delinquents tried to bully Momo-chan!","Portrait: !p2402!e00",""
"中途半端な技術でおこなえば、/体力を回復させるどころか、/とり返しのつかない事になりかねないわ。","If done with half-baked technique,/instead of recovering stamina,/it could be irreversible.","Portrait: !p1403!e00",""
"久しぶりだから、珍しがってるだけさ。/それより、将馬。/お前も最近モテモテだって聞いたぞ。","It’s just 'cause it’s been awhile. /Anyway, Shoma./Heard you're popular lately.","Portrait: !p2700!e00",""
"九郎……","Kuro…","Portrait: !p0000!e00",""
"九郎……。","Kuro…","Portrait: !p0000!e00",""
