"japanese","english","context","notes"
"駄目じゃないか、もも！","You're not bad, Momo!","Portrait: !p0000!e00",""
"駄目よ、/女の子がそんな事を言ってちゃ。","No good,  /girls saying that.","Portrait: !p1403!e00",""
"駆け足で説明しちゃったけど、/わかったかしら？","Explained quickly, but, /did you understand?","Portrait: !p1801!e00",""
"驚いたからといって、/お化けを殴り倒したりしないでくれよ。","Even if surprised,  /don't punch ghosts.","Portrait: !p1901!e00",""
"高そうな楽器に混じって、/なぜか、ハーモニカなんてのもあるな。","Among expensive instruments,  /somehow a harmonica too.","Portrait: !p0000!e00",""
"高そうな楽器に混じって、/なぜか、ハーモニカもあるわね。","Among expensive instruments,  /somehow a harmonica too.","Portrait: !p0000!e00",""
"黙れ！/いくら理解しようと、認める事などできん！/それは、我が全てを否定する事になる！","Silence ! /No matter how I understand, I can't accept!  /That would deny all I am!","Portrait: !p1603!e00",""
"！！/!0、ホントーですか！？","! ! /  !0, really!?","Portrait: !p0801!e00",""
"（…………。/　ときどき、九郎のいってることって、/　わからないのよねぇ……）","(...  /sometimes Kuro's words,  /are hard to understand ...)","Portrait: !p0000!e00",""
"（…………。/　ときどき、九郎のいってることって、/　わからないんだよなぁ……）","(...  /sometimes Kuro's words,  /are hard to understand ...)","Portrait: !p0000!e00",""
"（…………。/　聞かなかったことにしよう……）","(...  /let's pretend I didn't hear...)","Portrait: !p0000!e00",""
"（…………。/　聞かなかったことにしよっと……）","(...  /let's pretend I didn't hear...)","Portrait: !p0000!e00",""
"（…………よし。/　この毛布でいいよな。/　これをそーっと……）","(...alright.  /this blanket is fine.  /gently ...)","Portrait: !p0000!e00",""
"（…………よし。/　この毛布でいいわよね。/　これをそーっと……）","(...alright.  /this blanket is fine.  /gently ...)","Portrait: !p0000!e00",""
"（……ああ、神さま……/　食中毒なんて悲劇が/　起きませんように……）","(...oh God…  /please don't let food poisoning, /happen ...)","Portrait: !p0000!e00",""
"（……あの様子だと、/　上達は当分、先送りだな……）","(...at this rate, /progress is postponed...)","Portrait: !p0000!e00",""
"（……あの様子だと、/　上達は当分、先送りね……）","(...at this rate, /progress is postponed...)","Portrait: !p0000!e00",""
"（……いつか、可能になるのかしら？）","(...will it be possible someday?)","Portrait: !p0000!e00",""
"（……いつか、可能になるのかな？）","(...will it be possible someday?)","Portrait: !p0000!e00",""
"（……うおっ！　こ、これは！！/　チアリーダー用の/　スペアユニフォームじゃないか！）","(...whoa! Th-this ! ! /spare cheerleader, /uniform !)","Portrait: !p0000!e00",""
