"japanese","english","context","notes"
"じゃ、私もバツと一緒に行きます！/是非とも手伝わせて下さい！","Well then, I'll go with Batsu too!、/Please let me help!","Portrait: !p0000!e00",""
"じゃ、納豆は？","Well then, what about natto?","Portrait: !p0000!e00",""
"じゃあ、/その今持ってきてるチョーカーを/全部売ってきて！","Well then,、/sell all the chokers you brought!","Portrait: !p0000!e00",""
"じゃあ、/その今持ってきてるチョーカーを/全部売って来いよ！","Well then,、/sell all the chokers you brought!","Portrait: !p0000!e00",""
"じゃあ、/ゆりかさんに教えてもらえば、/アキラも、すぐうまくなれるじゃない。","Well then, if Yurika-san teaches you,、/Akira can get good quickly, right?","Portrait: !p0000!e00",""
"じゃあ、/ゆりかさんに教えてもらえば、/アキラも、すぐうまくなれるじゃないか。","Well then, if Yurika-san teaches you,、/Akira can get good quickly, right?","Portrait: !p0000!e00",""
"じゃあ、/全快お祝いパーティーを/しなくっちゃな！","Well then, we have to have、/a full recovery celebration party!","Portrait: !p0000!e00",""
"じゃあ、/全快お祝いパーティーを/しなくっちゃね！","Well then, we have to have、/a full recovery celebration party!","Portrait: !p0000!e00",""
"じゃあ、/剣道部と試合とかしたら、/勝つ自信はあります？","Well then, if you had a match with the kendo club,、/are you confident you'd win?","Portrait: !p0000!e00",""
"じゃあ、いいじゃない。/入ろうよ。","Well then, that's fine.、/Let's go in.","Portrait: !p0000!e00",""
"じゃあ、いいじゃないか。/入ろうよ。","Well then, that's fine.、/Let's go in.","Portrait: !p0000!e00",""
"じゃあ、せんぱいは……/ももちゃんが一緒に行きたいって/いったら一緒に行ってくれるんですかぁ？","Well then, senpai...、/if Momo-chan says she wants to go together,、/will you go with her?","Portrait: !p2402!e00",""
"じゃあ、そろそろアタシ/お店の手伝いに戻らないと……。/楽しかったわ。また誘って！","Well then, I need to get back、/to helping at the shop...、/It was fun. Invite me again!","Portrait: !p0501!e00",""
"じゃあ、そろそろ準備しましょ。/!0さん、ありがとう。","Well then, let's prepare soon.、/ !0, thank you.","Portrait: !p3301!e00",""
"じゃあ、そろそろ準備しましょ。/!0クン、ありがとう。","Well then, let's prepare soon.、/ !0, thank you.","Portrait: !p3301!e00",""
"じゃあ、もし見つかったら、今日も派手に/助っ人を依頼されたりするってわけか。/（……ニヤリ）","Well then, if I'm found, I'll be asked to help、/in a flashy way again today.，(...grin)","Portrait: !p0000!e00",""
"じゃあ、もし見つかったら、今日も派手に/助っ人を依頼されたりするってわけ？/（……ニヤッ）","Well then, if I'm found, I'll be asked to help、/in a flashy way again today? (...grin)","Portrait: !p0000!e00",""
"じゃあ、もっとできそうな条件に/すればいいじゃない。/無理だって、絶対！","Well then, just make it a condition you can do.、/It's impossible, absolutely!","Portrait: !p0000!e00",""
"じゃあ、もっとできそうな条件に/すればいいじゃないか。/無理だって、絶対！","Well then, just make it a condition you can do.、/It's impossible, absolutely!","Portrait: !p0000!e00",""
"じゃあ、アキラはいつも独り言で、/アン・ドゥ・トロワとか/いってるわけ？","Well then, Akira always says、/'un deux trois' to himself?","Portrait: !p0000!e00",""
"じゃあ、フォークダンスを/一緒に踊ろうぜ！","Well then, let's dance the folk dance together!","Portrait: !p0000!e00",""
"じゃあ、フォークダンスを/一緒に踊ろうよ！","Well then, let's dance the folk dance together!","Portrait: !p0000!e00",""
"じゃあ、一緒に行かないと、/１年中、「姫」と呼ばれる特典付きにする。","Well then, if you don't go together,、/I'll call you 'Princess' all year.","Portrait: !p0000!e00",""
"じゃあ、一緒に行かないと、/１年中、「姫」と呼ばれる特典付きにする！","Well then, if you don't go together,、/I'll call you 'Princess' all year!","Portrait: !p0000!e00",""
"じゃあ、今なら/みんなと仲良くできるじゃないですか！","Well then, you can get along with everyone now!","Portrait: !p0000!e00",""
"じゃあ、今なら/みんなと仲良くできるじゃない！","Well then, you can get along with everyone now!","Portrait: !p0000!e00",""
"じゃあ、俺が決めてやるよ。/お化け屋敷はナシ！/みんなで、模擬店を見て回ることにしよう。","Well then, I'll decide.、/No haunted house!、/Let's all go around the shops.","Portrait: !p0000!e00",""
"じゃあ、俺は/サッカー部のみんなにも報告してくるよ。/また後でな！","Well then, I'll report to、/the soccer club members too!、/See you later!","Portrait: !p0601!e00",""
"じゃあ、働いてくれますよね……？/僕のために……。/あなたの命をかけて……ね？","Well then, you'll work for me...?、/For my sake...、/Putting your life on the line... okay?","Portrait: !p1502!e00",""
"じゃあ、先輩が僕に恋したら、/僕は先輩の心を支配できるんでしょうか？","Well then, if senpai falls in love with me,、/can I control senpai's heart?","Portrait: !p1502!e00",""
"じゃあ、少し聞いてもいい？/あの子のこと……どう思う？","Well then, can I ask something?、/What do you think about that kid...?","Portrait: !p0503!e00",""
"じゃあ、悪いけど/直してもらおうかな。","Well then, sorry, but、/could you fix it?","Portrait: !p0000!e00",""
"じゃあ、悪いけど/直してもらおっかな。","Well then, sorry, but、/could you fix it?","Portrait: !p0000!e00",""
"じゃあ、流さんも/一緒にどうですか？/いろいろ買ってきたんですよ！","Well then, how about Nagare-san、/joining us?、/I bought various things!","Portrait: !p0000!e00",""
"じゃあ、流先輩も/一緒にどうですか？/いろいろ買ってきたんですよ！","Well then, how about Nagare-senpai、/joining us?、/I bought various things!","Portrait: !p0000!e00",""
"じゃあ、私が決めます。/お化け屋敷はナシ！/みんなで、模擬店を見て回ることにします。","Well then, I'll decide.、/No haunted house!、/Let's all go around the shops.","Portrait: !p0000!e00",""
"じゃあ、私そろそろ行くね。/お店のお手伝いに戻らなきゃ。/また一緒に見て回ろうね！","Well then, I'll be going soon.、/I need to get back to helping at the shop.、/Let's look around together again!","Portrait: !p1101!e00",""
"じゃあ、英雄先生でも誘ってあげれば/いいじゃないですか。/英雄先生もきっと待ってますよ。","Well then, why not invite Shimazu-sensei?、/Shimazu-sensei is probably waiting.","Portrait: !p0000!e00",""
"じゃあさ、/キャンプファイアーに行こうよ！","Well then,、/let's go to the campfire!","Portrait: !p0501!e00",""
"じゃあさ！/俺のためにチョーカーを作ってくれよ！/!0専用チョーカーを！","Well then!、/Make a choker for me!、/A　!0-exclusive choker!","Portrait: !p0000!e00",""
"じゃあさ！/女の子と話したらダメってのでどうだ？/うん、それがイイな！","Well then!、/How about 'no talking to girls'?、/Yeah, that's good!","Portrait: !p0000!e00",""
"じゃあさ！/私のためにチョーカーを作ってよ！/!0専用チョーカーを！","Well then!、/Make a choker for me!、/A　!0-exclusive choker!","Portrait: !p0000!e00",""
"じゃあさ！/私以外の女の子と話しちゃダメよ！","Well then!、/No talking to girls other than me!","Portrait: !p0000!e00",""
"じゃあせっかくだから、/相談に乗ってもらおうかな……。","Well then, since we're here,、/could I get some advice...?","Portrait: !p0000!e00",""
"じゃあな……。","Well then...","Portrait: !p0603!e00",""
"じゃあな、!0。","Well then,　!0.","Portrait: !p2301!e00",""
"じゃあな、!0！","Well then,　!0!","Portrait: !p0601!e00",""
"じゃあな、!0！/フッフッフッフッ……","Well then,　!0!、/Huff huff huff huff...","Portrait: !p0601!e00",""
"じゃあな、将馬。/見た目なんか、気にすんなよ","Well then, Shoma.、/Don't worry about appearances.","Portrait: !p0000!e00",""
"じゃあな！","Well then!","Portrait: !p1003!e00",""
"じゃあね、!0さん。","Well then,　!0.","Portrait: !p3300!e00",""
"じゃあね、!0さん！","Well then,　!0!","Portrait: !p3300!e00",""
"じゃあね、!0クン。","Well then,　!0.","Portrait: !p3300!e00",""
"じゃあね、!0クン！","Well then,　!0!","Portrait: !p3300!e00",""
"じゃあね、せんぱぁーい！/（グラグラグラ……）","Well then, senpaaai!，(Rumble rumble rumble...)","Portrait: !pffff!e00",""
"じゃじゃーん！/『フランケンシュタインのスーツ』ですぅ！","Ta-daa!、/'Frankenstein Suit'!","Portrait: !p2401!e00",""
"じゃね、将馬。/見た目なんて、気にしちゃダメよ。","Well then, Shoma.、/Don't worry about appearances.","Portrait: !p0000!e00",""
"じょ、冗談だってば……","I-it's a joke...","Portrait: !p0000!e00",""
"じょ、冗談？","J-joke?","Portrait: !p0000!e00",""
"すいません、隼人先生。/俺……献血は苦手なので、/辞退させてほしいんですが……","Sorry, Hayato-sensei.、/I... I'm not good with blood donation, so、/could I decline...?","Portrait: !p0000!e00",""
"すいません、隼人先生。/私……献血は苦手なので、/辞退させてほしいんですが……","Sorry, Hayato-sensei.、/I... I'm not good with blood donation, so、/could I decline...?","Portrait: !p0000!e00",""
"すぐ怒るせんぱいなんか、/だぁいっっキライ！/い〜〜っだぁ！","I hate senpai who gets angry right away!、/I hate it~~!","Portrait: !p2403!e00",""
"すごいじゃない、ロベルト！/ケガが治って、強化選手にもなって、/もう順風満帆って感じじゃない！","Amazing, Roberto!、/Your injury healed, you became a special player,、/everything's going smoothly!","Portrait: !p0000!e00",""
"すごいじゃないか、ロベルト！/ケガが治って、強化選手にもなって、/もう順風満帆って感じじゃないか！","Amazing, Roberto!、/Your injury healed, you became a special player,、/everything's going smoothly!","Portrait: !p0000!e00",""
"すごいな。/俺の考えてることがわかるのか。","Amazing.、/You understand what I'm thinking.","Portrait: !p1900!e00",""
"すでにファイルが存在します。/　　　　　上書きしてもよろしいですか？/　　　　　　はい：Ａ　　いいえ：Ｂ","File already exists. Overwrite? Yes: A No: B","Portrait: !pffff!e00",""
"すまない……/そういうわけにはいかないんだ。/これも仕事でね。","Sorry...、/I can't do that.、/This is work too.","Portrait: !p0700!e00",""
"すまないな。/でも、助かったよ。/ナイスアシストってやつだな。","Sorry.、/But you saved me.、/Nice assist.","Portrait: !p0601!e00",""
"すまなかった、!0……/考えが足らなかったのは僕の方だ……","Sorry,　!0...、/I didn't think it through enough...","Portrait: !p0303!e00",""
"すまなかったね、!0。/僕のために苦労をかけた。","Sorry,　!0.、/I caused you trouble for my sake.","Portrait: !p0302!e00",""
"すまねぇな、!0！/これでくだらねぇ恥かかずにすんだぜ！/サンキュー！！","Sorry,　!0!、/Thanks to you I didn't embarrass myself!、/Thanks!!","Portrait: !p0101!e00",""
"すまんが、/俺はもう行くぞ……。/目の毒だ……。","Sorry, but、/I'm going now...、/Bad for my eyes...","Portrait: !p1902!e00",""
"すまんが、そろそろ俺は行くぞ。/応援団の連中を放っておくわけにも/いかんのでな。","Sorry, but I need to go soon.、/I can't leave the cheering squad、/alone.","Portrait: !p1901!e00",""
"すまんが、ひとりにしてくれ……","Sorry, but leave me alone...","Portrait: !p1900!e00",""
"すまんが、ひとりにしてくれ……。","Sorry, but leave me alone...","Portrait: !p1900!e00",""
"すまんな。/俺は不器用な男だ。","Sorry.、/I'm an awkward man.","Portrait: !p1902!e00",""
"すまんな。/礼をいうぞ。","Sorry.、/I'll thank you properly.","Portrait: !p1901!e00",""
"ずいぶん、気が利いてるじゃないか。/じゃあ、いただくとするかねぇ。","You're quite thoughtful.、/Well then, I'll accept it.","Portrait: !p2300!e00",""
"ずいぶんうれしそうですね、ゆりかさん。/何かいいことがあったんですか？","You look very happy, Yurika-san.、/Did something good happen?","Portrait: !p0000!e00",""
"ずいぶんカワイイ包みだね。/お菓子？","Pretty cute wrapping.、/Candy?","Portrait: !p0000!e00",""
"ずいぶん困ってるようね、二人とも。/話は聞かせてもらったわよ。","You both seem very troubled.、/I heard what happened.","Portrait: !p3300!e00",""
"ずいぶん荒っぽいことを/するんだねぇ。","You do pretty rough things.","Portrait: !p2301!e00",""
"ずいぶん難しい顔して、/どうかしたんですか、流さん？","You look very serious.、/What's wrong, Nagare-san?","Portrait: !p0000!e00",""
"ずいぶん難しい顔して、/どうかしたんですか、流先輩？","You look very serious.、/What's wrong, Nagare-senpai?","Portrait: !p0000!e00",""
"せ、せんぱいは、/ももちゃんのこと、/どうでもいいんですかぁっ！","S-senpai,、/don't you care about、/Momo-chan at all!","Portrait: !p2403!e00",""
"せっかく、先生にいいところ/見せたかったのにな。","I wanted to show sensei、/my good side.","Portrait: !p0000!e00",""
"せっかく、先生にいいところ/見せたかったんですけどね。","I wanted to show sensei、/my good side.","Portrait: !p0000!e00",""
"せんぱぁい……。/アリガト……。","Senpaaai...、/Thanks...","Portrait: !p2402!e00",""
"せんぱいだけなんですよぉ……。/こうして、ももちゃんの/話をちゃんと聞いてくれたのは。","Only senpai...、/listened to Momo-chan's story、/properly.","Portrait: !p2402!e00",""
"せんぱいと話して、/ももちゃん、元気が出ましたぁ！","Talking with senpai、/made Momo-chan feel better!","Portrait: !p2401!e00",""
"せんぱいなんか……/せんぱいなんか……/だぁいっっっっキライですぅっっ！！！","I hate senpai...、/I hate senpai...、/I hate him!!!","Portrait: !p2403!e00",""
"せんぱいのして欲しいこと、/ももちゃんは、何でもしてあげる……。","Whatever senpai wants,、/Momo-chan will do anything...","Portrait: !p2401!e00",""
"せんぱいは、/いつまでも誰よりも誰よりも/カッコよくないとダメですよぉ！","Senpai has to be、/cooler than anyone forever!","Portrait: !p2401!e00",""
"せんぱいは、/いつまでも誰よりも誰よりも/ステキじゃないとダメですよぉ！","Senpai has to be、/more wonderful than anyone forever!","Portrait: !p2401!e00",""
"せんぱいは、/それでいいんですかぁ？","Senpai,、/is that okay?","Portrait: !p2401!e00",""
"せんぱいは、/キャンプファイアーにくる２人づれが/どういう関係だかしってますぅ？","Senpai, do you know what kind of relationship、/couples who come to the campfire have?","Portrait: !p2400!e00",""
"せんぱい大好き!h/じゃあねぇ〜〜っ！","I love senpai !h、/Well then~~!","Portrait: !p2401!e00",""
"そ、そういうことになるな……。","T-that's how it'll be...","Portrait: !p0000!e00",""
"そ、そういうことになるわね……。","T-that's how it'll be...","Portrait: !p0000!e00",""
"そ、そうか……、/じゃ、じゃあ行くとするかのう！","W-well then...、/l-let's go!","Portrait: !p1202!e00",""
