"japanese","english","context","notes"
"残念だけど、/俺のクラスは俺がいなくても/活気に満ち満ちてますから。","Unfortunately,/my class is full of energy even without me.","Portrait: !p0000!e00",""
"残念だけど、/私のクラスは私がいなくても/活気に満ち満ちてますから。","Unfortunately,/my class is full of energy even without me.","Portrait: !p0000!e00",""
"毎年、優勝者は、その年の学園祭の/ヒーローやヒロインとして/みんなから注目されるの！","Every year, the winner is /the festival's hero or heroine /watched by everyone！","Portrait: !p1801!e00",""
"毎日、楽しく過ごせれば/それでオッケーだからなぁ。/特に悩みなんてないよ。","If I can have fun every day、 /that's fine. /No particular worries.","Portrait: !p0000!e00",""
"毎日、楽しく過ごせれば/それでオッケーだからなぁ。/特に悩みなんてないわよ。","If I can have fun every day、 /that's fine. /No particular worries.","Portrait: !p0000!e00",""
"毎日ですか？/それはちょっとムリですねぇ。/家庭科の教師とかならよかったですが。","Every day?、/That's a bit much. /Would be fine if I were a home ec teacher.","Portrait: !p1301!e00",""
"毎日大変だね、将馬。","Tough every day, Shoma.","Portrait: !p0000!e00",""
"毎朝、１０キロは走り込まないと/覚えんのは無理だな！","If I don't run 10km every morning /I can't learn it!","Portrait: !p1000!e00",""
"気にしない/勇気が必要/がんばって","Don't worry /Need courage /Do your best","Portrait: !pffff!e00",""
"気にしない、気にしない！/俺も、ロベルトのケガが治って/うれしいからな！","Don't worry, don't worry！/I'm happy Roberto's injury healed too！","Portrait: !p0000!e00",""
"気にしない、気にしない！/私も、ロベルトのケガが治って/うれしいもの！","Don't worry, don't worry！/I'm happy Roberto's injury healed too！","Portrait: !p0000!e00",""
"気にしないさ。/姫と一緒にいられるならな！","Don't worry./If I can be with Hime！","Portrait: !p0000!e00",""
"気にしない方がいい/男が高い方がいい/女が高い方がいい","Better not worry/Man taller is good /Woman taller is good","Portrait: !pffff!e00",""
"気にしない気にしない！/役トク役トク！","Don't worry don't worry!/Benefit！","Portrait: !p2101!e00",""
"気にしなくていいよ。/さぁ、さっさと運んじまおう！","Don't worry./Let's carry it quickly!","Portrait: !p0000!e00",""
"気にしなくていいよ。/さぁ、さっさと運んじゃおうよ！","Don't worry./Well then, let's carry it quickly！","Portrait: !p0000!e00",""
"気にしなくていいんですぅ！/袋から出さなければ大丈夫ですからぁ！/じゃあ、せんぱい！　お願いしますぅ！","Don't worry!/As long as it stays in the bag it's fine!/Well then, senpai！ Please!","Portrait: !p2401!e00",""
"気にするな/勇気が必要/がんばれ","Don't worry /Need courage /Do your best","Portrait: !pffff!e00",""
"気のせいね。/それじゃまた今度ね！","Just imagination. /See you next time！","Portrait: !p1401!e00",""
"気をつかってくれるのは嬉しいけど、/これはあなたには関係のない話だわ。/もう止めにしましょう。","I appreciate your concern, but、/this doesn't concern you./Let's stop here.","Portrait: !p1403!e00",""
"気を付けてくださいね……。","Please be careful …","Portrait: !p0000!e00",""
"気合いだ！","Fighting spirit!","Portrait: !p0103!e00",""
"気合入ってるな、バツ。/そんなに気張ってちゃ、/終わる前に燃えつきちまうぜ？","You're fired up, Batsu. /Push that hard,/you'll burn out before it ends?","Portrait: !p0000!e00",""
"気合入ってるわね、バツ。/そんなに気張ってちゃ、/終わる前に燃えつきちゃうわよ？","You're fired up, Batsu. /Push that hard,/you'll burn out before it ends?","Portrait: !p0000!e00",""
"気持ちのいい返事ぞい！/ほれ、大盛り一丁、お待たせじゃ！","Good answer!/Here, large size, sorry for the wait!","Portrait: !p1201!e00",""
"気持ちは嬉しいけど、やっぱりいいわ。/みんなには、出し物の方を/頑張ってもらわないとね。","I appreciate the sentiment, but it's fine./Everyone needs to work hard on the event.","Portrait: !p1801!e00",""
"気晴らしには、/ちょうどいいと思いますよ。","Perfect for a change of pace.","Portrait: !p1500!e00",""
