"japanese","english","context","notes"
"ふっ……素直じゃないね、お前は。/俺はな、将馬がチビだからとか、/野球やってるからとか……、","Tch... you're not honest.、/I mean, it's not because Shoma is short or plays baseball...","Portrait: !p0000!e00",""
"ふふ……。/キャンプファイアーの時間まで/忘れてしまわないようにね。","Hehe...、/Don't forget until the campfire time.","Portrait: !p1801!e00",""
"ふふ……じゃ、いくぞ。","Hehe... well then, let's go.","Portrait: !p0300!e00",""
"ふふ、きっとそうね。/それじゃ、色々案内してちょうだいね。","Hehe, I'm sure.、/Well then, show me around.","Portrait: !p1801!e00",""
"ふふ、冗談ですよ、先生。/ホラ、先生独身が長いから……とか。","Hehe, I'm joking, sensei.、/You know, sensei has been single a long time...","Portrait: !p0000!e00",""
"ふふっ、/!0、それは内緒だよ。","Hehe, !0, that's a secret.","Portrait: !p0701!e00",""
"ふふっ、バツらしいわね。","Hehe, that's so Batsu.","Portrait: !p0000!e00",""
"ふふっ、怒った顔も/チャーミングだぜ、!0。","Hehe, even your angry face is charming, !0.","Portrait: !p0701!e00",""
"ふふふ、せぇんぱぁい!h","Hehehe, senpaaai!","Portrait: !p2401!e00",""
"ふふふ、どうしよっかなぁ？/ふふふ……!h","Hehehe, what should I do?、/Hehehe...","Portrait: !p2401!e00",""
"ふふふ、バツ君。/お礼はデッサンモデルでいいわよ。/次の土曜日は空けといてね。","Hehehe, Batsu-kun.、/Payment can be as a drawing model.、/Keep next Saturday free.","Portrait: !p3100!e00",""
"ふふふ。/そぉですよぉ！","Hehehe.、/That's right!","Portrait: !p2401!e00",""
"ふふふっ。/そう……、/それでいいんですよ、先輩。","Hehehe.、/Yes...、/that's fine, senpai.","Portrait: !p1503!e00",""
"ふむ……/色々と参考になった。/礼を言うぞ。","Hmm...、/That was helpful.、/I thank you.","Portrait: !p1601!e00",""
"ふむ……なるほど。/今度はそこを意識してやってみよう。","Hmm... I see.、/Let's try being conscious of that next time.","Portrait: !p0300!e00",""
"ふーん……。とにかく、/ジャスティス学園に入ったんだから/勉強を頑張らないとな。","Hmm... Anyway, since I entered Justice Academy, I need to study hard.","Portrait: !p0000!e00",""
"ふーん……。とにかく、/ジャスティス学園に入ったんだから/勉強を頑張らないとね。","Hmm... Anyway, since I entered Justice Academy, I need to study hard.","Portrait: !p0000!e00",""
"ふーん、そういうもんかな？/男の子ってわかんないな。","Hmm, is that how it is?、/Boys are hard to understand.","Portrait: !p1100!e00",""
"ふーん、そういう態度をとるのかい。/ナマイキだねぇ……。","Hmm, that's the attitude you take.、/How cheeky...","Portrait: !p2303!e00",""
"ぶぅ〜っ、/も〜なんで私なのよぉ〜っ。","Boo...、/Why me...","Portrait: !p0203!e00",""
"ぶぅーーっ！/つまらないところですぅ！","Boo!、/Such a boring place!","Portrait: !p2403!e00",""
"へ、変な話をして、/スマンかったのう……。","S-sorry for the strange talk...","Portrait: !p1202!e00",""
"へぇ……/ひなたも結構しっかり/「お姉ちゃん」してるじゃないか。","Wow...、/Hinata is doing a good job as 'big sister'.","Portrait: !p0000!e00",""
