"japanese","english","context","notes"
"何？","Huh?","Portrait: !p0000!e00",""
"作ってるのをじぃ〜っと見てたら、/みんな必ずくれるんですよぉ！","If I stare while they make it, /everyone gives me some！","Portrait: !p2401!e00",""
"使えない女だな。/まったく……。","Useless woman./Really …","Portrait: !p1503!e00",""
"使用するコントローラの設定や/セーブを行います","Configure controller and save","Portrait: !pffff!e00",""
"使用するコントローラを変更します","Change controller to use","Portrait: !pffff!e00",""
"使用するコントローラを変更しますか？","Change controller to use?","Portrait: !pffff!e00",""
"使用するコントローラを決めるわよ。","Pick a controller.","Portrait: !p0100!e00",""
"例えば、/岩が力士になったとするだろ？","Like, /if Iwa became a sumo wrestler?","Portrait: !p0000!e00",""
"例えば、/校舎の中をウロウロするとか、/部室棟には立ち寄ろうとしない、とかね。","For example,/wandering the school, /not stopping at club rooms, etc.","Portrait: !p1800!e00",""
"例えば、岩がお相撲さんに/なったとするでしょ？","For example,/if Iwa became a sumo wrestler?","Portrait: !p0000!e00",""
"修一さん、かっこいいもんなぁ。/それに甲子園投手だしさ。/モテないわけがないよな。","Shuuichi-san is cool. /Plus he's a Koshien pitcher./Can't not be popular.","Portrait: !p0000!e00",""
"修一先輩、かっこいいもんね。/それに甲子園投手だし。/モテないわけがないわ。","Shuuichi-senpai is cool. /Plus a Koshien pitcher./Can't not be popular.","Portrait: !p0000!e00",""
"修理を手伝う/美術部に修理してもらう/ダッシュで逃げる！","Help repair/Have art club repair/Dash and escape！","Portrait: !pffff!e00",""
"俺……/将来の目標ができたんです。","I.../found my future goal.","Portrait: !p0000!e00",""
"俺……、/ちょっと生まれてくるのが、/遅かったみたいですね。","I.../seems I was born a bit late.","Portrait: !p0000!e00",""
"俺……、そういう人……、/好き……だけどな。","I.../I like … that kind of person…","Portrait: !p0000!e00",""
"俺、いつまでも応援するよ。/ロベルトがあきらめない限り、/いつまでも！","I'll support forever./As long as Roberto doesn't give up, /forever！","Portrait: !p0000!e00",""
"俺、まだ見たいところが/いっぱいあるんですよ。/さぁ、行きましょう！","I still have lots of places I want to/see. Well then, let's go！","Portrait: !p0000!e00",""
"俺、クラシックを聞いてると/眠たくなっちゃうんですよねぇ。/気持ち良くって。","I get sleepy listening to classical /music. It's comfortable.","Portrait: !p0000!e00",""
"俺、助けを呼んできます！","I'll call for help！","Portrait: !p0000!e00",""
"俺、思うんだけどさ……、","I think...","Portrait: !p0000!e00",""
"俺、絶対先生を後悔させてみせますから！/あの時、フラなければって、/絶対後悔させてみせますから！！","I'll make you regret it！/You'll wish you hadn't dumped me！/I swear you'll regret it！","Portrait: !p0000!e00",""
"俺、行かないから。/キャンプファイアーは、自由参加だからな。","I'm not going./Campfire is optional.","Portrait: !p0000!e00",""
"俺、醍醐先輩のこと……","I... about Daigo...","Portrait: !p0000!e00",""
"俺がいって/どうこうなるもんじゃないし……。","Me going won't change anything…","Portrait: !p0000!e00",""
"俺がなんとかしなくても、/ゆりかさんに/直接、断わればいいじゃないか？","Even if I don't do anything, /can't you refuse Yurika-san directly?","Portrait: !p0000!e00",""
"俺が手を貸すことで、コイツらに/多少なりとマシな思い出が残るなら、/誰から非難されようと俺はやるぜ！！","If helping them leaves somewhat better/memories, I'll do it no matter who /criticizes！！","Portrait: !p2000!e00",""
"俺が相手をする/見守る/助けを呼ぶ","I got it/Watch /Call for help","Portrait: !pffff!e00",""
"俺が行くと、/迷惑するかもしれん……。","If I go, /I might cause trouble...","Portrait: !p1900!e00",""
"俺こそ……/恭介、これから先もずっと、/俺たち一緒だからな！！","I.../Kyosuke, from now on, /we're together forever！！","Portrait: !p0000!e00",""
"俺じゃ……ダメかな？","Me… no good?","Portrait: !p0000!e00",""
"俺たちの事なんざ、構う必要はねぇ！！/さぁ、!0！！/どこへでも好きな所へ行ってこい！","No need to worry about us！！/Well then, !0！！/Go wherever you want！","Portrait: !p2000!e00",""
"俺たちの目の前で好き勝手を/させるわけにはいかん。","Can't let them do as they please in/front of us.","Portrait: !p1900!e00",""
"俺とランが写ってる……。","Ran and I are in it…","Portrait: !p0000!e00",""
"俺と一緒にいてくれるんだろ？/さぁ、行こう！","You'll be with me, right?/Let's go！","Portrait: !p0000!e00",""
"俺と遊べるな/お祝いパーティーをしよう/キーパーができるな","Can play with me/Let's have a party /Can be goalkeeper","Portrait: !pffff!e00",""
"俺なりのケジメを/つけねばならないと思っているのだ。","I think I must, /settle things my own way.","Portrait: !p1900!e00",""
"俺のために行くわけじゃねぇ。/オマエの血を必要とする誰かのためだ！/そこを勘違いするんじゃねぇぜ！！","Not going for me！/For whoever needs your blood!/Don't misunderstand!！","Portrait: !p2000!e00",""
"俺のためのチョーカーを作る/女の子と話しちゃダメ/チョーカーを全部売る","Make choker for me/Can't talk to girls /Sell all chokers","Portrait: !pffff!e00",""
"俺のコトはわかんないけど、/オマエの場合は、ホラ、/ももがいるじゃないか。","I don't know about me, but /in your case, look, /you have Momo.","Portrait: !p0000!e00",""
"俺の好きなロベルトは、/人一倍努力家で、/そして必ず成し遂げる人なんだからな！","The Roberto I like/is hardworking beyond others, /and always achieves goals!","Portrait: !p0000!e00",""
"俺の旅に/ついてきてくれないか？","Will you come on my journey?","Portrait: !p1900!e00",""
"俺の最後の学園祭だ。/キャンプファイアーの炎を眺めながら/話でもしようじゃないか。","My last festival. Let's talk/while watching the campfire flames.","Portrait: !p1901!e00",""
"俺の竹刀で、足りない気迫を/叩き入れて回ってやるぜ！！/それじゃあな、!0！！","I'll beat in missing spirit with my/shinai！！ Well then, !0！！","Portrait: !p2000!e00",""
"俺は……","I...","Portrait: !p0000!e00",""
"俺は……ロイと離れたくない……。","I... don't want to leave Roy...","Portrait: !p0000!e00",""
"俺は、/ティファニーの事が大好きだ！！","I,/love Tiffany!！","Portrait: !p0000!e00",""
"俺は、あんな風に/ベッタリされるのは苦手だな。","I'm not good with/being clung to like that.","Portrait: !p0000!e00",""
"俺は、そうは思わないよ。/世間ずれしてなくて純粋なんだよ、岩は。","I don't think so. /Iwa is pure, not jaded.","Portrait: !p0000!e00",""
"俺は、そんなこと思ってないさ。","I don't think that.","Portrait: !p0000!e00",""
"俺は、一生懸命なんてバカみたいだなって/思ってただけだよ。/たかが、学園祭ごときでな。","I just thought working hard was stupid. /Just for a festival.","Portrait: !p0000!e00",""
"俺は、今日という日を/生涯忘れないだろう。","I'll never forget, /this day.","Portrait: !p1901!e00",""
"俺は、大歓迎ですけどね！","I'm very welcome!","Portrait: !p0000!e00",""
"俺は、怒鳴るだけじゃ/ダメなんじゃないかなと思ってただけさ。","I just thought yelling alone /isn't enough.","Portrait: !p0000!e00",""
"俺は、昔の方が良かったとか、/考えたことないな。","I've never thought /the old days were better.","Portrait: !p0000!e00",""
"俺は、普通盛りでいいよ。/大盛りなんか食べたら、/腹いっぱいで動けなくなっちまうからな！","Regular size is fine for me. /If I eat large,/I'll be too full to move！","Portrait: !p0000!e00",""
"俺は、結構好きなんだ。/観てると、こっちまでエキサイトしてきて、/スカッとするからな。","I quite like it. /Watching gets me excited too,/and feels refreshing.","Portrait: !p0000!e00",""
"俺はこんな男だから、/アキラには、苦労ばかりかけているがな。","Because I'm this kind of man,/I only cause Akira trouble.","Portrait: !p1901!e00",""
"俺はともかく、/アキラはどうなのさ。","Me aside,/how is Akira?","Portrait: !p0000!e00",""
"俺はまだ高校生だし、先生みたいに/他人に偉そうなコト言えるほどの/人生を過ごしてきたわけじゃないけど……","I'm still a high schooler, and haven't /lived enough, to talk down to others/like sensei, but...","Portrait: !p0000!e00",""
"俺は俺、オマエはオマエだ！/人のサル真似をして自分を枠にはめるより、/誰にも真似できねぇ己を武器にしろ！！","I am me, you are you!/Don't copy others and limit yourself, /make your unique self your weapon！！","Portrait: !p2000!e00",""
"俺は俺。/人のことを気にしてる余裕なんて/ないからな。","I am me. /Don't have time to worry about others.","Portrait: !p0000!e00",""
"俺も……、/俺もついて行っていいのか？","Me too.../can I come too?","Portrait: !p0000!e00",""
"俺も……同じ気持ちですよ。/もっとも、俺は/ずっと前からそう思ってましたけどね！","Me too... same feelings. Though/I've thought that way for a long time！","Portrait: !p0000!e00",""
"俺も、/ももを誘おうと思ってたとこだよ。/さぁ、行こう。","I was thinking of inviting Momo too./Let's go.","Portrait: !p0000!e00",""
