"japanese","english","context","notes"
"お待たせ！　!0！","Sorry to keep you waiting!　!0！","Portrait: !p1101!e00",""
"お母さん忙しいんだから、/１人で遊んでなさい！/ほら、アメちゃんあげるから！","Mom's busy, so、/play by yourself!　/Here, have some candy！","Portrait: !p2103!e00",""
"お父さんなんか関係ないさ。/俺は、ティファニーを帰したくない。/それだけなんだ。","Dad has nothing to do with it.　/I don't want Tiffany to go home. /That's all.","Portrait: !p0000!e00",""
"お父さんなんか関係ないわ。/私は、ティファニーを帰したくない。/それだけよ。","Dad has nothing to do with it.　/I don't want Tiffany to go home. /That's all.","Portrait: !p0000!e00",""
"お疲れ、!0さん……。/あなたが成績トップよ。","Good work,　!0... /You got top grades.","Portrait: !p1800!e00",""
"お疲れ、!0君……。/あなたが成績トップよ。","Good work,　!0... /You got top grades.","Portrait: !p1800!e00",""
"お疲れさま。/今日は疲れたでしょう。","Good work.　/You must be tired today.","Portrait: !p1300!e00",""
"お願い、いかないで……。/またしばらく、こっちには/これないんでしょ？","Please, don't go... /You won't be able to come here、 /for a while again, right?","Portrait: !p0000!e00",""
"お願いに来られた、とても大きな男性が/キレイな目をなさっていたものですから、/どういった方なのか、考えていたんですよ。","A very large man who came with a request、/had beautiful eyes, so、 /I was wondering what kind of person he was.","Portrait: !p2500!e00",""
"かまやしねぇって！/何が書いてあるかわかりゃオッケーだろ。/じゃ!0、サンキューな！！","Don't worry about it！　/As long as you can read what's written, it's fine. /Well !0, thanks！！","Portrait: !p0101!e00",""
"からかってなんていないさ。/そうだなとりあえず……お茶でも/ご一緒にいかがかな？　マドモアゼル。","I'm not teasing you.　/Well then... how about some tea together?、/Mademoiselle.","Portrait: !p0701!e00",""
"かわいいモンだよ。/歳の離れた兄弟ってのは。","Siblings with a big age gap、 /are cute.","Portrait: !p0601!e00",""
"がんばってって、何をがんばるの？","'Do your best' at what?","Portrait: !p1103!e00",""
"がんばって！","Do your best！","Portrait: !p0501!e00",""
"がんばれって、何をがんばるの？","'Do your best' at what?","Portrait: !p1103!e00",""
"き、聞かないで……。","D-don't ask...","Portrait: !p0503!e00",""
"きっと、/ティファニーが言う「スキ」の、/倍ぐらいの気持ちで「好き」だよ。","I'm sure I 'like' you、 /about twice as much as Tiffany's 'like'.","Portrait: !p0000!e00",""
"きっと、/ティファニーが言う「スキ」の、/倍ぐらいの気持ちで「好き」なんだから。","I'm sure I 'like' you、 /about twice as much as Tiffany's 'like'.","Portrait: !p0000!e00",""
"きっと、心のお優しい方なのでしょうね。","You must be a very kind person.","Portrait: !p2501!e00",""
"きっと、聖純女学院でも/楽しくやっていけるさ。","I'm sure you can have fun、 /at Seijun Girls' Academy too.","Portrait: !p0000!e00",""
"きっと、聖純女学院でも/楽しくやっていけるよ。","I'm sure you can have fun、 /at Seijun Girls' Academy too.","Portrait: !p0000!e00",""
"きっと俺、役に立てるって。/迷惑はかけないからさ……。","I'm sure I can be useful. /I won't be a bother...","Portrait: !p0000!e00",""
"きっと私、役に立てるよ。/迷惑はかけないから……。","I'm sure I can be useful. /I won't be a bother...","Portrait: !p0000!e00",""
"きゃあ！　!0！/な、何でもないよ……。","Kyaa！　!0！ /I-it's nothing...","Portrait: !p1102!e01",""
"く、九郎……！？/どうしたの？","K-Kuro...!?、 /What's wrong?","Portrait: !p0000!e00",""
"く、九郎……！？/どうしたんだよ？","K-Kuro...!?、 /What's wrong?","Portrait: !p0000!e00",""
"くだらんな！","Ridiculous！","Portrait: !p1503!e00",""
"け、献血！？/またイキナリどうして？","B-blood donation！?、 /Why so sudden again?","Portrait: !p0000!e00",""
"げっ！　ザキって、/結構派手なハンカチ使うんだな……。","Eww! Zaki uses、/pretty flashy handkerchiefs...","Portrait: !p0000!e00",""
"こ、これは……、/君がヘンなコト言い出すからですよ！","T-this is...　/because you're saying weird things!","Portrait: !p1302!e00",""
"こ、これは不幸の写真だから、/見ない方がいいわよ！/そ、そうよ！　そうなのよ！","T-this is an unlucky photo, so、/you shouldn't look at it!　/T-that's right! That's it！","Portrait: !p2102!e00",""
"こ、怖くないんだから、/お化け屋敷に行っても仕方ないよ。/だから、行かない……。","I-I'm not scared, so、/there's no point going to the haunted house. /So I won't go...","Portrait: !p1102!e00",""
"こういう、いつもとは違う活気に満ちた/みんなの姿を見ていると、/教師って職業が楽しくなってくるのよ。","Seeing everyone so lively、 /and different from usual makes、 /teaching enjoyable.","Portrait: !p1400!e00",""
"こういうときくらい役に立たないと、/相撲部をクビになっちまうからな、アイツ！/ヒャハハハ！","If he's not useful at times like this,　/he'll get kicked out of sumo club！　/Hyahahaha！","Portrait: !p1001!e00",""
"こういうのを見ると、/私も、若い頃を思い出しますよ。","Seeing this makes me、/remember my youth.","Portrait: !p1300!e00",""
"こういうイベントだと、ゲド高の統率が/よくとれているのがわかりますね。/これも醍醐先輩の影響ですね！","At events like this, you can see Gedokou's、/organization is good.　/That's Daigo-senpai's influence！","Portrait: !p0000!e00",""
"こういう美しいものを作るのが、/ボクの生きがいっていうか、/ライフワークみたいなもんなんですよォ！","Making beautiful things like this is、/my purpose in life,　/my life's work!","Portrait: !p1001!e00",""
"こういった場合、第三者を装いつつ/もっとも事件に近い人物が怪しい。/それは……お前だ、恭介！！","In cases like this, the person closest to the incident、/while pretending to be a third party is suspicious.　/That's... you, Kyosuke!！","Portrait: !p0000!e00",""
"こういった場合、第三者を装いつつ/もっとも事件に近い人物が怪しいのよ。/それは……あなたよ、恭介！！","In cases like this, the person closest to the incident、/while pretending to be a third party is suspicious.　/That's... you, Kyosuke!！","Portrait: !p0000!e00",""
"こうか？　こうかな？","Like this? Like this?","Portrait: !p0400!e00",""
"こうしちゃいられないな！/サッサと逃げるぞ、バツ！！","I can't stay like this！　/Let's get out of here, Batsu！！","Portrait: !p0000!e00",""
"こうしちゃいられないわ！/サッサと逃げるわよ、バツ！！","I can't stay like this！　/Let's get out of here, Batsu！！","Portrait: !p0000!e00",""
"こうして……、こうやって……","Like this... like this...","Portrait: !p0000!e00",""
"こうして、/ももちゃんがこのスーツを/カブってぇ……","Like this,　/Momo-chan wearing this suit...","Portrait: !p2401!e00",""
"こうして、/アタマをリフレッシュしてるワケよ。","Like this,　/I'm refreshing my mind.","Portrait: !p1000!e00",""
"こうして、/私を抱きしめていてください……。","Like this,　/please hold me...","Portrait: !p2502!e00",""
"こうして、アキラと歩いていると、/アキラが転校する前の頃を思い出すな。","Walking with Akira like this、/reminds me of before he transferred.","Portrait: !p0000!e00",""
"こうして、アキラと歩いていると、/アキラが転校する前の頃を思い出すよ。","Walking with Akira like this、/reminds me of before he transferred.","Portrait: !p0000!e00",""
"こうして、悩んでる姿なんかを見ると、/力を貸してあげたくなっちゃうけどな。/私だったら！","Seeing you worried like this makes me、 /want to help, but、/if it were me！","Portrait: !p0000!e00",""
"こうして、悩んでる姿なんかを見ると、/力を貸してあげたくなるよ。/少なくとも、俺はね！","Seeing you worried like this makes me、 /want to help.　/At least, I do!","Portrait: !p0000!e00",""
"こうして皆さんと一緒に、/学園生活を送ることさえ、/任務の一部なのです。","Even spending school life、 /with everyone like this、/is part of my mission.","Portrait: !p2503!e00",""
"こうして頼りにされるというのも/なかなか気分がイイのう！/ガハハ！","Being relied on like this、 /feels pretty good！　/Gahaha！","Portrait: !p1201!e00",""
"こうなったら、ももちゃんの作った/この『化け猫のお面』で、/意地でもみんなをコワがらせるんですぅ！","In that case, I'll use Momo-chan's、/'Monster Cat Mask' to、/scare everyone no matter what！","Portrait: !p2403!e00",""
"こうなったら、女は度胸よ！/いっくわよぉっ！","In that case, a woman needs courage!　/Let's go!","Portrait: !p0000!e00",""
"ここが相手の弱点よ！","This is the opponent's weakness!","Portrait: !p1800!e00",""
"ここじゃなんだ、/キャンプファイアーの方に行こう。","This place is nothing.　/Let's go to the campfire.","Portrait: !p0701!e00",""
"ここでは特別に、普段手に入りにくい/カードを３枚あげるわ。/大事に使ってね。","Here I'll specially give you 3 cards、/that are usually hard to get.　/Use them wisely.","Portrait: !p2600!e00",""
"ここでセーブしないと、このＥＤＩＴキャラは/　　　消えてしまいますがよろしいですか？/　　　　　　はい：Ａ　　いいえ：Ｂ","If you don't save here, this EDIT character will be lost. Is that okay? Yes: A No: B","Portrait: !pffff!e00",""
"ここで作成した!c02ＥＤＩＴキャラ!c07は、/対戦やトーナメントなどの各モードで/使うことができるわ。","The !c02EDIT character!c07 created here can be used、 /in various modes like versus and tournament.","Portrait: !p1801!e00",""
"ここにあったので、/ちょっと借りちゃいました。","It was here, so、 /I borrowed it.","Portrait: !p0000!e00",""
"ここに止まると/ボーナスポイントがもらえるわ。/がんばって目指してね！","If you land here, /you get bonus points.　/Try to aim for it！","Portrait: !p1800!e00",""
"ここの新聞部は、ずいぶん精力的に/活動していると聞きますが、/そうなんですか？","I hear the newspaper club here、/is very active.　/Is that true?","Portrait: !p1500!e00",""
"こずえ先輩がいうんだから、/才能あるんだよ！","Kozue-senpai says so, so、/you have talent！","Portrait: !p0000!e00",""
"こずえ先輩がいうんだもの、/才能あるんだよ！","Kozue-senpai says so, so、/you have talent！","Portrait: !p0000!e00",""
"こずえ先輩が美術部の展示に/ワシの絵を出したいといっててのう。/困っとるんじゃ。","Kozue-senpai wants to display my painting、 /at the art club's exhibit. /I'm troubled.","Portrait: !p1200!e00",""
"こそこそなんてしてないぞ。/ただちょっと……ティファニーが/うるさくてな……。","I'm not sneaking around.　/It's just... Tiffany was、 /being noisy...","Portrait: !p0702!e00",""
"こっちに……戻りたいか？","Do you want to... come back here?","Portrait: !p0000!e00",""
"こっちに……戻りたい？","Do you want to come back here?","Portrait: !p0000!e00",""
"こないだからず〜っと忘れててよ。/今日持ってこなかったら、/学園祭に参加させねぇとか言いやがってな。","I've been forgetting it for a while.　/If I didn't bring it today,　/they said they wouldn't let me participate in the festival.","Portrait: !p0103!e00",""
"この「鉄腹巻き」と「鉄ゲタ」が/ワシの漢（オトコ）を/引き立てているんじゃい！","This 'Iron Belly Wrap' and 'Iron Geta'、/bring out my manliness!","Portrait: !p1201!e00",""
"このあと、ダンスパーティがあるんだろ？/本場のダンスステップをみせてやるぜ！","There's a dance party after this, right?、/I'll show you real dance steps!","Portrait: !p0700!e00",""
"このまま、総番長を続けて、/卒業するのがいいと思います……。","I think it's best to continue as boss、 /until graduation...","Portrait: !p0000!e00",""
"このカードを捨てます/よろしいですか？","Discard this card? Is that okay?","Portrait: !pffff!e00",""
"このガクランを/エッジたちのクラスへ届けて/やってくれないか？","Could you deliver this gakuran、/to Edge's class?","Portrait: !p1900!e00",""
"このゲームの勝利条件は、/!c02単位ポイント!c07をどれだけ集めたかによって/決まるの。","This game's victory condition is determined by、/how many !c02Credit Points !c07 you collect.","Portrait: !p1800!e00",""
"このゲームの最終目的は/格闘ゲーム用の!c02ＥＤＩＴキャラ!c07を/作ることよ。","This game's final goal is to create、 /a fighting game　!c02EDIT character!c07.","Portrait: !p1800!e00",""
"このコマンドに装備する技を/選択できます","You can select a technique to equip to this command.","Portrait: !pffff!e00",""
"このザキに、一緒にフォークダンスを/踊ろうなんていうのは、/後にも先にもアンタだけだろうさ！","Asking me, Zaki, to dance the folk dance together、 /has only ever been you!","Portrait: !p2301!e00",""
"このザキに、一緒にフォークダンスを/踊ろうなんていう男は、/後にも先にもアンタだけだろうさ！","A man asking me, Zaki, to dance the folk dance together、 /has only ever been you!","Portrait: !p2301!e00",""
"このバレーボールマシュマロを、/バレー部の部室にしまってきて/欲しいのよ。","I want you to put this volleyball marshmallow、 /in the volleyball club room.","Portrait: !p0500!e00",""
"このフリフリエプロンのせいで、/ここを通るヤツみんなが、/クスクス笑っていきやがる！","Because of this frilly apron, /everyone who passes by、 /giggles！","Portrait: !p2303!e00",""
"このペンダントなんですが、/図書室に落ちてましてね。","This pendant、/was dropped in the library.","Portrait: !p1300!e00",""
"このボクの、/Ｗライジングトルネードをかい？/ＯＫ！　任せとけよ。","My W Rising Tornado?、/OK! Leave it to me.","Portrait: !p0700!e00",""
"このマスでは使用できません","Cannot be used on this space.","Portrait: !pffff!e00",""
"このマスを一方通行にしました","Made this space one-way.","Portrait: !pffff!e00",""
"このマスを一方通行にします/移動できる方向を選んでください","Make this space one-way. Please select the direction you can move.","Portrait: !pffff!e00",""
"このマスを通行止めにしました","Made this space impassable.","Portrait: !pffff!e00",""
"この優勝は、/自力でつかんだ優勝だからな！","This victory is、 /a victory you earned yourself！","Portrait: !p0000!e00",""
"この優勝は、/自力でつかんだ優勝だもんね！","This victory is、 /a victory you earned yourself！","Portrait: !p0000!e00",""
"この前、バレエの授業があったんだけど、/ゆりかさんだけ飛び抜けて上手なの。/私も、あんな風にできたらな……。","Earlier, we had ballet class, but、 /only Yurika-san was exceptionally good.　/I wish I could be like that...","Portrait: !p1100!e00",""
"この単位は!0が持っています/戦闘をしかけますか？","!0 has this credit. Start a battle?","Portrait: !pffff!e00",""
"この単位は、すでに持っています","You already have this credit.","Portrait: !pffff!e00",""
"この学園祭、/お前は何に注目しているのだ？/参考に聞かせてもらおう。","At this festival, /what are you focusing on?、/Tell me for reference.","Portrait: !p1600!e00",""
"この後も、自信をもって、/満面の笑みで接客すると/グーッだ！","After this, serve customers with confidence、 /and a big smile！","Portrait: !p2801!e00",""
