"japanese","english","context","notes"
"あと、!c02ＥＤＩＴキャラ!c07とは関係ないけど、/!c04ＨＰ!c07についても注意してね。/!c04ＨＰ!c07が０になると、一回休みになるから。","Also, unrelated to　!c02EDIT characters !c07,、/be careful about　!c04HP!c07.、/If　!c04HP!c07 reaches 0, you skip a turn.","Portrait: !p1800!e00",""
"あと、ツープラトン技を!c03ジャスキャラ!c07に/教えてもらうことも可能よ。","Also, you can learn、/two-person techniques from　!c03Justice characters!c07.","Portrait: !p1800!e00",""
"あと、不機嫌になった!c03ジャスキャラ!c07には、/近づかない方がいいわよ。/!c00友好度!c07が下がることもあるし。","Also, avoid !c03Justice characters　!c07 who are、/in a bad mood.、/!c00Friendship　!c07 can decrease.","Portrait: !p1800!e00",""
"あと、他の項目でも何度かでてきた、/!c05パートナー!c07についてね。","Also, about !c05Partners　!c07 that have、/come up in other sections.","Portrait: !p1800!e00",""
"あと、ＭＡＰモードで!c01ビンゴ表!c07を/表示している時に、ＬＲトリガーを引くと、/!c01ビンゴ表!c07の方のカーソルを操作できるわ。","Also, in MAP mode when displaying !c01Bingo Board !c07,、/pull the LR triggers to、/control the !c01Bingo Board !c07 cursor.","Portrait: !p1800!e00",""
"あとね、雷蔵学園長にあうと、/ちょっといいことがあるかもよ。","Also, if you meet Principal Raizo,、/something good might happen.","Portrait: !p1800!e00",""
"あとの詳しい説明は、/取り扱い説明書を見てね。","For more details,、/check the manual.","Portrait: !p1800!e00",""
"あなたからすれば/大した事ないのでしょうけど、/少なくとも私たちは真剣なの。","To you it might not be a big deal,、/but at least we're serious about it.","Portrait: !p1803!e00",""
"あなたたちが入学してきたのって、/ほんのこの間のような気がするのに、/もう一年半も経つのね……。","It feels like you just enrolled、/the other day, but、/a year and a half has already passed...","Portrait: !p1400!e00",""
"あなたたちはそれでいいのよ。/さぁ、今から一緒に行く友達を/探しに行ってらっしゃい。","That's fine for you.、/Well then, go find、/a friend to go with.","Portrait: !p1400!e00",""
"あなたという方は……。/こんな私のために……。","Someone like you...、/for someone like me...","Portrait: !p2503!e00",""
"あなたと一緒にいると/時間を忘れてしまいます。/では、またお会いしましょう。","When I'm with you,、/I lose track of time.、/Well then, let's meet again.","Portrait: !p0901!e00",""
"あなたには、本当のことを話して、/そして、お別れして欲しかった。/どうか、私のことは忘れてください。","I wanted to tell you the truth、/and say goodbye.、/Please forget about me.","Portrait: !p2503!e00",""
"あなたにわかるわけが/ありませんからね！","There's no way you'd understand!","Portrait: !p1503!e00",""
"あなたを誘いに来たんですよ。/キャンプファイアーにね。/もちろん、一緒に行ってくださいますよね？","I came to invite you.、/To the campfire.、/Of course you'll come with me, right?","Portrait: !p1500!e00",""
"あの……/醍醐先輩……。/お願いがあるんですけど？","Um...、/Daigo-senpai...、/Could I ask a favor?","Portrait: !p0000!e00",""
"あの……、!0さん……。/もう、そろそろ……。/私、行かなければなりませんので……。","Um... !0...、/It's about time...、/I have to go...","Portrait: !p2502!e00",""
"あの……、/九郎が、何かしましたか？","Um...、/Did Kuro do something?","Portrait: !p2503!e00",""
"あの、そのお話は…………。","Um, about that...","Portrait: !p2503!e00",""
"あのまま、ゲド高に残って/エッジや岩たちと過ごした方が/良かったのかなって。","I wonder if it would have been better、/to stay at Gedokou、/with Edge and Iwa.","Portrait: !p1100!e00",""
