"japanese","english","context","notes"
"……あれ？","…Huh?","Portrait: !p0000!e00",""
"……いい感じが掴めそうだ。/ありがとう、!0。/キミのお陰だ……","…I'm getting it. /Thanks, !0. /It's thanks to you …","Portrait: !p0302!e00",""
"……いや……、/プール掃除をしていたんだ……。/出し物があるからな……。","…No…/I was cleaning the pool…/We have an event …","Portrait: !p2200!e00",""
"……いや、何でもないぞ。/どうせそんな事だろうと思ってたし……。","…No, it's nothing./I figured it was that anyway …","Portrait: !p0000!e00",""
"……いや、何でもないわ。/どうせそんな事だろうと思ってたし……。","…No, it's nothing./I figured it was that anyway …","Portrait: !p0000!e00",""
"……いや、僕はお茶でも買ってくるから/気にしなくていい……。","…No, I'll buy some tea,/don't worry about it …","Portrait: !p2200!e00",""
"……いや、別に何もしていない……。/……人ごみには慣れていないのでな。/ちょっと休憩しようとしてたんだ……。","…No, I wasn't doing anything…/…I'm not used to crowds…/I was just trying to take a break...","Portrait: !p2200!e00",""
"……うん。","…Yeah.","Portrait: !p0000!e00",""
"……うん！","…Yeah！","Portrait: !p2102!e00",""
"……え、ええ……/は……はい……","…Y-yes.../y-yes...","Portrait: !p0000!e00",""
"……え？","…Huh?","Portrait: !p1303!e00",""
"……え？/そ、そりゃまぁ……。","…Huh?/W-well …","Portrait: !p0402!e00",""
"……お、おい、/ロイ……！","…H-hey,/Roy...！","Portrait: !p0000!e00",""
"……おっと、なんだか/所帯じみた話でしたね。/若いみなさんにする話じゃなかったかな。","…Oops, that got a bit /domestic, didn't it? /Not a topic for young folks.","Portrait: !p1302!e00",""
"……おっと、僕としたことが……/少々、おしゃべりが過ぎたようです。/じゃあ先輩、失礼しますよ。","…Oops, I got a bit,/too chatty there./Well then, senpai, excuse me.","Portrait: !p1500!e00",""
"……おつかれさま、!0。/今日は大変だったね。","…Good work, !0. /Today was tough, huh?","Portrait: !p0202!e00",""
"……くだらない。/いつからランに感化されたんだ？","…Ridiculous. /When did Ran influence you?","Portrait: !p0303!e00",""
"……こう来たときは、こうだろ。/……で、こうさばいて、こう……。","…When they come like this, do this. /…Handle it this way...","Portrait: !p0400!e00",""
"……ここまでがんばれたのは、/英雄先生のおかげかな……。/ありがとうございます……。","…I was able to make it this far,/thanks to Shimazu-sensei …/Thank you...","Portrait: !p0000!e00",""
"……ここまでがんばれたのは、/英雄先生のおかげです……。/ありがとうございます……。","…I was able to make it this far,/thanks to Shimazu-sensei …/Thank you...","Portrait: !p0000!e00",""
"……ここまでにしましょうか。/あなたを夢から覚ますおまじないを/してあげるわ。目を閉じて……","…Let's stop here. /I'll cast a spell to wake you from your/dream. Close your eyes…","Portrait: !p1402!e00",""
"……これが、たいやきか……。/はじめて見た……。/……魚のカタチなんだな……。","…So this is taiyaki.../First time seeing it …/…It's fish-shaped...","Portrait: !p2203!e00",""
"……これも、/高校生活のいい思い出になります。/ね、隼人先生。","…This'll be a good high school memory. /Right, Hayato?","Portrait: !p0000!e00",""
"……こんにちは、/……!0さん。","…Hello,/…!0.","Portrait: !p3201!e00",""
"……こんにちは、/……!0君。","…Hello,/…!0.","Portrait: !p3201!e00",""
"……さぁ、どうだ？/遠慮はいらないぞ。","…Well, how is it? /Don't hold back.","Portrait: !p0300!e00",""
"……さぁ、行こう……。/一緒に……。","…Well, let's go…/Together …","Portrait: !p2201!e00",""
"……すまない……。/炭酸飲料は、なるべく飲まないように……/してるんだ……。","…Sorry.../I try not to drink,/carbonated drinks…","Portrait: !p2203!e00",""
"……すまない。/……水泳部の仲間がいってたんだ……。/恋人ができるとパワーが出るとな……。","…Sorry./…My swim club teammates said…/that having a lover gives you power...","Portrait: !p2200!e00",""
"……すまないな。/僕は、ちょっと用があるから……。/またな……。","…Sorry./I have something to do …/See you later...","Portrait: !p2201!e00",""
"……せ、先生、/なんとなくわかった気がします。/ありがとうございました！","…S-sensei, /I think I kind of understand now./Thank you!","Portrait: !p0000!e00",""
"……せ、先生！","…S-sensei！","Portrait: !p0000!e00",""
"……そういえば、響子先生は/キャンプファイアーには行くんですか？","…By the way, will Kyoko-sensei/go to the campfire?","Portrait: !p0000!e00",""
"……そうか……、/そういうことか……。","…I see.../That's how it is …","Portrait: !p2200!e00",""
"……そうか……、難しいな……。/ちょっと考えてみる……。/また後でな……。","…I see... It's hard…/Let me think about it…/Later then …","Portrait: !p2200!e00",""
"……そうか……。","…I see...","Portrait: !p2200!e00",""
"……そうか……。/すまなかったな……。","…I see.../Sorry about that …","Portrait: !p2202!e00",""
"……そうか……。/では……、その恋人とは、/どうやって作るんだ……？","…I see.../Then … how do you,/make a lover …?","Portrait: !p2200!e00",""
"……そうか……。/なら、また頑張ればいい……。","…I see.../Then I'll try harder …","Portrait: !p2200!e00",""
"……そうか。/進学するなら五輪大学に来い。/僕は、オマエと同じ時を過ごしたい……。","…I see./If you go to college, come to Gorin./I want to be with you...","Portrait: !p2200!e00",""
"……そうか？/でも、それくらいでないと……/練習が足らないからな……。","…You think so? /But if not that much …/not enough practice…","Portrait: !p2201!e00",""
"……そうだ、もしよければ、/少し聴き役になってくれないか？/率直な感想を聞かせてくれればいい。","…Right, if you don't mind, /could you listen? /Just give honest thoughts.","Portrait: !p0301!e00",""
"……そうだな……。","…Yeah…","Portrait: !p2201!e00",""
"……そうだな。/こうしてお前といられる……/とても、心地よい時間だからな……。","…Yeah. /Being with you like this …/is really pleasant …","Portrait: !p2201!e00",""
"……そうですね！/こういうイベントの日だからこそ、/広く募金を訴えるべきですね！","…That's right!/On days like this, we should/appeal for donations!","Portrait: !p0901!e00",""
"……そだな。","…Yeah.","Portrait: !p0400!e00",""
"……その事を、!0には/知っていてもらいたかったのです。","…I wanted!0, /to know about that.","Portrait: !p0902!e00",""
"……その意味では、/ジャパニーズには難しいかもしれないな。","…In that sense,/it might be hard for Japanese.","Portrait: !p0701!e00",""
"……その為の手伝いなら、/俺は手間を惜しまねぇ。/いつでも相談に来やがれ！","…If it's help for that, /I won't spare effort. /Come talk anytime!","Portrait: !p2001!e00",""
"……その言い方、/今の私は空っぽだって言いたいの？","…Saying it that way,/are you calling me empty?","Portrait: !p0203!e00",""
"……その誰かって……/!0のコト？","That someone.../you mean!0?","Portrait: !p0202!e00",""
"……それに、/このカタチが素晴らしい……。/親近感を覚える……。","…Plus, /this shape is wonderful.../I feel a connection…","Portrait: !p2201!e00",""
"……それに、/ミーの「スキ」はレベルが違うヨ！/その倍なんてムリね！！","…Plus, Mee's 'like' is different!/Double that is impossible！！","Portrait: !p0802!e00",""
"……それにしても、このペンダント、/名前も何も入ってないのに、/よく響子先生のってわかりましたね。","…Even so, this pendant /has nothing on it, /how'd you know it was Kyoko-sensei's?","Portrait: !p0000!e00",""
"……それより、/そろそろキャンプファイアーの時間よ？/行きましょうよ……私と。","…More importantly,/isn't it campfire time? /Let's go … together.","Portrait: !p1802!e00",""
"……そろそろ、/キャンプファイアーが始まるようですね。/一緒に行きましょう。","…It's about time, /for the campfire to start./Let's go together.","Portrait: !p0902!e00",""
"……そろそろ、/フォークダンスが始まるみたいだな。/委員長、俺と一緒に行こう！","…Looks like/the folk dance is starting. /Chairperson, let's go！","Portrait: !p0000!e00",""
"……そろそろ、/フォークダンスが始まるみたいね。/委員長、私と一緒に行こうよ！","…Looks like/the folk dance is starting. /Chairperson, let's go！","Portrait: !p0000!e00",""
"……たこ焼き器。","…Takoyaki pan.","Portrait: !p1803!e00",""
"……ただ誉められるだけでは、/進歩する事は出来ないんだ。/……それじゃあ。","…Just being praised,/won't let you improve./…Well then.","Portrait: !p0303!e00",""
"……たとえ就寝中だろうと、/この剣を手放す事はない。","…Even when asleep, I /never let go of this sword.","Portrait: !p1600!e00",""
"……たまには、いいな……、/菓子というのも……。","…Once in a while, sweets are nice…","Portrait: !p2201!e00",""
"……だが、/とりあえず意見として聞いておく。/では、さらばだ。","…However,/I'll note your opinion./Farewell.","Portrait: !p1601!e00",""
"……だが、最近になって/恭介が何を目指し、/私の下を去っていったのか……","…But lately I've wondered/what Kyosuke aims for,/why he left …","Portrait: !p1600!e00",""
"……だそうだ。","…So I heard.","Portrait: !p2700!e00",""
"……ちゃんと届けといたわよ。","…I delivered it properly.","Portrait: !p0000!e00",""
"……って、そんなわけないよな。/あはは……。","…Like, that can't be right./Ahaha...","Portrait: !p0000!e00",""
"……って、そんなわけないよね。/あはは……。","…Like, that can't be right./Ahaha...","Portrait: !p0000!e00",""
"……って、唱えて打つんですぅ！/そしたら、絶対決まるんですよぉっ！","…Chant that and hit it！/Then it'll definitely go in！","Portrait: !p2401!e00",""
"……ですが、/今の私には別の目標があるのです。","…However,/I have a different goal now.","Portrait: !p0900!e00",""
"……でも、/!0と一緒にいた時間が、/私は一番楽しかったんだよ。","…But,/the time with !0/was the most fun for me.","Portrait: !p0202!e00",""
"……でも、なんだか原形を/とどめてないような気がするけど。","…But, I feel like it's, /lost its original form.","Portrait: !p0000!e00",""
"……でもさぁ、こんなイベントで/自分を飾ったり偽ったりするなんて、/なーんか損した気にならない？","…But at events like this, /faking or dressing up …/doesn't that feel like a loss?","Portrait: !p0200!e00",""
"……でもやっぱり地味な気がするなぁ。/ウケればいいけど。","…It still feels plain./Hope it goes over well.","Portrait: !p0000!e00",""
"……でもネ！/!0がそう言ってくれたのは、/ベリーうれしいデス！","…But! I'm berry /happy that!0 said that ！","Portrait: !p0800!e00",""
"……と、一年前のボクなら答えただろうな。/今はまぁ……もう少しこっちにいても、/面白かったかな、とも思うよ。","…That's what I'd have said a year ago./Now though … staying a bit longer/might've been fun.","Portrait: !p0701!e00",""
"……と思ったけど、もう全部もってるのね。/じゃ、私から特別にプレゼントね！/!c05「全パラメータ　レベル＋１」!c07をあげるわ！","…Thought so, but you have it all./A special gift from me then！/!c05'All Stats Level +1' !c07！","Portrait: !p1801!e00",""
"……どうかしたのか……？","…Something wrong...?","Portrait: !p2200!e00",""
"……どうした……？","…What's wrong...?","Portrait: !p2200!e00",""
"……どうしたのよ、ティファニー？/やけに元気がないじゃない。","…What's wrong, Tiffany?/You seem really down.","Portrait: !p0000!e00",""
"……どうしたんだ、ティファニー？/やけに元気がないじゃないか。","…What's wrong, Tiffany?/You seem really down.","Portrait: !p0000!e00",""
"……どうしてだ……？","…Why...?","Portrait: !p2200!e00",""
"……どんな内容か、/想像がつきそうな気がするよ……","…I can kind of imagine,/what it's about...","Portrait: !p0000!e00",""
"……どんな内容か、/想像がつきそうな気がするわ……","…I can kind of imagine,/what it's about...","Portrait: !p0000!e00",""
"……ない……。","…Nothing...","Portrait: !p2203!e00",""
"……ならいいけど。/それじゃ。","…That's fine. /Later.","Portrait: !p0203!e00",""
"……ならば、ためらわずに/この私を切り捨ててみよ！！","…Then without hesitation, /try cutting me down！","Portrait: !p1600!e00",""
"……なんだか、怒らせちゃったみたいだな。","…I think I made them angry.","Portrait: !p0000!e00",""
"……なんだか、怒らせちゃったみたいね。","…I think I made them angry.","Portrait: !p0000!e00",""
"……ねぇ、!0。/私に足りないのって、何だと思う？/思ったままでいいから、言ってみて！","…Hey,!0. /What do you think I'm lacking?/Just say what you think!","Portrait: !p0200!e00",""
"……まぁ、飛行機代が貯まるまで/時間がかかるだろうけどね。/だから、明日とか言われるとツラいなぁ。","…Well, it'll take time to save up, /for plane fare …/So being told 'tomorrow' is tough.","Portrait: !p0000!e00",""
"……まっすぐ飛ばない弾で、百発百中？/それはそれですごいかも……。","…A curving shot, 100% hit?/That's impressive in its way …","Portrait: !p0000!e00",""
"……まわってあげればいいじゃない。/減るもんじゃなし。","…Just show them around. /It won't cost anything.","Portrait: !p0000!e00",""
"……まわってやればいいじゃん。/減るもんじゃなし。","…Just show them around. /It won't cost you.","Portrait: !p0000!e00",""
"……もう、/ロイったら……！","…Geez, /Roy...！","Portrait: !p0000!e00",""
"……もう。/怒らせちゃったじゃない。","…Geez. /You made them angry.","Portrait: !p3103!e00",""
"……もし、ミーが明日すぐに/ステイツに戻らなきゃいけなくなったら、/ユーは……どうしてくれマスか？","…If Mee had to return to the States, /tomorrow right away, /what would you do…?","Portrait: !p0800!e00",""
"……もしかして、/よくない事が行われているとか？/もしもそうなら、是非とも止めないと！","…Maybe something bad,/is happening?/If so, we have to stop it！","Portrait: !p1803!e00",""
"……もしかして、先生に怒られなかった？","…Maybe sensei didn't scold you?","Portrait: !p1803!e00",""
"……やっぱ、問題はスタートかな。/バッターの打ちッぷりから判断して……。/……守備ってば難しいよな……。","…I guess the problem is the start./Judging from the batter's swing.../…Defense is tough...","Portrait: !p0400!e00",""
