"japanese","english","context","notes"
"!c01数学!c07の!c02３!c07を強奪した！","Stole !c01Math!c07  !c023 !c07!","Color-coded menu/UI text",""
"!c01数学!c07の!c02４!c07の単位を手に入れた！","Got !c01Math!c07  !c02Grade  4!c07 credit !","Portrait: !pffff!e00",""
"!c01数学!c07の!c02４!c07を強奪した！","Stole !c01Math!c07  !c024 !c07!","Color-coded menu/UI text",""
"!c01理科!c07の!c02１!c07の単位を手に入れた！","Got !c01Science !c07  !c021 !c07 credit !","Portrait: !pffff!e00",""
"!c01理科!c07の!c02１!c07を強奪した！","Stole !c01Science !c07  !c021 !c07!","Color-coded menu/UI text",""
"!c01理科!c07の!c02２!c07の単位を手に入れた！","Got !c01Science !c07  !c022 !c07 credit !","Portrait: !pffff!e00",""
"!c01理科!c07の!c02２!c07を強奪した！","Stole !c01Science !c07  !c022 !c07!","Color-coded menu/UI text",""
"!c01理科!c07の!c02３!c07の単位を手に入れた！","Got !c01Science !c07  !c023 !c07 credit !","Portrait: !pffff!e00",""
"!c01理科!c07の!c02３!c07を強奪した！","Stole !c01Science !c07  !c023 !c07!","Color-coded menu/UI text",""
"!c01理科!c07の!c02４!c07の単位を手に入れた！","Got !c01Science !c07  !c024 !c07 credit !","Portrait: !pffff!e00",""
"!c01理科!c07の!c02４!c07を強奪した！","Stole !c01Science !c07  !c024 !c07!","Color-coded menu/UI text",""
"!c01社会!c07の!c02１!c07の単位を手に入れた！","Got !c01Soc. St.!c07  !c021 !c07 credit !","Portrait: !pffff!e00",""
"!c01社会!c07の!c02１!c07を強奪した！","Stole !c01Soc. St.!c07  !c021 !c07!","Color-coded menu/UI text",""
"!c01社会!c07の!c02２!c07の単位を手に入れた！","Got !c01Soc. St.!c07  !c022 !c07 credit !","Portrait: !pffff!e00",""
"!c01社会!c07の!c02２!c07を強奪した！","Stole !c01Soc. St.!c07  !c022 !c07!","Color-coded menu/UI text",""
