"japanese","english","context","notes"
"この燃え盛る赤い炎の色を/旅立ちの決意とともに、/心に刻んでな。","Burn this red flame /and our resolve  /into your heart.","Portrait: !p1901!e00",""
"この私に向かい、/たとえ一刀でも振れたならば/それが習得の証となろう！！","If you can swing even one strike  /toward me, /that proves mastery ! !","Portrait: !p1600!e00",""
"この秘術を使えば、/なんと!c03体力!c07と!c03根性!c07、そして!c03潜在能力!c07が/少し上がるというシロモノだ。","Using this secret technique,  /raises  !c03HP!c07, !c03GUTS!c07, and !c03Potential !c07,  /a bit.","Portrait: !p1700!e00",""
"この秘術を使えば、/なんと!c03体力!c07と!c03潜在能力!c07が/少し上がるというシロモノだ。","Using this secret technique,  /raises  !c03HP!c07 and  !c03Potential !c07,  /a bit.","Portrait: !p1700!e00",""
"この秘術を使えば、/なんと!c03攻撃力!c07と!c03体力!c07、そして!c03潜在能力!c07が/少し上がるというシロモノだ。","Using this secret technique,  /raises  !c03ATK !c07, !c03HP!c07, and !c03Potential !c07,  /a bit.","Portrait: !p1700!e00",""
"この秘術を使えば、/なんと!c03攻撃力!c07と!c03知力!c07が/少し多めに上がるというシロモノだ。","Using this secret technique,  /raises  !c03ATK !c07 and  !c03INT !c07,  /a bit more.","Portrait: !p1700!e00",""
"この秘術を使えば、/なんと!c03攻撃力!c07と!c03防御力!c07、そして!c03知力!c07が/少し上がるというシロモノだ。","Using this secret technique,  /raises  !c03ATK !c07, !c03DEF !c07, and !c03INT !c07,  /a bit.","Portrait: !p1700!e00",""
"この秘術を使えば、/なんと!c03防御力!c07と!c03根性!c07、そして!c03知力!c07が/少し上がるというシロモノだ。","Using this secret technique,  /raises  !c03DEF !c07, !c03GUTS!c07, and !c03INT !c07,  /a bit.","Portrait: !p1700!e00",""
"この秘術を使えば、/なんと!c03防御力!c07と!c03根性!c07が/少し上がるというシロモノだ。","Using this secret technique,  /raises  !c03DEF !c07 and  !c03GUTS!c07,  /a bit.","Portrait: !p1700!e00",""
"この設定でよろしいですか？","Are these settings okay?","Portrait: !pffff!e00",""
"この話は、もう終りだ。/じゃあな、!0……。","This story is over. /Well then,  !0...","Portrait: !p1900!e00",""
"この調査書を、/風紀委員室に届けてほしいんだ。/くれぐれも他の生徒に見つからない様にな。","Deliver this report /to the discipline office.  /Don't let other students see.","Portrait: !p0300!e00",""
"この辺りでか？/いや、俺は見なかったけどな。","Around here?  /No, I didn't see it.","Portrait: !p0000!e00",""
"この辺りで？/いや、私は見なかったけど。","Around here?  /No, I didn't see it.","Portrait: !p0000!e00",""
"この進路調査書を、/進路指導室に持っていって欲しいんだ。","Take this career survey /to the guidance office.","Portrait: !p0101!e00",""
"この運命から/私は逃れることはできません……。","I cannot escape,  /this fate...","Portrait: !p2503!e00",""
"この金魚がなかなかすくえなくてよ。/普段はトロそうなのに、いざ獲ろうとすると/途端に素早くなってさ。","These goldfish are hard to catch. /They look slow but suddenly  /get fast when you try.","Portrait: !p0400!e00",""
"この鏡をやるから、練習して/『ガン』に磨きをかけるといいさ。","Here's this mirror, /practice and polish your 'glare'.","Portrait: !p2301!e00",""
"この長ランなんかが/ビシッと決まる漢（オトコ）となら、/並んで歩くのも悪くないねぇ。","Walking side by side with a man who looks good, /in a long coat isn't bad.","Portrait: !p2301!e00",""
"この間、ザキを後ろに乗せてあげたら、/運転させろっていって/大変だったんだから。","The other day, Zaki rode behind me, /kept asking to drive /and it was tough.","Portrait: !p1101!e00",""
"このＥＤＩＴキャラをセーブしますか？/　　　　　　はい：Ａ　　いいえ：Ｂ","Save this EDIT character? Yes: A No: B","Portrait: !pffff!e00",""
"このＥＤＩＴキャラをＣＰＵにします。/　　　　　　　　よろしいですか？/　　　　　　はい：Ａ　　いいえ：Ｂ","Make this EDIT character CPU? Is that okay? Yes: A No: B","Portrait: !pffff!e00",""
"これ、全部かよ！","All of this !","Portrait: !p1003!e00",""
"これから、トーナメント方式で/ＣＰＵ対戦をして、/最終確認をしてみましょう！","Now let's do a tournament-style,  /CPU battle for final confirmation !","Portrait: !p1801!e00",""
"これから、俺が進むべき道……、/俺が何をすべきなのかを/考えていたのさ。","I was thinking about, /the path I should take ... /what I should do.","Portrait: !p1900!e00",""
