"japanese","english","context","notes"
"うんしょ……。","Huff…","Portrait: !p1100!e00",""
"うん！","Yeah！","Portrait: !p0000!e00",""
"うん！/ありがとう！","Yeah！/Thanks！","Portrait: !p0501!e00",""
"うん！/そうだね。","Yeah！/Right.","Portrait: !p1101!e00",""
"うん！/とってもよく似合うよ！","Yeah！/Looks great on you!","Portrait: !p0000!e00",""
"うん！/とてもよく似合うよ！","Yeah！/Looks great on you!","Portrait: !p0000!e00",""
"うん！/ザキやゆりかさんといると/楽しいよ。","Yeah！/Being with Zaki and Yurika/is fun.","Portrait: !p1100!e00",""
"うん！/私、強くなったもの。/ヘルメットがなくても平気よ。","Yeah！/I've grown stronger. /I'm fine without a helmet.","Portrait: !p1101!e00",""
"うん！　任せて！/さぁ、シャツかして。","Yeah！ I got it！/Lend me the shirt.","Portrait: !p1101!e00",""
"うん？　ロイが誰かと/携帯で話をしてるみたいだな……。/誰と話してるのかな？","Huh? Roy seems to be/talking on his phone …/Who's he talking to?","Portrait: !p0000!e00",""
"うーん……。","Hmm...","Portrait: !p0000!e00",""
"うーん……。/２人とも１位を取ったとかですか？","Hmm.../Did you both get first place?","Portrait: !p0000!e00",""
"うーん……やっぱり、/この年頃の男子生徒ならみんな、/憧れるんじゃないかな？","Hmm... I think all boys, /this age would,/admire it, right?","Portrait: !p0000!e00",""
"うーん……やっぱり、/普通の男子生徒ならみんな、/憧れるんじゃないかな？","Hmm... I think all normal boys, /would admire it, right?","Portrait: !p0000!e00",""
"うーん、/それって……","Hmm,/that's …","Portrait: !p0000!e00",""
"うーん、いい天気！","Oh, nice weather!","Portrait: !p0500!e00",""
"うーん、教えるのって難しいなぁ。/練習するなら、宙返りキックを/何回もやってみるといいと思うよ。","Hmm, teaching is hard. /If you want to practice, try doing the somersault kick, /many times.","Portrait: !p1100!e00",""
"うーん。/そりゃあ、考え方にもよるけどな。","Hmm./Well, it depends how you think.","Portrait: !p0000!e00",""
"うーん。/そりゃあ、考え方にもよるけどね。","Hmm./Well, it depends how you think.","Portrait: !p0000!e00",""
"うーん。/バイクの話とかするよ。/ザキって、結構バイクに詳しいの。","Hmm./We talk about bikes./Zaki knows quite a bit.","Portrait: !p1100!e00",""
"うーん。/岩の好きにしていいと思うけどなぁ。","Hmm./I think it's fine to let Iwa decide.","Portrait: !p0000!e00",""
"うーーん……。","Hmm...","Portrait: !p0000!e00",""
"うーーん。/結構……、いいんじゃないかなぁ……。","Hmm.../It's pretty… good, I think...","Portrait: !p0000!e00",""
"え……恭介？","Huh... Kyo?","Portrait: !p0000!e00",""
"え……！？","Huh...！?","Portrait: !p0000!e00",""
"え……？","Huh...?","Portrait: !p0400!e00",""
"え……？/どこがよ？","Huh...? /What part?","Portrait: !p0000!e00",""
"え……？/どこが？","Huh...? /Where?","Portrait: !p0000!e00",""
"え、えぇ……","Y-yes...","Portrait: !p0000!e00",""
"え、ええ……/してませんけど？","Y-yes.../I haven't though?","Portrait: !p0000!e00",""
"え、ええ……、/もちろん……よ……。","Y-yes.../of course…","Portrait: !p0000!e00",""
"え、ええ……。","Y-yes...","Portrait: !p0000!e00",""
"え、ええっと……。","U-um…","Portrait: !p2402!e00",""
"え、そうなの？/もしかして、/起こして悪かったかな？","Huh, really? /Maybe I shouldn't have/woken you?","Portrait: !p0000!e00",""
"え、だって、/一人じゃ寂しいかなーと思って。/ならせめて、俺が応援してあげないとな。","Huh, but,/I thought you'd be lonely alone./So I should at least cheer you on.","Portrait: !p0000!e00",""
"え、だって、/一人じゃ寂しいかなーと思って。/ならせめて、私が応援してあげないとね。","Huh, but,/I thought you'd be lonely alone./So I should at least cheer you on.","Portrait: !p0000!e00",""
"え〜〜っ！/でも、早く食べないと/次のがもらえません！","Ehh!/But eat fast or/you won't get the next one!","Portrait: !p2400!e00",""
"え〜〜っ？/せんぱいは、すっごくすっごく、/ももちゃんと行きたいんですかぁ？","Ehhh? /Senpai really really, /wants to go with Momo-chan?","Portrait: !p2401!e00",""
"えぇ……/なんか怖そうな人が/受け取ってくれたけど……","Yes.../a scary-looking person, /took it…","Portrait: !p0000!e00",""
"えぇ……/隼人先生ほどじゃありませんけど。","Yes.../Not as much as Hayato-sensei.","Portrait: !p0000!e00",""
