"japanese","english","context","notes"
"アメリカンスピリットさ！/何事にもくじけず、前にすすむ精神こそが/一番重要だ。","American spirit!/Never giving up and moving forward /is most important.","Portrait: !p0703!e00",""
"アリガト、せんぱい……!h","Thanks, senpai…","Portrait: !p2401!e00",""
"アリガト、せんぱい……。/でも、いいの。/そんなに気にしてないですからぁ。","Thanks, senpai…/But it's fine. /I'm not that worried.","Portrait: !p2402!e00",""
"アリガト、せんぱい！/たすかっちゃったぁ！","Thanks, senpai！/You saved me！","Portrait: !p2401!e00",""
"アレか？/教えるっても、オイラはただ打つだけ/なんだけどな。","That?、 /Teaching … I just hit it.","Portrait: !p0400!e00",""
"アレをかい？/教えるも何も、あんなの度胸一発だよ。","That?、 /Teaching … it's all guts.","Portrait: !p2300!e00",""
"アレをかァ？/自慢じゃねェが、/アレはスピードが命だかんなァ……。","That?、 /Not bragging, but speed is life…","Portrait: !p1000!e00",""
"アレを覚えたいの？/難しく考える必要はないわ。/相手を励ましてあげればいいだけよ！","Want to learn that?、 /No need to overthink it. /Just encourage your partner！","Portrait: !p0500!e00",""
"アン……ドゥ……トロワ……。/もう……、難しいなぁ……。","Un… deux … trois…/So … difficult…","Portrait: !p1103!e00",""
"アンタが困ってどうすんだい！/困ってんのはアタイの方だよ！","What if you're troubled!/I'm the one troubled!","Portrait: !p2303!e00",""
"アンタといい、アキラたちといい……、/しばらく、退屈してるヒマは/なさそうだねぇ！","You, Akira and the others …/looks like I won't be bored for a while！","Portrait: !p2301!e00",""
"アンタなんか、勝手に他の子と/イチャイチャしてなさいよ！","You can flirt with other kids all you want！","Portrait: !p2103!e00",""
"アンタなんか、勝手に男の子と/イチャイチャしてなさいよ！","You can flirt with boys all you want！","Portrait: !p2103!e00",""
"アンタに黙って帰ったら、/家まで押しかけられそうだからねぇ。","If I went home without telling you, /you'd probably come to my house.","Portrait: !p2300!e00",""
"アンタも暇なら、/アタイとブラブラするかい？","If you're free, want to hang out with me?","Portrait: !p2301!e00",""
"アンタも笑いに来たのか！？","You came to laugh too!?","Portrait: !p2303!e00",""
"アーケード版、通信対戦、/敵は日本中にいるからな！","Arcade version, online battle,/enemies are all over Japan!","Portrait: !p0000!e00",""
"アーケード版、通信対戦、/敵は日本中にいるもんね！","Arcade version, online battle,/enemies are all over Japan!","Portrait: !p0000!e00",""
"イ、イヤ……そんな事はなかったよ。","N-no… that wasn't it.","Portrait: !p0000!e00",""
"イ、イヤ……そんな事はなかったわよ。","N-no… that wasn't it.","Portrait: !p0000!e00",""
"イ、イヤ！/そういうつもりじゃ……","N-no！/That's not what I meant…","Portrait: !p0000!e00",""
"イイなぁ……あんな優しくてしっかりした/女性になりたいなぁ……。","Nice… I want to be a gentle, reliable woman like that…","Portrait: !p1800!e00",""
"イタタタタ……いや、ちょっとな。/あんまり退屈だったんで、/ちょっと技の練習を……な。","Ouch… no, just a bit./I was bored, so I practiced techniques …","Portrait: !p0100!e00",""
"イテテ……。/!0、/今の飛び蹴りは高くつくぜ！","Ouch…/ !0, /that kick will cost you！","Portrait: !p0603!e00",""
"イベントによっては、/そのまま!c05パートナー!c07になってくれたり、/届け物を依頼されることもあるわ。","Depending on the event, /they might become your !c05Partner !c07 or ask you to deliver something.","Portrait: !p1800!e00",""
"イヤ……うん……/いらないかな、と思ったんだけど、/風邪ひいちゃうと面倒だし……","No… well …/I thought I didn't need it, but catching a cold is annoying…","Portrait: !p0000!e00",""
"イヤだ/売れるわけないだろ/いいぜ！","No way/Won't sell /It's fine！","Portrait: !pffff!e00",""
"イヤだ……。","No way…","Portrait: !p0000!e00",""
"イヤだよ/売れるわけないよ/いいよ！","No way/Won't sell /It's fine！","Portrait: !pffff!e00",""
"イヤだよ……。","No way…","Portrait: !p0000!e00",""
"イヤイヤ、わかってますよ。/気にしなくてもいいです……。/……はぁ。","No no, I understand./You don't need to worry…/...sigh.","Portrait: !p1300!e00",""
"ウオオオオオオーーーッ！！","Woooooah！！","Portrait: !p0403!e00",""
"ウソついたらヤリ飲ませるから、/ショージキに答えてくだサ〜イ！","If you lie, I'll make you drink poison, so answer honestly~!","Portrait: !p0801!e00",""
"ウワァッ！/こ、こずえセンパイ……/一体ドコから……？","Whoa！/K-Kozue-senpai …/where from …?","Portrait: !p0103!e00",""
"ウワァッ！！/き、恭介？/驚かさないでよ。","Whoa！！/K-Kyosuke? /Don't startle me.","Portrait: !p0000!e00",""
"ウワァッ！！/き、恭介？/驚かすなよ。","Whoa！！/K-Kyosuke? /Don't startle me.","Portrait: !p0000!e00",""
"エ、エージェント？","A-agent?","Portrait: !p0000!e00",""
