"japanese","english","context","notes"
"そして肝心なのは、/いつでもどこでもホワイトボードを/引っ張ってこれなきゃ駄目なのよ。","Key is being able to/pull out a whiteboard/anytime, anywhere.","Portrait: !p1800!e00",""
"そっか……","I see...","Portrait: !p0000!e00",""
"そっか……/で、その海外協力のボランティアって、/いつ始めるつもりなの？","I see.../when do you plan to start,/that overseas volunteer work?","Portrait: !p0000!e00",""
"そっか……/で、その海外協力のボランティアって、/いつ始めるつもりなんだ？","I see.../when do you plan to start,/that overseas volunteer work?","Portrait: !p0000!e00",""
"そっか……。/じゃ、今日は思いっきり騒がないとな！","I see.../Let's make a big ruckus today!","Portrait: !p0000!e00",""
"そっか……。/じゃ、今日は思いっきり騒がないとね！","I see.../Let's make a big ruckus today!","Portrait: !p0000!e00",""
"そっか……。/じゃあ、俺たちも/フォークダンスを踊ろうぜ！","I see... Well/then, let's dance the folk dance too!","Portrait: !p0000!e00",""
"そっか……。/じゃあ、私たちも/フォークダンスを踊ろうよ！","I see... Well/then, let's dance the folk dance too!","Portrait: !p0000!e00",""
"そっか……。/そういうアキラの方が/アキラらしいもんな。","I see.../that kind of Akira is, /more like Akira.","Portrait: !p0000!e00",""
"そっか……。/そういうアキラの方が/アキラらしいもんね。","I see.../that kind of Akira is, /more like Akira.","Portrait: !p0000!e00",""
"そっか……。/ちょっと、/俺には弁償できそうにないですね……。","I see.../I probably can't pay for it…","Portrait: !p0000!e00",""
"そっか……。/ちょっと、/私には弁償できそうにないですね……。","I see.../I probably can't pay for it…","Portrait: !p0000!e00",""
"そっか……。/でも、いいじゃない。/また、がんばれば！","I see.../But that's fine. /Just work hard again!","Portrait: !p1100!e00",""
"そっか……。/俺は、アキラが昔の方が良かったと/いって欲しいみたいに聞こえたからさ。","I see.../I sounded like I wanted Akira to say,/the old way was better.","Portrait: !p0000!e00",""
"そっか……。/水泳部の人が後で困るものね。/で、正解は何だったんですか？","I see.../Swim club will have trouble./What was the answer?","Portrait: !p0000!e00",""
"そっか……。/私は、アキラが昔の方が良かったと/いって欲しいみたいに聞こえたからさ。","I see.../I sounded like I wanted Akira to say,/the old way was better.","Portrait: !p0000!e00",""
"そっか……クラスのみんなが/決めた事なら、しょうがないな……。","I see... if the whole class decided,/can't be helped…","Portrait: !p0000!e00",""
"そっか……クラスのみんなが/決めた事なら、しょうがないわね……。","I see... if the whole class decided,/can't be helped…","Portrait: !p0000!e00",""
"そっか、じゃあ行こうぜ。","I see, let's go.","Portrait: !p0000!e00",""
"そっか、じゃあ行こっ！","I see, let's go！","Portrait: !p0000!e00",""
"そっか、なら大丈夫だな。","I see, then it's fine.","Portrait: !p0000!e00",""
"そっか、なら大丈夫だね。","I see, then it's fine.","Portrait: !p0000!e00",""
"そっか、友達か……。","I see, friends...","Portrait: !p0503!e00",""
"そっか。/じゃあ、職員室に行って、/先生に今みたいに説明して謝ろうよ。","I see./Let's go to staff room/and explain to sensei.","Portrait: !p0000!e00",""
"そっか。/まぁ、なんかあったら持ってこいよ。/こづかい稼ぎになるぜ！","I see./If something comes up, bring it. /Pocket money!","Portrait: !p1001!e00",""
"そっかぁ、/夏がやりたくないなら仕方ないよね。","I see,/can't be helped if Natsu doesn't want.","Portrait: !p0000!e00",""
"そっちにあるのって/聖純女学院の教室じゃない……。","That's Seijun Girls' Academy's,/classroom...","Portrait: !p0000!e00",""
"そっちにあるのって/聖純女学院の教室じゃないか……。","That's Seijun Girls' Academy's,/classroom...","Portrait: !p0000!e00",""
"そっちの方が、/俺にとっては大事なんです。","That's more important,/to me.","Portrait: !p0000!e00",""
