"japanese","english","context","notes"
"!c03『ダブル気合弾』!c07を覚えた！","Got !c03'Double Spirit' !c07!","Color-coded menu/UI text",""
"!c03『トラップＷシュート』!c07を覚えた！","Learned !c03'Trap W-Shoot'!c07!","Color-coded menu/UI text",""
"!c03『ファイト百倍』!c07を覚えた！","Learned !c03'100x Fight'!c07!","Color-coded menu/UI text",""
"!c03『ラストシンフォニー』!c07を覚えた！","Learned !c03'Last Symphony' !c07!","Color-coded menu/UI text",""
"!c03『ラブ＆ピース』!c07を覚えた！","Learned !c03'Love & Peace'!c07!","Color-coded menu/UI text",""
"!c03『協奏連撃蹴』!c07を覚えた！","Got !c03'Concerto Kick' !c07!","Color-coded menu/UI text",""
"!c03『委員長のワンポイントＡ』!c07を覚えた！","Learned !c03'Chairperson's Pointer A' !c07!","Color-coded menu/UI text",""
"!c03『島津流　双龍正波拳』!c07を覚えた！","Got !c03'Shimazu Dragon Wave' !c07!","Color-coded menu/UI text",""
"!c03『残酷斬』!c07を覚えた！","Got !c03'Cruel Slash' !c07!","Color-coded menu/UI text",""
"!c03『活火山』!c07を覚えた！","Got !c03'Volcano' !c07!","Color-coded menu/UI text",""
"!c03『熱血気合砲』!c07を覚えた！","Got !c03'Spirit Cannon' !c07!","Color-coded menu/UI text",""
"!c03『男の中の男』!c07を覚えた！","Learned !c03'Man Among Men' !c07!","Color-coded menu/UI text",""
"!c03『究極の矯正術』!c07を覚えた！","Got !c03'Max Correction'!c07!","Color-coded menu/UI text",""
"!c03『血゛獄』!c07を覚えた！","Got !c03'Bloody Hell' !c07!","Color-coded menu/UI text",""
"!c03『霧嶋流　十文字殺法』!c07を覚えた！","Learned !c03'Kirishima Cross Kill'!c07!","Color-coded menu/UI text",""
"!c03『Ｗパワーバスター』!c07を覚えた！","Learned !c03'W Power Buster'!c07!","Color-coded menu/UI text",""
"!c03『Ｗライジングトルネード』!c07を覚えた！","Learned !c03'W Rising Tornado'!c07!","Color-coded menu/UI text",""
"!c03ジャスキャラ!c07からもらったりも/できるみたいね。","You can also get them /from  !c03Justice chars !c07.","Color-coded menu/UI text",""
