"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"いやぁ、俺ができる楽器は/小学校で習ったこれだけですよ。","Well, this instrument is all /I learned in elementary.","Portrait: !p0000!e00","","55","50","0"
"いや、それはダメだ。/これは俺自身の問題だ。/お前には関係ない。","No, that won't do. /This is my own problem. /Nothing to do with you.","Portrait: !p1900!e00","","62","62","0"
"いや、ちょっとな……。/この前の練習試合でホームラン打った時の/感じがつかめそうな気がしたんでな……。","No, just a bit... /I felt like I could recapture /that home run feeling...","Portrait: !p0400!e00","","100","75","0"
"いっけね！！/そういや買い出しを頼まれてたんだった！/じゃ、また一緒に動こうぜ！！","Oh no!! /That's right, I was asked to shop! /Let's move together again!!","Portrait: !p0100!e00","","80","72","0"
"いや、気にしないでくれ……。/ひさびさにナットウ・スメルを嗅いで/気が立ってるんだ……じゃあな。","No, don't worry... /I smelled natto for the first time /in a while and got worked up...","Portrait: !p0702!e00","","94","86","0"
"いや、ちょっと図書室で資料整理をね。/ちょっと時間がとれたから、/今のウチにと思ってね。","No, just organizing at the library. /Had some free time, so /thought I'd do it now.","Portrait: !p1300!e00","","86","82","0"
"いきなり決勝ね！/!0と!1の対戦よ！","Straight to the finals! /!0 vs !1!","Portrait: !p1800!e00","","33","33","0"
"いま鍛えた身体が、/将来大きな財産になるんだ！/トレーニングは手を抜くんじゃねぇぜ！！","The body you train now /is a future asset! /Don't slack on training!!","Portrait: !p2000!e00","","84","72","0"
"いま鍛えた身体が、/将来大きな貯金になるんだ！/トレーニングは手を抜くんじゃねぇぜ！！","The body you train now /is future savings! /Don't slack on training!!","Portrait: !p2000!e00","","84","71","0"
"いや、目つきの悪い奴等が/ウロウロしているようなのでな。/見回りをしている。","No, there seem to be /suspicious people around. /I'm patrolling.","Portrait: !p1900!e00","","74","64","0"
"いやぁ、兄貴はスゴイぜ！/オイラもやりてぇなあ、/完全試合！","Well, my brother is amazing! /I wanna do it too, /a perfect game!","Portrait: !p0400!e00","","58","58","0"
"いや、見てないけど……/何かあったのか？/そんなに慌てて。","No, I didn't see... /Something happen? /You're so flustered.","Portrait: !p0000!e00","","56","56","0"
"う〜ん……/思ったより成績が伸びなくて……な。/もうちょっとイケると思ったのに……。","Hmm... /My results didn't improve /as much as I'd hoped...","Portrait: !p0000!e00","","82","57","0"
"いえ……、校舎裏にいた猫が/いなくなってしまったので、/探しているんです。","No... /the cat behind the school /disappeared, so I'm looking.","Portrait: !p2503!e00","","72","60","0"
"いや、たいしたことじゃない。/この腕時計を教室に届けて欲しいんだ。","No, it's nothing big. /Deliver this watch to classroom.","Portrait: !p0700!e00","","65","56","0"
"いやいや！/チビだからって、そんなに/気にすることはないぞ！","No no! /Just because you're short, /don't worry so much!","Portrait: !p2800!e00","","58","54","0"
"いや、/他の部が何をやるのか/調べてたんだ。","No, /I was checking what /other clubs are doing.","Portrait: !p0600!e00","","42","42","0"
"いえ……、/獲物の候補が多くて、/喜んでいたんですよ。","No... /many potential targets, /so I was happy.","Portrait: !p1500!e00","","52","47","0"
"いや、もうすっかり委員長の/トレードマークだな、と思って。/隼人先生とお揃いだけどね。","No, I thought it's become /the chairperson's trademark. /Matches Hayato-sensei.","Portrait: !p0000!e00","","84","81","0"
"う、うん……。/でも、気が向いたら来てね。/いつでも直すから。","Y-yeah... /But come by if you feel like it. /I'll fix it anytime.","Portrait: !p1103!e00","","60","60","0"
"いきなり何をいいだすの、ロイ？","What are you suddenly saying, Roy?","Portrait: !p0000!e00","","30","30","0"
"いずれ貴様の力、/改めて見せてもらうとしよう。/私を止める力があるのかをな！！","Someday I'll see /your power again. /Can you stop me?!","Portrait: !p1603!e00","","76","55","0"
"いつ終わるともしれない旅だ。/それを、/お前に話しておこうと思ってな……。","It's a journey with no end. /I wanted to /tell you about it...","Portrait: !p1900!e00","","72","63","0"
"いや、知らないけど？","No, I don't know?","Portrait: !p0000!e00","","20","17","0"
"いい気晴らしの方法を教えてあげるから。/それで、また明日から頑張りましょう！","I'll teach you a way to relax. /Then work hard again tomorrow!","Portrait: !p1401!e00","","75","62","0"
"いやいや、ちょうど一段落したところです。/どうです、一緒に見て回りませんか？","No no, I just finished a section. /Want to look around together?","Portrait: !p1300!e00","","75","63","0"
"いつもと違うティファニーを/印象づけるために、/浴衣で勝負してみよう！","To make a different Tiffany impression, /let's try yukata!","Portrait: !p0000!e00","","68","55","0"
"いやいや、こればかりは/いくら島津先生にも/教えられませんな！","No no, this is one thing /even Shimazu-sensei /can't teach!","Portrait: !p3003!e00","","60","58","0"
"いきなりな質問だな。/まぁ、正直言えば考えた時期もあったさ。","Sudden question. /Well, honestly, I did think about it.","Portrait: !p0300!e00","","59","54","0"
"いけませんよ、!0さん。/私事であなたに/迷惑をかける事はできません。","I can't, !0. /I can't trouble you /with personal matters.","Portrait: !p2600!e00","","66","53","0"
"いや、いいよ。/そんな……","No, it's fine. /That's...","Portrait: !p0603!e00","","25","24","0"
