"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"!c02届け物『調査書』!c07をあずかった/!c01風紀委員室!c07に届けよう！","Got !c02'Investigation Report'!c07. /To !c01Disciplinary Office!c07!","Color-coded menu/UI text","","67","62","0"
"!c02ＥＤＩＴキャラ!c07で/ＣＰＵ戦のトーナメントを行い、/その順位でも!c01単位ポイント!c07がもらえるわよ。","!c02EDIT chars!c07 compete in /CPU tournaments. You earn /!c01Credit Points!c07 by ranking.","Color-coded menu/UI text","","104","86","0"
"!c02届け物『忌野家秘術巻物』!c07をあずかった/!c01学長室!c07に届けよう！","Got !c02'Imawano Scroll'!c07. /To !c01Principal's Office!c07!","Color-coded menu/UI text","","71","55","0"
"!c01社会!c07の!c02１!c07を強奪した！","Stole !c01Soc. St.!c07 !c021!c07!","Color-coded menu/UI text","","36","30","0"
"!c01社会!c07の!c02２!c07を強奪した！","Stole !c01Soc. St.!c07 !c022!c07!","Color-coded menu/UI text","","36","30","0"
"!c01社会!c07の!c02３!c07を強奪した！","Stole !c01Soc. St.!c07 !c023!c07!","Color-coded menu/UI text","","36","30","0"
"!c01社会!c07の!c02４!c07を強奪した！","Stole !c01Soc. St.!c07 !c024!c07!","Color-coded menu/UI text","","36","30","0"
"!c02ＥＤＩＴキャラ!c07を/作ることよ。","It's making /!c02EDIT characters!c07.","Color-coded menu/UI text","","37","35","0"
"!c01２人目!c07の学園祭参加申込書を提出してね。","Submit !c012nd player!c07's /festival entry form.","Portrait: !p0100!e00","","46","46","0"
"!c02届け物『密書』!c07をあずかった/!c01生徒会室!c07に届けよう！","Got !c02'Secret Letter'!c07. /To !c01Student Council!c07!","Color-coded menu/UI text","","63","52","0"
"!c02３人目!c07の学園祭参加申込書を提出してね。","Submit !c023rd player!c07's /festival entry form.","Portrait: !p0100!e00","","46","46","0"
"!c02単位ポイント!c07については、/!c01単位!c07と、!c01単位ビンゴ表!c07が関係してるから、/それをまず、覚えてね。","!c02Credit Points!c07 relate to /!c01Credits!c07 and !c01Bingo Board!c07, /so learn those first.","Portrait: !p1800!e00","","110","92","0"
"!c02単位ポイント!c07をどれだけ集めたかによって/決まるの。","It's based on how many /!c02Credit Points!c07 you get.","Color-coded menu/UI text","","57","52","0"
"!c01社会!c07の!c02１!c07の単位を手に入れた！","Got !c01Soc. St.!c07 !c021!c07 credit!","Portrait: !pffff!e00","","44","33","0"
"!c01社会!c07の!c02２!c07の単位を手に入れた！","Got !c01Soc. St.!c07 !c022!c07 credit!","Portrait: !pffff!e00","","44","33","0"
"!c01社会!c07の!c02３!c07の単位を手に入れた！","Got !c01Soc. St.!c07 !c023!c07 credit!","Portrait: !pffff!e00","","44","33","0"
"!c01社会!c07の!c02４!c07の単位を手に入れた！","Got !c01Soc. St.!c07 !c024!c07 credit!","Portrait: !pffff!e00","","44","33","0"
"!c02届け物『委員長のレポート』!c07をあずかった/!c01職員室・西!c07に届けよう！","Got !c02'Chairperson's Report'!c07. /To !c01Faculty Room West!c07!","Color-coded menu/UI text","","77","61","0"
"!c02届け物『派手なハンカチ』!c07をあずかった/!c01職員室・東!c07に届けよう！","Got !c02'Flashy Handkerchief'!c07. /To !c01Faculty Room East!c07!","Color-coded menu/UI text","","75","60","0"
"!c02届け物『骨格標本』!c07をあずかった/!c01理科室!c07に届けよう！","Got !c02'Skeleton Model'!c07. /To !c01Science Lab!c07!","Color-coded menu/UI text","","65","51","0"
"!c01理科!c07の!c02１!c07を強奪した！","Stole !c01Science!c07 !c021!c07!","Color-coded menu/UI text","","36","29","0"
"!c01理科!c07の!c02２!c07を強奪した！","Stole !c01Science!c07 !c022!c07!","Color-coded menu/UI text","","36","29","0"
"!c01理科!c07の!c02３!c07を強奪した！","Stole !c01Science!c07 !c023!c07!","Color-coded menu/UI text","","36","29","0"
"!c01理科!c07の!c02４!c07を強奪した！","Stole !c01Science!c07 !c024!c07!","Color-coded menu/UI text","","36","29","0"
"!c01英語!c07の!c02１!c07を強奪した！","Stole !c01English!c07 !c021!c07!","Color-coded menu/UI text","","36","29","0"
"!c01英語!c07の!c02２!c07を強奪した！","Stole !c01English!c07 !c022!c07!","Color-coded menu/UI text","","36","29","0"
"!c01英語!c07の!c02３!c07を強奪した！","Stole !c01English!c07 !c023!c07!","Color-coded menu/UI text","","36","29","0"
"!c01英語!c07の!c02４!c07を強奪した！","Stole !c01English!c07 !c024!c07!","Color-coded menu/UI text","","36","29","0"
"!c02届け物『謎のゴミ袋』!c07をあずかった/!c01テニス部部室!c07に届けよう！","Got !c02'Mystery Trash Bag'!c07. /To !c01Tennis Club!c07!","Color-coded menu/UI text","","73","52","0"
"!c01音楽!c07の!c02１!c07を強奪した！","Stole !c01Music!c07 !c021!c07!","Color-coded menu/UI text","","36","27","0"
"!c01音楽!c07の!c02２!c07を強奪した！","Stole !c01Music!c07 !c022!c07!","Color-coded menu/UI text","","36","27","0"
"!c01音楽!c07の!c02３!c07を強奪した！","Stole !c01Music!c07 !c023!c07!","Color-coded menu/UI text","","36","27","0"
"!c02ボーナスマス!c07はここよ！","The !c02Bonus Space!c07 is here!","Color-coded menu/UI text","","30","28","0"
"!c02ボーナスマス!c07はここよ。","The !c02Bonus Space!c07 is here.","Color-coded menu/UI text","","30","28","0"
"!c02届け物『ケーキ皿』!c07をあずかった/!c01家庭科室!c07に届けよう！","Got !c02'Cake Plates'!c07. /To !c01Home Ec Room!c07!","Color-coded menu/UI text","","67","48","0"
"!c02届け物『岩の絵画』!c07をあずかった/!c01美術部!c07に届けよう！","Got !c02'Rock Painting'!c07. /To !c01Art Club!c07!","Color-coded menu/UI text","","65","46","0"
"!c02届け物『未返却の本』!c07をあずかった/!c01図書室!c07に届けよう！","Got !c02'Unreturned Books'!c07. /To !c01Library!c07!","Color-coded menu/UI text","","67","46","0"
"!c02届け物『進路調査書』!c07をあずかった/!c01進路指導室!c07に届けよう！","Got !c02'Career Survey'!c07. /To !c01Guidance Office!c07!","Color-coded menu/UI text","","71","51","0"
"!c02届け物『醍醐のお弁当』!c07をあずかった/!c01応援団部室!c07に届けよう！","Got !c02'Daigo's Lunch'!c07. /To !c01Cheer Squad Room!c07!","Color-coded menu/UI text","","73","54","0"
"!c02届け物『響子のペンダント』!c07をあずかった/!c01保健室!c07に届けよう！","Got !c02'Kyoko's Pendant'!c07. /To !c01Nurse's Office!c07!","Color-coded menu/UI text","","73","53","0"
"!c02ＥＤＩＴキャラ!c07は、/対戦やトーナメントなどの各モードで/使うことができるわ。","!c02EDIT chars!c07 can be used /in versus mode, tournaments, /and other modes.","Color-coded menu/UI text","","82","78","0"
"!c01数学!c07の!c02３!c07を強奪した！","Stole !c01Math!c07 !c023!c07!","Color-coded menu/UI text","","36","25","0"
"!c01数学!c07の!c02４!c07を強奪した！","Stole !c01Math!c07 !c024!c07!","Color-coded menu/UI text","","36","25","0"
"!c01理科!c07の!c02１!c07の単位を手に入れた！","Got !c01Science!c07 !c021!c07 credit!","Portrait: !pffff!e00","","44","32","0"
"!c01理科!c07の!c02２!c07の単位を手に入れた！","Got !c01Science!c07 !c022!c07 credit!","Portrait: !pffff!e00","","44","32","0"
"!c01理科!c07の!c02３!c07の単位を手に入れた！","Got !c01Science!c07 !c023!c07 credit!","Portrait: !pffff!e00","","44","32","0"
"!c01理科!c07の!c02４!c07の単位を手に入れた！","Got !c01Science!c07 !c024!c07 credit!","Portrait: !pffff!e00","","44","32","0"
"!c01美術!c07の!c02１!c07を強奪した！","Stole !c01Art!c07 !c021!c07!","Color-coded menu/UI text","","36","23","0"
