"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"国語教師として、この日本文化の/奥ゆかしさみたいなモノを/水墨画で表せれば、と思いましてね。","As a Japanese teacher, I thought to express /the depth of Japanese culture/through ink painting.","Portrait: !p1300!e00","","90","96","6"
"夏だって、/慕ってくるバレー部の後輩は、/嫌いじゃないだろ？","Natsu doesn't dislike /volleyball juniors who admire her, right?","Portrait: !p0000!e00","","58","64","6"
"型の披露/瓦割り/誰かと組み手","Form demo /Tile breaking/Sparring","Portrait: !pffff!e00","","28","33","5"
"失敗すると非常に危険ですが……/やりますか？","Failure is very dangerous, but…/will you do it?","Portrait: !p0900!e00","","43","48","5"
"夏だって、/慕ってくるバレー部の後輩は、/嫌いじゃないでしょ？","Natsu doesn't dislike /volleyball juniors who admire her, right?","Portrait: !p0000!e00","","60","64","4"
"友好度や単位ビンゴ表を/確認する画面を表示します","Display screen to check /Affinity and credit bingo","Portrait: !pffff!e00","","47","50","3"
"夏たちが使ってるエプロンって、/どんなの？","What kind of apron are Natsu and them using?","Portrait: !p0000!e00","","41","44","3"
"多分。/でも、まだわかりません。","Probably. /But I still don't know.","Portrait: !p0000!e00","","31","34","3"
"太ったら大変だもん。/だから、いいよ。","Getting fat would be bad. /So it's fine.","Portrait: !p0000!e00","","37","40","3"
"夏……。/私を待っててくれたの？","Natsu.../Were you waiting for me?","Portrait: !p0000!e00","","31","33","2"
"太ったら大変だもんな。/だから、いいよ。","Getting fat would be bad. /So it's fine.","Portrait: !p0000!e00","","39","40","1"
