"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"（ザキも笑うと、結構カワイイかも）","(...Zaki is pretty cute when laughing)","Portrait: !p0000!e00","","34","34","0"
"（他人事みたいな口振りね……）","(...sounds like someone else's problem...)","Portrait: !p0000!e00","","30","30","0"
"（ザキも笑うと、結構カワイイ……）","(...Zaki is pretty cute when laughing...)","Portrait: !p0000!e00","","34","34","0"
"（他人事みたいな口振りだな……）","(...sounds like someone else's problem...)","Portrait: !p0000!e00","","32","30","0"
"（何か引っ掛かる言い方だったけど、/　九郎とキャンプファイアーかぁ……。/　ちょっと楽しみね……）","(...something suspicious about the wording, but /campfire with Kuro... /a bit looking forward to it...)","Portrait: !p0000!e00","","96","96","0"
"（エッジもいろいろ考えてるんだ。/　私もがんばらなきゃ……）","(...Edge is thinking various things. /I need to work hard too...)","Portrait: !p0000!e00","","59","59","0"
"（九郎のケチ。/　仕方ない、自分で練習してみよう……）","(...Kuro's stingy. /can't be helped, I'll practice myself...)","Portrait: !p0000!e00","","53","53","0"
"（バツ……/　少しは自覚しろよ……）","(...Batsu... /have some self-awareness...)","Portrait: !p0000!e00","","35","35","0"
"（何か引っ掛かる言い方だったけど、/　九郎とキャンプファイアーかぁ……。/　ちょっと楽しみだな……）","(...something suspicious about the wording, but /campfire with Kuro... /a bit looking forward to it...)","Portrait: !p0000!e00","","98","96","0"
"（プププ……、照れてる照れてる）","(...hehehe... embarrassed embarrassed)","Portrait: !p0000!e00","","32","32","0"
"（九郎のケチ。/　仕方ない、自分で練習してみよっと……）","(...Kuro's stingy. /can't be helped, I'll practice myself...)","Portrait: !p0000!e00","","55","53","0"
"（バツ……/　少しは自覚してよね……）","(...Batsu... /have some self-awareness...)","Portrait: !p0000!e00","","37","35","0"
"（エッジもいろいろ考えてるんだ……）","(...Edge is thinking various things...)","Portrait: !p0000!e00","","36","36","0"
"（エッジもいろいろ考えてるんだな。/　俺もがんばらないとな……）","(...Edge is thinking various things. /I need to work hard too...)","Portrait: !p0000!e00","","63","59","0"
"（クスクス……、照れてる照れてる）","(...hehehe... embarrassed embarrassed)","Portrait: !p0000!e00","","34","32","0"
"（エッジもいろいろ考えてるんだな……）","(...Edge is thinking various things...)","Portrait: !p0000!e00","","38","36","0"
"（モテるな、夏。/　女の子にだけど……）","(...popular, Natsu. /with girls though...)","Portrait: !p0000!e00","","39","39","0"
"（モテるわね、夏。/　女の子にだけど……）","(...popular, Natsu. /with girls though...)","Portrait: !p0000!e00","","41","39","0"
"（ラン……、オヤジくさいぞ……）","(...Ran... too old-man-like...)","Portrait: !p0000!e00","","32","32","0"
"（ランちゃん……、オヤジくさい……）","(...Ran-chan... too old-man-like...)","Portrait: !p0000!e00","","36","36","0"
"（ロベルトがまりを選んだなら/　仕方ないけど、嫌がってるのを/　強引になんて許せないぞ！）","(...if Roberto chose Mari, /can't be helped, but forcing /someone unwilling is wrong!)","Portrait: !p0000!e00","","88","88","0"
