"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"そうすれば、醍醐先輩に/勝負を挑もうとする雑魚もいなくなって、/セイセイしますよ。","If you do that, weaklings /challenging Daigo-senpai will vanish, /and it'll be peaceful.","Portrait: !p0000!e00","","80","80","0"
"そうすれば、/いつの間にか周りのコたちよりも/大人びて見えるって。","If you do that, /you'll look more mature /than others.","Portrait: !p0000!e00","","64","52","0"
"そうかぁ、/夏がやりたくないなら仕方ないな。","I see, if Natsu doesn't want to, /can't be helped.","Portrait: !p0000!e00","","43","43","0"
"そうだ、!0さんは/どんな話だと思います？","Right, !0, /what kind of story /do you think it is?","Portrait: !p2501!e00","","39","39","0"
"そうだよ。/九郎は、生徒会に入りたいのか？","That's right. /Does Kuro want to join student council?","Portrait: !p0000!e00","","41","41","0"
"そうだな。/さっき、ゲド高のデカ丸いのが、/ナベ料理を売って歩いてたぞ。","Yeah. /Earlier, a big round Gedokou guy /was selling nabe dishes.","Portrait: !p0700!e00","","70","65","0"
"そうだなぁ、写真はよくわかんないけど/構図は平凡だし、技術もイマイチっぽい。/ていうか、こりゃダメね。","Yeah, I don't know photos, /but composition is plain, technique lacking. /This is no good.","Portrait: !p0000!e00","","100","94","0"
"そうじゃな、/そうも考えられるのう……。","That's right, /you could think of it that way...","Portrait: !p1200!e00","","39","39","0"
"そうだなぁ、写真はよくわかんないけど/構図は平凡だし、技術もイマイチっぽい。/ていうか、ダメだなコリャ。","Yeah, I don't know photos, /but composition is plain, technique lacking. /This is no good.","Portrait: !p0000!e00","","102","94","0"
"そうだなぁ……/みんなと何かを作り上げる体験だって、/勉強の一環じゃないかな？","Yeah... /Creating something together /is part of learning, right?","Portrait: !p0000!e00","","76","61","0"
"そうだな。/久しぶりの日本で、懐かしい友達にも/会えたしね。","Yeah. /Back in Japan after a while, /and met old friends too.","Portrait: !p0701!e00","","58","58","0"
"そうですか……。/私の料理にレパートリーが増えると/思ったのですが……残念です。","Is that so... /I thought my cooking would expand, /but... disappointing.","Portrait: !p1303!e00","","78","72","0"
"そうか……。そうじゃな。/本当に、!0の/いうとおりじゃ！","I see... Right. /Truly, what !0 says /is correct!","Portrait: !p1200!e00","","54","54","0"
"そうか？/すまねぇな。/じゃあサッサと済ませるか！","Is that so? Sorry. /Let's finish quickly!","Portrait: !p0101!e00","","48","39","0"
"そうだな。/炎に照らされて、全てがオレンジ色に/染まる世界も悪くない……","Yeah. /A world where everything turns orange /in the firelight isn't bad...","Portrait: !p0300!e00","","70","70","0"
"そうか？/俺はあんまりそういうの/興味ないな……。","Is that so? /I'm not really /interested...","Portrait: !p0000!e00","","48","40","0"
"そうだな。/天気を操る事は、/今の私には不可能だからな。","Yeah. /Controlling weather is /impossible for me now.","Portrait: !p1601!e00","","54","50","0"
"そうだなぁ……/珍しいところで、/佐渡先生のマワシとかどうだ？","Yeah... /For something unusual, /Sado-sensei's mawashi?","Portrait: !p0000!e00","","60","50","0"
"そうか？/本当にこれで十分なのか！？","Is that so? /Is this really enough!?","Portrait: !p2000!e00","","35","35","0"
"そうじゃ！　キャンプファイアーの炎で/焼きおにぎりを作って食うとするかのう！/元気が出るぞい！","That's it! Let's make grilled onigiri /over the campfire! /It'll give energy!","Portrait: !p1201!e00","","92","75","0"
"そうだね！/私も楽しみにとっとこ。/それじゃあね！","Yeah! /I'm looking forward to it too! /Well then!","Portrait: !p0201!e00","","48","48","0"
"そうだよね！/!0の為に、/たっくさんケーキ作ってあげなくちゃ！","That's right! /For !0's sake, /I have to make lots of cake!","Portrait: !p0201!e00","","60","56","0"
"そうですか！　それはよかった。/では早速、恒例の募金集めに/参りましょう！！","Is that so! That's good. /Let's start the usual /fundraising!!","Portrait: !p0901!e00","","74","60","0"
"そうでしょう？/私も、徹夜して「てるてる坊主」を/たくさん作った甲斐があったわ。","Right? /I stayed up making lots of /teru teru bozu, and it paid off.","Portrait: !p1800!e00","","78","68","0"
"そうかもな……/じゃあ、行こうかボーマン。/勧めたからにはつきあってもらうぜ！","Maybe... /Let's go, Bowman. /Since I suggested it, you're coming!","Portrait: !p0000!e00","","76","63","0"
"そうか……アメリカに帰っちゃうんだ。","I see... going back to America.","Portrait: !p0000!e00","","36","31","0"
"そうですか……。/では少し練習してみましょう。/突きを出しますから避けてみてください。","Is that so... /Let's practice. /I'll punch, try to dodge.","Portrait: !p1300!e00","","84","56","0"
"そうですか……？/先輩とご一緒できなくて残念だなとでも/思っていたんですよ。きっと。","Is that so...? /I was thinking it's a shame /I can't be with senpai.","Portrait: !p1502!e00","","82","67","0"
