"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"それだけの体格と力って/望んでも手に入らないものじゃない？","That physique and power/can't be gained by wishing, right?","Portrait: !p0000!e00","","57","55","0"
"それにつきあっちゃうと、/あなたも何も出来ないわよ？","If you go along,/you won't get anything done?","Portrait: !p1400!e00","","51","44","0"
"それだけの体格と力って/望んでも手に入らないものだ。","That physique and power/can't be gained by wishing.","Portrait: !p0000!e00","","51","49","0"
"それじゃ、/まずは私があなたに整体術を施すから、/身体で憶えてちょうだい。","Well then,/I'll do bodywork on you,/remember it with your body.","Portrait: !p1401!e00","","72","59","0"
"それじゃあ、/通院に使ってた時間は/俺と遊ぶために使えるな！","Then time at the hospital/can be used to play with me!","Portrait: !p0000!e00","","58","53","0"
"それじゃあ、/通院に使ってた時間は/私と遊ぶために使えるね！","Then time at the hospital/can be used to play with me!","Portrait: !p0000!e00","","58","53","0"
"それじゃ寂しいよな。/よし、判った。/俺と一緒に回ろうぜ。","That'd be lonely./OK, got it./Let's go around together.","Portrait: !p0000!e00","","56","54","0"
"それなら、考えてもいいよ。","In that case, I'll think.","Portrait: !p0000!e00","","26","25","0"
"それに……、/似合ってるモノね、/将馬と夏って。","Plus.../they look good together,/Shoma and Natsu.","Portrait: !p0000!e00","","46","46","0"
"それじゃ寂しいわね。/うん、判ったわ。/私と一緒に回ろう。","That'd be lonely./Yeah, got it./Let's go around together.","Portrait: !p0000!e00","","56","56","0"
"それって、金魚すくい？","Is that goldfish scooping?","Portrait: !p0000!e00","","22","25","3"
"それとも、直前になって/逃げ出さなきゃならないくらい、/いい加減に練習してたの？","Or practiced so poorly/that you had to run last minute?","Portrait: !p0000!e00","","78","52","0"
"それに、話してる相手の顔が/区別つかないぐらい視力が低いから、/どっちにしても外せないわね。","Plus, my vision is so bad/I can't tell who I'm talking to,/so I can't take them off.","Portrait: !p1400!e00","","90","84","0"
"それにしても、/この学園祭に、こんなに人が来るとは/思ってなかったぜ。","Even so,/didn't think this many/would come to the fest.","Portrait: !p0100!e00","","68","52","0"
"それを逃げてきたりして！/どうせ、フザけてて割ったんだろ？/ちゃんと先生に謝れよ！","Don't run from it!/Broke it messing around, right?/Apologize to sensei!","Portrait: !p0000!e00","","80","66","0"
"それじゃ、マタね。/!0……","Well then, see you./!0...","Portrait: !p0803!e00","","25","24","0"
"それって、ひなたの弟？","Is that Hinata's bro?","Portrait: !p0000!e00","","22","21","0"
"それでは、これからゲーム開始よ。/みんながんばってね！","Now the game starts./Everyone do your best!","Portrait: !p1800!e00","","53","42","0"
"それにしたって、/委員長一人でする事じゃないだろ？/クラス全体の問題じゃないか。","Even so,/Rep shouldn't do this alone, right?/It's a class-wide issue.","Portrait: !p0000!e00","","78","65","0"
"それにしたって、/委員長一人でする事じゃないでしょ？/クラス全体の問題じゃない。","Even so,/Rep shouldn't do this alone, right?/It's a class-wide issue.","Portrait: !p0000!e00","","78","65","0"
"それとも、直前になって/逃げ出さなきゃならないくらい、/いい加減に練習してたのか？","Or practiced so poorly/that you had to run last minute?","Portrait: !p0000!e00","","80","52","0"
"それに、イキナリ靴とか飛んできたら/相手も驚くじゃない。/それが狙いなんだから！","Plus, if shoes suddenly fly,/they'll be surprised./That's the point!","Portrait: !p0201!e00","","78","64","0"
"それって、ひなたの弟か？","Is that Hinata's bro?","Portrait: !p0000!e00","","24","21","0"
"それは誰だってそうよ。/だから、自分に出来る範囲の事を/精一杯やるしかないじゃない？","Everyone is like that./So just do your best/within your abilities, right?","Portrait: !p0000!e00","","82","68","0"
