"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"ったく、どいつもこいつも/他人事だと思って好き勝手言いやがって！","Really, everyone thinks it's not theirs/and says whatever they want!","Portrait: !p0103!e00","","63","62","0"
"だが、たまには童心にかえって/遊ぶのもいいだろう。","But returning to childhood/and playing is fine.","Portrait: !p1901!e00","","49","45","0"
"だって、待ちに待った大イベントだもん。/楽しまないと損でしょ？","It's the long-awaited big event./Gotta have fun or lose, right?","Portrait: !p0000!e00","","61","60","0"
"ちなみに、岩の絵って/どんなの？","By the way,/what's Iwa's painting like?","Portrait: !p0000!e00","","31","38","7"
"ちゃんこって、/力士が太るための料理なんだろ？","Chanko is food/for sumo to bulk up, right?","Portrait: !p0000!e00","","45","41","0"
"ちょっと保健室に届け物をして/もらえませんか。/響子先生の落とし物です。","Could you deliver this/to the infirmary?/Kyoko-sensei dropped it.","Portrait: !p1301!e00","","70","64","0"
"だってさ、/外道高校をまとめた/あの醍醐先輩もそういう人だろ？","Because Daigo-senpai who unified/Gedou High is like that, right?","Portrait: !p0000!e00","","60","60","0"
"ちなみに、岩の絵って/どんなのさ？","By the way,/what's Iwa's painting?","Portrait: !p0000!e00","","33","33","0"
"だって、ねぇ。/チビだし。/補欠だし。","Because.../I'm short./I'm a sub.","Portrait: !p0000!e00","","36","32","0"
"ちなみに、その岩の絵って/どんなのさ？","By the way,/what's that Iwa painting?","Portrait: !p0000!e00","","37","35","0"
"だが、/ウカツに生徒の店に顔を出すと、/不公平だの何だの言う奴がいるからな。","But if I visit student shops,/people complain about favoritism.","Portrait: !p2000!e00","","74","60","0"
"ちなみに、その岩の絵って/どんなの？","By the way,/what's Iwa's painting?","Portrait: !p0000!e00","","35","33","0"
"だけど、/兄さんとは信じるものが/違うことを知ってしまった。","But I realized my brother and I/believe in different things.","Portrait: !p0303!e00","","58","57","0"
"だれだ？/僕の後ろに立つのは。","Who is it?/Standing behind me.","Portrait: !p0303!e00","","29","29","0"
"だって、この前、/お弁当をパクパク食べてたら/みんなにビックリされちゃって……。","Because the other day, eating lunch,/everyone was surprised...","Portrait: !p1103!e00","","78","56","0"
"ちゃんこって、お相撲さんが/太るための料理なんでしょ？","Chanko is food/for sumo to bulk up, right?","Portrait: !p0000!e00","","53","41","0"
"ちょっとね……/あれだけ頑張ったのに、/成績はイマイチだったし……","A bit.../I worked hard, but/results weren't great...","Portrait: !p0000!e00","","64","48","0"
"ちょっと一息ついてただけよ。","I was just taking a breather.","Portrait: !p1400!e00","","28","28","0"
