"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"進路指導室に止まった","Stopped at Career Guidance","Portrait: !pffff!e00","","20","26","6"
"足りねぇ……/この学園祭、何かが足りねぇ！！","Not enough…/something's missing at this fest! !","Portrait: !p2003!e00","","43","48","5"
"英雄先生、何悩んでるんですか？","Eiyu-sensei, what's troubling you?","Portrait: !p0000!e00","","30","34","4"
"誰かに会いたい時は、/そういう事を考えていると/出会いやすいかもね。","When you wanna meet someone,/thinking of it /makes encounters easier.","Portrait: !p1801!e00","","66","69","3"
"赤い顔して、何いってんだ？","Red face, what're you saying?","Portrait: !p0000!e00","","26","29","3"
"赤い顔して、何いってんの？","Red face, what're you saying?","Portrait: !p0000!e00","","26","29","3"
"話をきく/見逃す/怒る","Listen/Overlook /Angry","Portrait: !pffff!e00","","20","22","2"
"購買部へいらっしゃい。/よく来たわね。","Welcome to the store. /Good to see you.","Portrait: !p2600!e00","","37","39","2"
"診察してあげる！","I'll examine you!","Portrait: !p1400!e00","","16","17","1"
"部室棟も、/いつもとは違う活気で溢れてるわね。","The club building /has unusual liveliness too.","Portrait: !p1800!e00","","45","46","1"
