"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"ボクもやりたかったが、/残念だな。/去年は楽しかったからね。","I wanted to do it too,/but unfortunately./Last year was fun.","Portrait: !p0700!e00","","58","57","0"
"フフフ……。/で？　何のご用？","Hehehe.../and? What do you need?","Portrait: !p0000!e00","","29","31","2"
"フフフ……。/それもいいわね！/じゃあ、お願いね！","Hehehe.../that's fine too!/Well then, please!","Portrait: !p0501!e00","","48","44","0"
"フフフ……。/ほら、しっかりしてください。","Hehehe.../come on, pull yourself together.","Portrait: !p2501!e00","","41","41","0"
"フフフ……。素敵でしょ？/クラスの皆さんとやる喫茶店の/衣装なんですよ。","Hehehe... lovely, right?/It's the costume for the cafe/with our class.","Portrait: !p2501!e00","","70","68","0"
"プッ！/ナニ、これ〜〜っ！/小学生でも、もっとうまいよ！","Pfft!/What is this~~!/Even grade schoolers do better!","Portrait: !p0000!e00","","54","50","0"
"プッ！/何だよ、これ〜〜っ！/小学生でも、もっとうまいぞ！","Pfft!/What is this~~!/Even grade schoolers are better!","Portrait: !p0000!e00","","56","52","0"
"フフフ……。/ちょっと休憩中！","Hehehe.../on a little break!","Portrait: !p0501!e00","","29","26","0"
"フム……/確かにそういう意見もあるが、/それは浅い考え方だ。","Hmm.../such opinions exist,/but that's shallow thinking.","Portrait: !p1600!e00","","58","53","0"
"ブッ！！/何ですか、流先輩、/いきなり……。","Bam!!/What, Nagare-senpai,/suddenly...","Portrait: !p0000!e00","","42","37","0"
"ブラブラしにプールに来たらよ/金魚が泳いでたんで、眺めてたんだ。","Came to pool to hang out,/goldfish were swimming, so I watched.","Portrait: !p1000!e00","","63","61","0"
"ホントか！？/よぉし、じゃあ二人で頑張ろうぜ！","Really!?/OK, let's work hard together!","Portrait: !p0101!e00","","45","36","0"
"ボクはこの一年で、多少の力と/引き替えに責任を負ったんだ……。/それを果たさないとな……。","This year, I gained some power/in exchange for responsibility.../I must fulfill it...","Portrait: !p0700!e00","","88","79","0"
"ボードゲーム用の名前を登録してね！","Register a name for the board game!","Portrait: !p0100!e00","","34","34","0"
