"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"今度、ザキに手出したら/承知しないからねッ！","Next time you mess with Zaki,/I won't forgive you!","Portrait: !p0000!e00","","43","47","4"
"二人とも。/後でお友達に/ちゃんと謝っておくんですよ？","Both of you./Apologize to friends properly later, OK?","Portrait: !p2600!e00","","52","51","0"
"久しぶりだから、珍しがってるだけさ。/それより、将馬。/お前も最近モテモテだって聞いたぞ。","Been a while, so they're just curious./More importantly, Shoma./Heard you're popular lately.","Portrait: !p2700!e00","","88","88","0"
"一人でいくのもなんだし、/俺はこのまま、戦いの旅に出るか。","Going alone feels wrong, so/I'll set out on a battle journey.","Portrait: !p0000!e00","","57","57","0"
"一番重要なのは……？","What's most important...?","Portrait: !p0000!e00","","20","23","3"
"今日は、/さすがにバレー部も/練習できそうにないな。","Today,/even volleyball club/probably can't practice.","Portrait: !p0000!e00","","50","48","0"
"今日は、/さすがにバレー部も/練習できそうにないね。","Today,/even volleyball club/probably can't practice.","Portrait: !p0000!e00","","50","48","0"
"今更、謝ったって無駄だ！/覚悟しろよ！","Too late to apologize!/Prepare yourself!","Portrait: !p0601!e00","","37","38","1"
"仕方なく見逃す/俺が食べてしまう/売らないよう説得する","Reluctantly overlook/I'll eat it/Persuade not to sell","Portrait: !pffff!e00","","52","47","0"
"仕方なく見逃す/私が食べてしまう/売らないよう説得する","Reluctantly overlook/I'll eat it/Persuade not to sell","Portrait: !pffff!e00","","52","47","0"
"一緒に遊べば、/気分も晴れると思うよ。/さぁ、行こうよ！","If we play together,/your mood will improve./Let's go!","Portrait: !p1101!e00","","54","52","0"
"仕方ないさ。/こういう事もあるよ……。","Can't be helped./These things happen...","Portrait: !p0000!e00","","37","36","0"
"ワシは今！/世界一ハッピーじゃぞい！！","I'm now!/the happiest in the world!!","Portrait: !p1201!e00","","37","35","0"
"一生懸命なんてバカみたい/怒鳴るだけじゃダメ/そんなこと思ってない","Working hard is stupid/Just yelling won't do/I don't think that","Portrait: !pffff!e00","","64","63","0"
"人体実験を受けますか？","Accept human experiment?","Portrait: !pffff!e00","","22","23","1"
"今、私たちが以前に参加した/コンクールの話をしてたんですよ。","We were talking about the contest/we participated in before.","Portrait: !p2500!e00","","59","55","0"
"今は遠慮しとくよ……。/なんか、恨まれそうだし……。","I'll pass for now.../seems like I'd be resented...","Portrait: !p0000!e00","","51","46","0"
"今年は、発表会が近い事もあって/主だった活動はしていないのです。/君にも見てほしかったのですが、残念です。","This year, with the recital close,/we haven't done major activities./I wanted you to see, but too bad.","Portrait: !p0900!e00","","104","100","0"
"仕方ないわ。/こういう事もあるわよ……。","Can't be helped./These things happen...","Portrait: !p0000!e00","","39","36","0"
"一人でいくのも気が引けるし、/私はこのまま、戦いの旅に出よう。","Going alone feels wrong, so/I'll set out on a battle journey.","Portrait: !p0000!e00","","61","57","0"
"一緒に、何……？","Together, what...?","Portrait: !p0000!e00","","16","16","0"
"九郎のツープラトン技/!c03『霧嶋流　十文字殺法』!c07を覚えた！","Got Kuro's Two-Platoon/!c03'Kirishima Cross Kill'!c07!","Portrait: !pffff!e00","","61","49","0"
"人の気もしらねェで！/見損なったぜ！","You don't get it!/I misjudged you!","Portrait: !p1003!e00","","35","34","0"
"今からカブって/気合いを入れるのですぅ！/（ガポッ！）","Now I'll put on kabuto/and get fired up! (Gapo!)","Portrait: !p2401!e00","","52","46","0"
"仕方ないでしょ。/今日は我慢しといたら？","Can't be helped./Why not endure today?","Portrait: !p0000!e00","","39","36","0"
