"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"!0、いるんだろ？/もう出てきてもいいぞ。","!0, you're there, right? /Come out now.","Portrait: !p2300!e00","","39","39","0"
"!0、オレさ！/決めたぜ！/今、決めた！","!0, I decided! /Right now! /Just now!","Portrait: !p1000!e00","","36","36","0"
"!0……。/……髪がとんがってるからは、/余計だ。","!0... /...Spiky hair comment /was uncalled for.","Portrait: !p0400!e00","","46","46","0"
"!0……/今からキミに聴いてほしい曲がある。","!0... /I want you to hear /a song.","Portrait: !p0302!e00","","41","38","0"
"!0……。/オマエってヤツは……。","!0... /You really are...","Portrait: !p1002!e00","","31","24","0"
"!0が!1に/戦闘をしかけた！","!0 challenged !1 /to battle!","Portrait: !pffff!e00","","25","25","0"
"!0がいれば、/ワシは、何だってできる男に/なってみせるぞい！！","With !0, /I can become a man /who can do anything!!","Portrait: !p1201!e00","","60","50","0"
"!0こそ……/ずいぶんと元気がないように/見受けられますが？","!0, you seem to be /lacking energy, /aren't you?","Portrait: !p0900!e00","","56","48","0"
"!0さん！/待っとったぞい。","!0! /I was waiting!","Portrait: !p1200!e00","","25","20","0"
"!0さん……/どうしたの、急に。","!0... /What's wrong, suddenly?","Portrait: !p1402!e00","","29","29","0"
