"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"へ！？/そ、そうだよな。全然よくないぞ！/（何の話かわからないけど……）","What！? /Y-yeah. Not good at all！　/(Don't know what we're talking about...)","Portrait: !p0000!e00","","70","77","7"
"へ？/ゆりかさん、/お化け屋敷とか平気なんですか？","Huh?　/Yurika-san, are you okay /with haunted houses?","Portrait: !p0000!e00","","48","53","5"
"へへ……！/オレが発案者なんだぜ！/結構イイだろ？","Hehe...!　/I came up with it！　/Pretty good, right?","Portrait: !p1001!e00","","48","52","4"
"へへ、それは秘密。","Hehe, that's a secret.","Portrait: !p0000!e00","","18","22","4"
"へへ、そうこなくちゃ！/ねぇ、姫！　/私たちもフォークダンスを踊ろうよ！","Hehe, that's the spirit!　/Hey, Hime！　/Let's dance the folk dance too！","Portrait: !p0000!e00","","70","73","3"
"へ？/お化け屋敷ぃ？","Huh?　/Haunted house?","Portrait: !p0000!e00","","19","21","2"
"へへ、そうこなくちゃな！/なぁ、姫！　/俺たちもフォークダンスを踊ろうぜ！","Hehe, that's the spirit!　/Hey, Hime！　/Let's dance the folk dance too！","Portrait: !p0000!e00","","72","73","1"
"へへっ、まだレギュラーじゃねぇけどな。/一軍に上がってからは、少しずつだけど/活躍してんだぜ。","Hehe, not a regular yet.　/But since making first string, /I've been contributing bit by bit.","Portrait: !p0401!e00","","92","93","1"
"へ？/流先輩、/合コンに行ったことないんですか？","Huh?　/Nagare-senpai, /haven't been to a mixer?","Portrait: !p0000!e00","","46","47","1"
"べ、別に……。","N-not really...","Portrait: !p0503!e00","","14","15","1"
