"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"!c07と同じマスに止まると、/イベントが発生するわ。/イベントの内容に応じて!c00友好度!c07が上がるわ。","Land on their space!c07 to /trigger events. !c00Friendship!c07 /rises based on the event.","Color-coded menu/UI text","","98","88","0"
"!c05１人目!c07の学園祭参加申込書を提出してね。","Submit !c051st player!c07's /festival entry form.","Portrait: !p0100!e00","","46","46","0"
"!c07が上がると、歩いてる時にぶつかって/イベントが発生することもあるわよ。/!c00友好度!c07はステータス画面で確認してね。","When it!c07 rises, you may /bump into them walking. /Check !c00Friendship!c07 on status.","Color-coded menu/UI text","","118","85","0"
"!c07が手に入ると、/それだけでポイントゲット。/その!c01単位!c07が!c01ビンゴ表!c07にあれば、","Getting!c07 earns points. /If that !c01credit!c07 is on /your !c01Bingo Board!c07,","Color-coded menu/UI text","","90","72","0"
"!c05友好度!c07が上がった！","!c05Friendship!c07 up!","Color-coded menu/UI text","","26","19","0"
"!c05友好度!c07が下がった！","!c05Friendship!c07 down!","Color-coded menu/UI text","","26","21","0"
"!c07/使うと指定したジャスキャラの/!c05友好度!c07が少し上がります","Slightly raises target /Justice char's !c05Friendship!c07","Color-coded menu/UI text","","64","51","0"
"!c05残り１０ターン!c07よ！/ラストスパート！/みんな頑張ってね！","!c0510 turns left!c07! /Final sprint! /Everyone, do your best!","Portrait: !p1800!e00","","62","60","0"
"!c07それじゃ、!c03ジャスキャラ!c07について/説明するわね。","Well then, I'll explain /!c03Justice characters!c07.","Portrait: !p1800!e00","","57","51","0"
"!c05友好度!c07を上げますか？","Raise !c05Friendship!c07?","Color-coded menu/UI text","","28","22","0"
"!c05友好度!c07を下げますか？","Lower !c05Friendship!c07?","Color-coded menu/UI text","","28","22","0"
"!c05友好度!c07を強奪した！","Stole !c05Friendship!c07!","Color-coded menu/UI text","","26","21","0"
"!c05振動!c07の設定を、変更してください/!aボタンで決定/!bボタンでキャンセルします","Change !c05Vibration!c07 settings /Press !a to confirm /Press !b to cancel","Portrait: !pffff!e00","","80","72","0"
"!c07/使うと指定したプレイヤーとジャスキャラの/!c05友好度!c07が少しダウンします","Lowers target player /and char's !c05Friendship!c07","Color-coded menu/UI text","","78","50","0"
"!c07/「ザキがお友達と仲良く学園祭とは、/　お笑いだよ！」","'Zaki friendly at the festival? /That's a joke!'","Color-coded menu/UI text","","56","50","0"
"!c07/「見つけたぞ、風間醍醐！/　総番長の名にかけて勝負してもらうぜ！」","'Found you, Kazama Daigo! /I challenge you as the boss!'","Color-coded menu/UI text","","70","57","0"
"!c07それじゃ、戦闘について説明するわね。","Well then, I'll explain /about battles.","Portrait: !p1800!e00","","40","40","0"
