"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"モグモグ……/わっ、コレすごくおいしー。/さっすが、英雄先生！","Munch munch.../Wow, this is great./As expected, Shimazu-sensei!","Portrait: !p0000!e00","","60","58","0"
"ランちゃん、なにやってるの？/屋上からも撮るの？","Ran-chan, what're you doing?/Taking photos from the roof?","Portrait: !p0000!e00","","47","53","6"
"ロイの舞台、今年も観たかったなぁ。","Wanted to see Roy's show this year too.","Portrait: !p0000!e00","","34","38","4"
"モグモグ……/おっ、コレすごくおいしいですね！/さすが、英雄先生！","Munch munch.../Oh, this is great!/As expected, Shimazu-sensei!","Portrait: !p0000!e00","","64","57","0"
"モテモテですねぇ、修一先輩。","You're popular, Shuuichi-senpai.","Portrait: !p0000!e00","","28","31","3"
"ラン……。/ありがとな。/意外とは余計だけど。","Ran.../Thanks./'Unexpected' was unnecessary.","Portrait: !p0000!e00","","44","41","0"
"マジ？","Srsly?","Portrait: !p0000!e00","","6","9","3"
"マジ！？","Really!?","Portrait: !p0000!e00","","8","8","0"
"マスには、大きく分けて、/パラメータが上がったり/下げられたりするマス。","Spaces broadly divided into/spaces that raise or lower/parameters.","Portrait: !p1800!e00","","70","59","0"
"ロベルト、/双子の弟たちは元気にしてる？","Roberto,/your twin brothers doing well?","Portrait: !p0000!e00","","39","37","0"
"ボーマン！/お前のツープラトン技を教えてくれ！","Bowman!/Teach me your Two-Platoon technique!","Portrait: !p0000!e00","","45","41","0"
"モテモテですねぇ、修一さん。","You're popular, Shuuichi-san.","Portrait: !p0000!e00","","28","27","0"
"ヤッホー、!0！/学園祭の雰囲気、/ちゃーんと楽しんでる？","Yahoo, !0!/Are you enjoying/the fest atmosphere?","Portrait: !p0201!e00","","54","44","0"
"ラン……。/お前、昨日寝てないだろ……？","Ran.../You didn't sleep last night...?","Portrait: !p0000!e00","","39","36","0"
"ランちゃん……。/ありがとね。/意外とは余計だけど。","Ran-chan.../Thanks./'Unexpected' is unnecessary.","Portrait: !p0000!e00","","50","43","0"
"ルールの説明は聞く？","Wanna hear the rules?","Portrait: !p1800!e00","","20","20","0"
"ロイ……身体に気を付けてね。","Roy... take care of yourself.","Portrait: !p0000!e00","","28","27","0"
"ロイ……身体に気を付けろよ。","Roy... take care of yourself.","Portrait: !p0000!e00","","28","27","0"
