"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"射撃場って……射的？/アレはもっと校舎の方じゃない？/射的、するの？","Shooting range... target shooting?/Isn't that more toward the building?/Doing it?","Portrait: !p0000!e00","","66","78","12"
"好きだから/友達だから/美人だから","Because like/Because friends/Because pretty","Portrait: !pffff!e00","","32","39","7"
"射撃場って……射的？/アレはもっと校舎の方だろ？/射的、するのか？","Shooting range... target shooting?/That's more toward the building?/Doing it?","Portrait: !p0000!e00","","64","73","9"
"岩、金魚はいくら取っても/食べられないよ。","Iwa, no matter how many goldfish,/you can't eat them.","Portrait: !p0000!e00","","41","50","9"
"好きとは限らない/嫌い/好き","Not necessarily like/Dislike/Like","Portrait: !pffff!e00","","26","30","4"
"将馬！/見た見た？/私の雄姿！","Shoma!/Did you see?/My heroic pose!","Portrait: !p0000!e00","","28","35","7"
"射的ゲーム？/金魚すくい？/プロレス大会？","Target shooting?/Goldfish scooping?/Wrestling?","Portrait: !pffff!e00","","40","43","3"
"岩、金魚はいくら取っても/食べられないんだぞ。","Iwa, no matter how many goldfish,/you can't eat them.","Portrait: !p0000!e00","","45","50","5"
"屋台に射的……、/よくもこれだけ準備したものですね。","Stalls and target shooting.../quite the preparation.","Portrait: !p1500!e00","","51","50","0"
"姉に似ているといわれても、/僕はうれしくも何ともないですよ。/失礼します。","Even if told I'm like my sister,/I'm neither happy nor anything./Excuse me.","Portrait: !p1500!e00","","72","72","0"
"将馬も毎日大変だなぁ。","Shoma has it tough every day.","Portrait: !p0000!e00","","22","28","6"
"実は……このお皿を、/家庭科室に届けて欲しいんだけど、/……ダメかな？","Actually... I want you to take this plate/to home ec room.../is that OK?","Portrait: !p0202!e00","","68","69","1"
"将馬がどうかしたの？","Something happen to Shoma?","Portrait: !p0000!e00","","20","26","6"
"好きな言葉を登録してね！","Register your favorite word!","Portrait: !p0100!e00","","24","26","2"
"学園祭参加申込書を提出してね。","Submit fest participation form.","Portrait: !p0100!e00","","30","29","0"
"完全試合？/スゴイですね、修一先輩！","Perfect game?/Amazing, Shuuichi-senpai!","Portrait: !p0000!e00","","35","37","2"
"実は……、/俺、２００２年を目標にした/強化選手に選ばれたんだ。","Actually.../I was selected as/a training player targeting 2002.","Portrait: !p0600!e00","","62","58","0"
"将馬が……将馬だから好きなの。","I like Shoma... because he's Shoma.","Portrait: !p0000!e00","","30","34","4"
"将馬と夏さ。","Shoma and Natsu.","Portrait: !p0600!e00","","12","16","4"
"屋台村でバレーボールマシュマロの/お店を出してるのよ。","Running a volleyball marshmallow shop/at the stall area.","Portrait: !p0500!e00","","53","53","0"
"学校を登録してね！","Register your school!","Portrait: !p0100!e00","","18","20","2"
"学科を登録してね！","Register your major!","Portrait: !p0100!e00","","18","19","1"
"完全試合？/スゴイですね、修一さん！","Perfect game?/Amazing, Shuuichi-san!","Portrait: !p0000!e00","","35","36","1"
"客の……？","Customer's...?","Portrait: !p1600!e00","","10","13","3"
"将馬、あんまり後輩、/いじめるなよ。","Shoma, don't bully/juniors too much.","Portrait: !p0000!e00","","35","35","0"
"将馬！/どうしたの？","Shoma!/What's wrong?","Portrait: !p0000!e00","","19","18","0"
"姫、姫って、/デッカイ声で呼ぶんじゃないよ！/時代劇じゃないんだからさ！","Don't call 'Hime, Hime'/in a loud voice!/This isn't a period drama!","Portrait: !p2302!e00","","70","62","0"
"学園祭だと/いつもこうなるのよね……。","At festivals/it's always like this...","Portrait: !p0502!e00","","37","35","0"
"安心して、私がんばるから！/いろいろとね！/じゃあね！","Don't worry, I'll try hard!/In various ways!/Bye!","Portrait: !p1100!e00","","52","48","0"
"実は、私……、/今の学校に馴染んでないんだ……。","Actually, I.../haven't fit into this school...","Portrait: !p1103!e00","","47","43","0"
"将馬、何コソコソしてるの？","Shoma, why are you sneaking?","Portrait: !p0000!e00","","26","26","0"
"好き……か。","Like... is it?","Portrait: !p0502!e00","","12","12","0"
"委員長？/どうしたの、こんな所で。","Rep?/What's wrong, here?","Portrait: !p0000!e00","","33","22","0"
"学園祭を一緒に見て回って/欲しいんですけど……。","I want you to look around the fest with me...","Portrait: !p0000!e00","","47","44","0"
"学園祭中なのに、ランニング？/できればもっと別なことがいいな。","Running during the fest?/Something else would be better.","Portrait: !p0000!e00","","61","52","0"
"将馬……励ましに来たのか？","Shoma... came to encourage?","Portrait: !p0000!e00","","26","25","0"
"将馬！/どうしたんだ？","Shoma!/What's wrong?","Portrait: !p0000!e00","","21","18","0"
