"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"!c01ビンゴ表!c07を揃えたり、効率よく!c00友好度!c07を/上げるには、戦闘に勝つことが重要よ。","Win battles to complete /the !c01Bingo Board!c07 and raise /!c00Friendship!c07 efficiently.","Color-coded menu/UI text","","89","81","0"
"!0君、違うの！/ロベルト君は、お化け屋敷に行こうって/私を誘ってただけなの！","!0, it's not that! /Roberto just asked me /to the haunted house!","Portrait: !p2903!e00","","74","66","0"
"!c01ビンゴ表!c07に載っていない!c01単位!c07も/あるけど、上手く揃えれば、/いろいろな、ボーナスも手に入るわよ。","Some !c01Credits!c07 aren't on /the !c01Bingo Board!c07, but line 'em /up right for bonuses.","Color-coded menu/UI text","","108","85","0"
"!c01ビンゴ表!c07を/表示している時に、ＬＲトリガーを引くと、/!c01ビンゴ表!c07の方のカーソルを操作できるわ。","When the !c01Bingo Board!c07 shows, /press L/R to control /the !c01Bingo Board!c07 cursor.","Color-coded menu/UI text","","106","86","0"
"!0！/やっとおでましかい？/待ちくたびれたよ。","!0! /Finally here? /I've waited forever.","Portrait: !p2300!e00","","44","40","0"
"!0！/助かりました。/協力を感謝します。","!0! /You saved me. /Thanks for the help.","Portrait: !p0902!e00","","38","38","0"
"!0？/……今、ホッとしなかった？","!0? /...Weren't you just relieved?","Portrait: !p0203!e00","","31","31","0"
"!0！/私、変わるの。","!0! /I'm changing.","Portrait: !p1101!e00","","19","18","0"
"!0！！/今のアナウンス聞きまシタか？/ミーは今から参加しマス！！","!0!! /Did you hear that? /I'm joining in!!","Portrait: !p0801!e00","","62","41","0"
"!c01不機嫌状態!c07の/!c03ジャスキャラ!c07は戦闘中に助けてくれないの。","!c01Unhappy!c07 !c03Justice chars!c07 /won't help in battle.","Color-coded menu/UI text","","69","52","0"
"!0！/もしよければ、これから私と/同行してもらえませんか？","!0! /If you don't mind, /come with me?","Portrait: !p0900!e00","","56","38","0"
"!c01不良!c07/「ク、クソォッ！/　覚えてやがれッッ！」","!c01Thug!c07 /「D-Damn it! /You'll pay for this!!」","Portrait: !pffff!e00","","52","48","0"
"!0！/おせェぞ！","!0! /You're late!","Portrait: !p1000!e00","","15","15","0"
"!0！/大活躍だったみたいね。","!0! /Looks like you did great.","Portrait: !p0500!e00","","27","27","0"
"!0！/待っとったぞい。","!0! /I was waiting!","Portrait: !p1200!e00","","21","18","0"
"!0！/チャンと届けてくれたネ！/サンキュー！！","!0! /You delivered it! /Thanks!!","Portrait: !p0801!e00","","44","32","0"
"!0！/成績トップ、おめでとっ！/意外とやるじゃない？","!0! /Congrats on top grades! /Not bad, huh?","Portrait: !p2101!e00","","50","42","0"
"!c00友好度!c07が上がると、歩いてる時にぶつかって/イベントが発生することもあるわよ。/!c00友好度!c07はステータス画面で確認してね。","With high !c00Friendship!c07, you may /bump into them while walking. /Check !c00Friendship!c07 on status screen.","Portrait: !p1800!e00","","128","98","0"
"!c00友好度!c07が上がるわ。","!c00Friendship!c07 rises.","Color-coded menu/UI text","","26","22","0"
"!c01不機嫌!c07になった！","Became !c01unhappy!c07!","Color-coded menu/UI text","","24","19","0"
"!0！/テメェは、くだらねぇ悪さなんざ/しちゃいねぇだろうな！？","!0! /You haven't been doing /anything stupid, right?!","Portrait: !p2000!e00","","60","53","0"
"!c00友好度!c07が高い状態で、一位になれば、/ちょっといいエンディングが見れるかも……/ここから先は内緒ね。","If you rank 1st with high /!c00Friendship!c07, you might /see a special ending...","Portrait: !p1800!e00","","104","80","0"
"!c01不機嫌!c07なジャスキャラがいません","No !c01unhappy!c07 Justice chars","Portrait: !pffff!e00","","38","30","0"
"!c01不良!c07/「ほざけッ！」","!c01Thug!c07 /「Shut up!」","Portrait: !pffff!e00","","27","23","0"
