"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"（ん？/　あの父娘を見てたのか……な？）","(...huh? /were you watching that father and daughter...?)","Portrait: !p0000!e00","","39","57","18"
"（む、無視されたわ……。/　それより、何……今の独り言は……？/　一体、金魚に何をしたの……流先輩……）","(...i-ignored... /more importantly, what... that muttering...? /what did you do to the goldfish... Nagare-senpai...)","Portrait: !p0000!e00","","102","116","14"
"（へぇ……。/　さすが醍醐先輩の妹ね）","(...wow... /as expected of Daigo-senpai's sister)","Portrait: !p0000!e00","","37","49","12"
"（へぇ……。/　さすが醍醐先輩の妹だな）","(...wow... /as expected of Daigo-senpai's sister)","Portrait: !p0000!e00","","39","49","10"
"（む、無視された……。/　それより、何だ……今の独り言は……？/　一体、金魚に何をしたんだ……流さん）","(...i-ignored... /more importantly, what... that muttering...? /what did you do to the goldfish... Nagare-san)","Portrait: !p0000!e00","","100","110","10"
"（はぁ……怒らせちゃったなぁ。/　今度は言い方に気をつけよう……）","(...sigh... made them angry. /I'll be careful with wording next time...)","Portrait: !p0000!e00","","65","72","7"
"（へぇ、さすがね。/　私もああいう親切がさりげなく/　できるようにならなきゃ）","(...wow, as expected. /I need to be able to /do that kind of kindness casually)","Portrait: !p0000!e00","","76","79","3"
"（やっぱり……）","(...as expected...)","Portrait: !p0000!e00","","16","19","3"
"（は、鼻血が……い、いかん。/　見ると身体に悪いぞ。/　さっさと持っていこう……）","(...n-nosebleed... n-no good. /bad for health to look. /let's take it quickly...)","Portrait: !p0000!e00","","80","81","1"
"（ふぅ、何とか笑顔を取り戻したな……）","(...phew, managed to get smile back...)","Portrait: !p0000!e00","","38","39","1"
"（ふぅ、何とか笑顔を取り戻したわ……）","(...phew, managed to get smile back...)","Portrait: !p0000!e00","","38","39","1"
