"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"じゃあ、私そろそろ行くね。/お店のお手伝いに戻らなきゃ。/また一緒に見て回ろうね！","I should go now. /Need to get back to the shop. /Let's look around together again!","Portrait: !p1101!e00","","80","80","0"
"じゃあ、/剣道部と試合とかしたら、/勝つ自信はあります？","So if you had a match /with kendo club, /confident you'd win?","Portrait: !p0000!e00","","54","54","0"
"じゃあ、少し聞いてもいい？/あの子のこと……どう思う？","So, can I ask something? /What do you think about that kid...?","Portrait: !p0503!e00","","53","53","0"
"じゃあ、/全快お祝いパーティーを/しなくっちゃな！","We have to have /a full recovery party!","Portrait: !p0000!e00","","48","38","0"
"じゃあ、/全快お祝いパーティーを/しなくっちゃね！","We have to have /a full recovery party!","Portrait: !p0000!e00","","48","38","0"
"じゃあ、働いてくれますよね……？/僕のために……。/あなたの命をかけて……ね？","So you'll work for me...? /For my sake... /Putting your life on the line...?","Portrait: !p1502!e00","","76","75","0"
"じゃ、納豆は？","What about natto?","Portrait: !p0000!e00","","14","14","0"
"じゃあ、俺は/サッカー部のみんなにも報告してくるよ。/また後でな！","I'll report to /the soccer club! /See you later!","Portrait: !p0601!e00","","64","50","0"
"じゃあ、流先輩も/一緒にどうですか？/いろいろ買ってきたんですよ！","How about Nagare-senpai /joining us? /I bought various things!","Portrait: !p0000!e00","","64","57","0"
"じゃあ、そろそろアタシ/お店の手伝いに戻らないと……。/楽しかったわ。また誘って！","I need to get back /to the shop now... /It was fun. Invite me again!","Portrait: !p0501!e00","","80","69","0"
"じゃあ、流さんも/一緒にどうですか？/いろいろ買ってきたんですよ！","How about Nagare-san /joining us? /I bought various things!","Portrait: !p0000!e00","","64","57","0"
"すいません、隼人先生。/俺……献血は苦手なので、/辞退させてほしいんですが……","Sorry, Hayato-sensei. /I'm not good with blood donation, /could I decline...?","Portrait: !p0000!e00","","76","76","0"
