"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"……ああ。/最新の設備が揃っているし、/選手も一流だ……。","...Ah. /Top equipment here, /and top athletes too...","Portrait: !p2200!e00","","56","50","0"
"!c07にカーソルがあっている時に、/その!c01単位!c07が!c01ビンゴ表!c07にあれば、/カーソルが表示されるから、参考にしてね。","When the cursor is on!c07, /if that !c01credit!c07 is on /your !c01Bingo Board!c07, a cursor shows.","Color-coded menu/UI text","","118","87","0"
"!c07は、同じモノは一つしかないから、/他の人に先に取られたら、/戦闘などで奪うしかないわ。","There's only one of each!c07, /so if taken, you must /steal it in battle.","Color-coded menu/UI text","","88","74","0"
"……!0、お前の協力があれば、/もはや私は迷うまい。/我が理想、必ず実現してみせよう！！","...!0, with your help, /I won't hesitate anymore. /I'll achieve my ideal!!","Portrait: !p1601!e00","","84","72","0"
"!c07の学園祭参加申込書を提出してね。","Submit !c07's /festival entry form.","Color-coded menu/UI text","","36","36","0"
"!c07には、以下の要素があるわ。/パラメータ、必殺技、そして完全燃焼よ。","!c07 has these: /Stats, specials, Burning Vigor.","Color-coded menu/UI text","","69","46","0"
"……………………。/何もないじゃない。","............... /There's nothing here.","Portrait: !p0000!e00","","37","37","0"
"……!0は、/進学するのか……？","...!0, are you /going to college...?","Portrait: !p2200!e00","","29","29","0"
"……………………。/何もないじゃないか。","............... /There's nothing here.","Portrait: !p0000!e00","","39","37","0"
"!c07なジャスキャラがいません","No !c07 Justice chars","Color-coded menu/UI text","","28","21","0"
"!c07については、/!c01単位!c07と、!c01単位ビンゴ表!c07が関係してるから、/それをまず、覚えてね。","About!c07, it relates to /!c01credits!c07 and !c01Bingo Board!c07, /so learn that first.","Color-coded menu/UI text","","94","89","0"
"!c07よ！/ラストスパート！/みんな頑張ってね！","!c07 left! /Final sprint! /Do your best!","Color-coded menu/UI text","","44","41","0"
"……!0か。キミこそ、/忍び足で近寄ってこないでくれ。/誰が来たのかと思ったじゃないか。","...!0. You're the one /sneaking up on me. /Couldn't tell who it was.","Portrait: !p0300!e00","","84","71","0"
"…………バレエの練習をしてたの。/やったことないから大変なんだよ。/学園祭が終わったら、すぐテストがあるの。","...I was practicing ballet. /Never done it, so it's hard. /Test starts right after fest.","Portrait: !p1103!e00","","106","90","0"
"……あまいものなら、/好きじゃないから、僕はいらないぞ……。","...If it's sweet, /I don't want any...","Portrait: !p2200!e00","","59","36","0"
"……ああ。/古着の店をのぞいていた……。/……競泳水着はなかった……。","...Ah. /Checked a vintage shop... /...No racing swimsuits...","Portrait: !p2200!e00","","68","59","0"
"……!0、/恋人がいると……/何かいいことがあるのか？","...!0, /having a lover... /is it nice?","Portrait: !p2200!e00","","50","40","0"
"……!0か。/どうかしたのか……？","...!0. /Something wrong...?","Portrait: !p2200!e00","","31","25","0"
"……!0先輩。/お待ちしていましたよ……。","...!0-senpai. /I was waiting...","Portrait: !p1500!e00","","39","31","0"
"……ああ、水から離れると……/ときどき……/意識がなくなるからな……。","...Ah, away from water... /sometimes... /I black out...","Portrait: !p2200!e00","","68","54","0"
"……!0、/頼まれてくれるか……？","...!0, /could you help me...?","Portrait: !p2200!e00","","31","29","0"
"…………。/お、沖田先生の直筆サイン入り/エプロン……。","...... /A-an apron with /Okita-sensei's autograph...","Portrait: !p0503!e00","","54","51","0"
"!c07にするには、/同じマスに止まった時に/!c05パートナー!c07イベントが発生するか……、","To make them!c07, /land on their space for /a !c05Partner!c07 event...","Color-coded menu/UI text","","84","67","0"
"!c07のカード効果が切れた/マスの一方通行が解除された","!c07 card effect ended /One-way restriction lifted","Color-coded menu/UI text","","51","48","0"
"…………。/ああ、そうさ！","...... /Yeah, that's right!","Portrait: !p2303!e00","","25","25","0"
"…………。/これ、捨てていいんだな？","...... /I can toss this, right?","Portrait: !p0000!e00","","35","29","0"
"……!0。/待っていたぞ……。","...!0. /I was waiting...","Portrait: !p2200!e00","","27","24","0"
"……!0を待ってたんだよ。","...I was waiting for !0.","Portrait: !p0202!e00","","24","24","0"
"…………!0って、/ああいうタイプって……どう思う？","......!0, what do you /think of that type...?","Portrait: !p0203!e00","","49","44","0"
"…………。/これ、捨てちゃおっかなぁ……。","...... /Maybe I should toss this...","Portrait: !p0000!e00","","41","35","0"
"…………。/そっか、考えてみりゃ、/そうだったよなァ……。","...... /Right, thinking about it, /that's how it was...","Portrait: !p1000!e00","","56","53","0"
"…………。/大体わかったから、/もう説明しなくていい……。","...... /I mostly get it, /no need to explain more...","Portrait: !p0000!e00","","56","51","0"
"…………やる","...I'll do it","Portrait: !p2200!e00","","12","12","0"
"……ああ。/ちょっと話でもと思ってな……。/付き合わないか……？","...Ah. /Thought we could chat... /Wanna hang out...?","Portrait: !p2200!e00","","62","52","0"
