"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"そんな顔するなよ。もちろん、/あの頃とは違うさ。そんなに嫌ってたら、/わざわざ来るわけないだろ？","Don't make that face. Sure,/it's different now. If I hated it,/I wouldn't come, right?","Portrait: !p0700!e00","","94","82","0"
"たこ焼型のホットケーキを作るのよ！/これなら、材料も機具も/そのまま使えるから。","Make takoyaki-shaped pancakes!/This way, materials and tools/can be used as is.","Portrait: !p0000!e00","","78","77","0"
"だ、だから……、/この写真を見たら、不幸になるの！","T-that's why.../looking at this photo brings bad luck!","Portrait: !p2102!e00","","49","49","0"
"そんな顔をするな。/考えておこう。","Don't make that face./I'll think about it.","Portrait: !p1901!e00","","33","40","7"
"たった１発で逃げ出すくらいなら、/ケンカなんかしにくるなよな！","If you run after one hit,/don't come to fight!","Portrait: !p0000!e00","","61","45","0"
"たとえ話よ……。/ねぇ、!0は/どういうつもりなんだと思う？","It's a hypothetical.../Hey, what do you think/!0 intends?","Portrait: !p0503!e00","","56","56","0"
"そんなの、気にしなくていいよ。/楽しまないと損だよ。","Don't worry about that./Gotta have fun or it's a loss.","Portrait: !p0000!e00","","51","51","0"
"そんなコトいって、/アメリカの方が好きなクセに！","Saying that,/even though you like America more!","Portrait: !p0000!e00","","47","44","0"
"そんなモン、気にした方が/負けだっつうの！","Worrying about that/means you've lost!","Portrait: !p1000!e00","","41","37","0"
"たこ焼型のホットケーキを作るんだよ！/これなら、材料も機具も/そのまま使えるからな。","Make takoyaki-shaped pancakes!/This way, materials and tools/can be used as is.","Portrait: !p0000!e00","","82","77","0"
"たいやき/ラムネ/たこ焼","Taiyaki/Ramune/Takoyaki","Portrait: !pffff!e00","","22","21","0"
"そんな金の亡者みたいな奴に、/これ以上話すことなんざねぇ！/あばよ！！","Nothing more to say/to a money-grubber like that!/See ya!!","Portrait: !p2000!e00","","68","55","0"
"そんなもんだけで、女の価値は/決まりゃしないよ。","A woman's value isn't decided/by just that.","Portrait: !p2300!e00","","47","42","0"
"そんな人には、/私、絶対に負けないわ。","I'll never lose/to someone like that.","Portrait: !p0000!e00","","37","37","0"
"ただし、聴くだけじゃなくて/ちゃんと評価もしてくれよ。","But don't just listen,/give proper feedback too.","Portrait: !p0300!e00","","53","46","0"
