"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"そうよ。/九郎は、生徒会に入りたいの？","Right./Does Kuro want to join council?","Portrait: !p0000!e00","","37","37","0"
"そうよ！/全体が見渡せて、学園祭の/雰囲気がよく伝わるでしょ？","Right!/You can see everything/and feel the fest vibe, right?","Portrait: !p2100!e00","","60","57","0"
"そう！/人知れず、クラスのために/働いてるんだろ？","Right!/You work for the class/secretly, right?","Portrait: !p0000!e00","","48","45","0"
"そうですよ！/一ヶ月ぐらい山にこもって特訓すれば、/必ず上達しますって！","Right!/Train in mountains for a month/and you'll improve!","Portrait: !p0000!e00","","70","55","0"
"そうね。/年に一度の学園祭だもの。/みんなにも張りきってもらわないと！","Yeah./It's the once-a-year fest./Everyone should give it their all!","Portrait: !p1801!e00","","68","66","0"
"そう！ テニス部のあの子！","Right! That tennis club girl!","Portrait: !p0503!e00","","25","27","2"
"そうよ！/人知れず、クラスのために/働いてるんでしょ？","Right!/You work for the class/secretly, right?","Portrait: !p0000!e00","","52","45","0"
"そう！　勇気！","Right! Courage!","Portrait: !p0000!e00","","14","14","0"
"そう！/ゆりかさんは、俺の大事な友達ですよ！","Right!/Yurika-san is my dear friend!","Portrait: !p0000!e00","","43","35","0"
"そう！/ゆりかさんは、私の大事な友達ですよ！","Right!/Yurika-san is my dear friend!","Portrait: !p0000!e00","","43","35","0"
