"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"……今も世界には、/飢えや病気に苦しむ人々が沢山おられます。","...Even now, many suffer /from hunger and disease.","Portrait: !p0900!e00","","59","49","0"
"……明後日から普通の授業ですよ！/宿題を忘れないように……ね！","...Regular classes in two days! /Don't forget homework... okay!","Portrait: !p1300!e00","","61","61","0"
"……水と友達になることだな。/水の中で自由にできれば、/どこでだってできるものだ……。","...Befriend the water. /If you can move freely in it, /you can do it anywhere...","Portrait: !p2200!e00","","84","78","0"
"……キミの横顔も、/いつもと違う色だな。","...Your profile also /has a different color today.","Portrait: !p0300!e00","","39","39","0"
"……金魚だからと……、/練習内容を甘くしすぎた……。/……もっと鍛えないとな……。","...I went too easy /because they were goldfish... /...Need to train harder...","Portrait: !p2203!e00","","80","74","0"
"……水泳部部室に/届けてやってくれないか……？","...Could you deliver this /to the swim team room...?","Portrait: !p2200!e00","","45","45","0"
"……よく指導に来てるから、別にな……。/２つ学校に通っているみたいで……/大変だ……。","...He coaches often, so it's fine... /Like going to two schools... /Tough...","Portrait: !p2200!e00","","84","74","0"
"……実はね、家庭科室で作ってたケーキが/あんまりおいしそうだから……つい、ね。/ほら、だって育ち盛りだし！","...Actually, the cake in home ec /looked so good... I couldn't help it. /I'm still growing!","Portrait: !p0201!e00","","104","94","0"
"……わかったよ。/そこまで言うんなら、一旦戻る。/だけど、あんまり無理すんなよ？","...Got it. /If you insist, I'll go back. /But don't overdo it, okay?","Portrait: !p0102!e00","","78","68","0"
"……多分、少なくとも、/ソレよりはマシなものができるはずだ。/……じゃ、始めるぜ。","...Probably, at least, /I can make something better. /...Well, let's start.","Portrait: !p0000!e00","","80","76","0"
"「もう少し時間をくれないか……頼む。/　ＯＫ……それでいい。今夜だな。/　すまない、ああ……よろしく頼む」","'Give me a bit more time... please. /OK... that's fine. Tonight then. /Sorry... take care of it.'","Portrait: !p0700!e00","","104","98","0"
"……全部平らげると、/もれなく保健体育の点数を/１０点プラスしてやるが、それでもか？","...If you finish it all, /I'll add 10 to your P.E. grade. /Still want to?","Portrait: !p2000!e00","","82","73","0"
"……彼女がお酒を飲んでなければ、/の話ですがね。","...Assuming she hasn't /been drinking, of course.","Portrait: !p1301!e00","","47","47","0"
"……正直な話、/今日、キミと話している間も、/そんな事ばっかり考えていた。","...Honestly, /even while talking to you today, /I kept thinking about that.","Portrait: !p0300!e00","","72","72","0"
"……闘志が湧く……。","...Fighting spirit rises...","Portrait: !p2200!e00","","20","20","0"
"……生徒会室って、なんだか怖そうな人が/出入りしてるみたいなんだけど、/一体何をやってるのかしら？","...The student council room seems /to have scary people coming in... /What are they doing?","Portrait: !p1803!e00","","96","90","0"
"……わかった。/奴の動き、引き続き監視しろ。","...Understood. /Keep monitoring him.","Portrait: !p1603!e00","","43","36","0"
"……今夜？/何かあったの？　ロイ。","...Tonight? /Something happen, Roy?","Portrait: !p0000!e00","","33","33","0"
"……今日は遊んで……、/また、明日から頑張ろう……。/お互いにな……。","...Let's have fun today... /and work hard tomorrow... /Both of us...","Portrait: !p2200!e00","","68","68","0"
"……出世の事か？/そこまで心配はしてないけどな。","...About advancement? /Not that worried about it.","Portrait: !p0000!e00","","47","47","0"
"……私だって、/好きで家事が苦手なわけじゃないわよ。/上手くなる方法があれば……","...It's not like I'm bad at /housework by choice. /If there's a way to improve...","Portrait: !p1403!e00","","78","78","0"
"……金魚すくいだ。/金魚はいい……。","...Goldfish scooping. /Goldfish are nice...","Portrait: !p2201!e00","","35","35","0"
