"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"あら、ももちゃん！/部室で出し物の準備？","Oh, Momo-chan! /Prepping your event in the club room?","Portrait: !p0000!e00","","39","53","14"
"あら！　夏じゃない。/沖田先生と、なに話してたの？","Oh! Natsu. /What were you talking about with Okita-sensei?","Portrait: !p0000!e00","","49","58","9"
"あれ……校内放送だ。","Hmm... school announcement.","Portrait: !p0000!e00","","20","27","7"
"あれ、委員長じゃない。/今ヒマなの？","Hmm, it's the Chairperson. /Are you free?","Portrait: !p0000!e00","","35","41","6"
"あれ……校内放送だわ。","Hmm... school announcement.","Portrait: !p0000!e00","","22","27","5"
"あれが……生徒会室ですか？","Is that... the student council?","Portrait: !p1500!e00","","26","31","5"
"あはは！　違うわよ！/バレーボール模様の/普通の大きさのマシュマロよ。","Ahaha! That's not it! /It's a volleyball-patterned /regular marshmallow.","Portrait: !p0501!e00","","68","72","4"
"あれ、響子先生。/一人でどうしたんですか？","Hmm, Kyoko-sensei. /What are you doing alone?","Portrait: !p0000!e00","","41","45","4"
"あら、バツ……どうしたの？/そんな仏頂面で。","Oh, Batsu... what's wrong? /Looking so grumpy.","Portrait: !p0000!e00","","43","46","3"
"ありがとー！/あのお皿、/どうしようか迷ってたんだ。","Thanks! /I was wondering what to do /with that plate.","Portrait: !p0201!e00","","50","53","3"
"あれ、委員長じゃない。/ちょうどよかった。/これから私と……","Hmm, it's the Chairperson. /Perfect timing. /Now you and I...","Portrait: !p0000!e00","","58","61","3"
"あらら……。/ま、しょうがないか。/邪魔しちゃ悪いしな……。","Oh my... /Well, can't be helped. /Don't want to interrupt...","Portrait: !p0000!e00","","58","60","2"
"あらら……。/ま、しょうがないか。/邪魔しちゃ悪いしね……。","Oh my... /Well, can't be helped. /Don't want to interrupt...","Portrait: !p0000!e00","","58","60","2"
"あれ、そうだっけ？/去年の話だし、あんまり憶えてないわ。","Hmm, was that it? /It was last year, so I don't remember.","Portrait: !p0000!e00","","55","57","2"
"あら……ボーマン。/こんな所に一人でどうしたの？","Oh my... Bowman. /What are you doing here alone?","Portrait: !p0000!e00","","47","48","1"
"あら、ひなた。/今日もクラブの助っ人なの？","Oh, Hinata. /Helping the club again today?","Portrait: !p0000!e00","","41","42","1"
"あれ、バレてるの？/おっかしいわね。/けっこう自信ある演技だったのに。","Hmm, was I found out? /That's strange. /I was confident in my acting.","Portrait: !p0000!e00","","68","69","1"
"あれ、委員長。/そんな大きな袋を抱えて、/一体何やってるの？","Hmm, Chairperson. /What are you doing with /such a big bag?","Portrait: !p0000!e00","","58","59","1"
"あれ、委員長。/そんな大きな袋を抱えて、/一体何やってんだ？","Hmm, Chairperson. /What are you doing with /such a big bag?","Portrait: !p0000!e00","","58","59","1"
