"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"次に、!c04校舎２Ｆエリア!c07。/美術室や風紀委員会室があるわよ。","Next, !c04School 2F Area!c07. /Art room and Discipline Committee room.","Portrait: !pffff!e00","","63","70","7"
"方向ボタンでマップ全体を/見渡すことができます","You can view the entire map /with direction buttons","Portrait: !pffff!e00","","45","51","6"
"時間が許す限り、/全部の店をちゃんと回ってやるぜ。","As long as time allows, /I'll visit all shops properly.","Portrait: !p2000!e00","","49","55","6"
"正しい答えだと思いますよ。","I think that's the right answer.","Portrait: !p1500!e00","","26","32","6"
"振動の設定を変更します","Change vibration settings","Portrait: !pffff!e00","","22","25","3"
"斬！","Slash !","Portrait: !p1603!e00","","4","7","3"
"指定した科目の!c01単位!c07を/強奪することができます","You can steal !c01Credits !c07/from specified subject","Portrait: !pffff!e00","","51","53","2"
"暴力はいかん、暴力はな！","No violence, no violence!","Portrait: !p1300!e00","","24","25","1"
"格闘ゲーム用の名前を登録してね！","Register name for fighting game !","Portrait: !p0100!e00","","32","33","1"
"構わないよ。/射的で勝負でもしてみるか？","Sure. /Wanna compete at target shooting?","Portrait: !p0000!e00","","39","40","1"
