"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"（夏……）","(...Natsu...)","Portrait: !p0000!e00","","10","13","3"
"（醍醐先輩……）","(...Daigo-senpai…)","Portrait: !p0000!e00","","16","19","3"
"（何を考えてるんだろ……？）","(...what're they thinking...?)","Portrait: !p0000!e00","","28","30","2"
"（変なラン……）","(...weird Ran...)","Portrait: !p0000!e00","","16","17","1"
"（変なロベルト……）","(...weird Roberto...)","Portrait: !p0000!e00","","20","21","1"
"（恭介の柔らかい視線で礼を言われると、/　なんだか得した気分になるな……）","(...thanked with Kyosuke's gentle gaze, /feels like I gained something...)","Portrait: !p0000!e00","","73","74","1"
"（恭介の柔らかい視線で礼を言われると、/　なんだか得した気分になるわ……）","(...thanked with Kyosuke's gentle gaze, /feels like I gained something...)","Portrait: !p0000!e00","","73","74","1"
"（立ったまま寝てる……）","(...sleeping standing...)","Portrait: !p0000!e00","","24","25","1"
"（自分で言うな、自分で……）","(...don't say it yourself...)","Portrait: !p0000!e00","","28","29","1"
"（遠足前の小学生か……）","(...kid before a trip...)","Portrait: !p0000!e00","","24","25","1"
"（遠足前の小学生ね……）","(...kid before a trip...)","Portrait: !p0000!e00","","24","25","1"
"（雹さん……）","(...Hail-san…)","Portrait: !p0000!e00","","14","15","1"
